loc_x	loc_y	loc_z	yaw
f	f	f	f
521	12.4	4820.4	-33
433.8	12	4875.9	129
476.7	12.5	4907.3	-178
486	23	4968.5	-174
371.2	11.9	4928	-22
341.6	12	4846	-90
257.8	12	4956.1	104
278.4	11.9	5139.5	-140
375.7	12	5160.5	-179
469.7	12	5201.7	61
519.9	11.9	5097.8	150
488.3	12	5097.5	-132
486.7	11.9	5091.1	103
511	12	4989.9	108
521.5	12.1	4958.8	-166
582.2	12	4991.5	176
559.4	12.3	5021.6	-58
639.5	12	5095.3	121
609.6	12.1	5143.7	-28
547.8	12.2	5035.8	124
376	12	5211	177
220.8	17.3	5142.8	-46
269.8	11.9	5004.5	129
213.9	12	4950.6	63
516.4	31.7	4781.3	-45
412.8	0.2	5325.7	137
370	12.1	4828.1	-62
523.3	35	4930	-6
641.2	12.1	5058.6	-76
625.3	12	5037.6	176
602.8	12	5111.1	-80
561.1	11.9	5093.8	-15
544.3	11.9	5079	157
536.3	11.9	5103.7	-127
559.1	11.9	5121.2	72
565.6	11.9	5148.6	140
524.1	12	5166.1	-117
490.4	11.9	5181.4	-145
481.3	12	5138.7	142
504.2	12	5156.3	24
520.9	12	5142.1	178
494.6	12	5128.4	-3
476.7	11.9	5082.5	105
482.3	11.8	5087.4	-175
447.5	12	5016.7	-167
452.8	11.9	5001.3	-117
490.3	12	5020.3	-68
512	12	5038.9	11
620.7	11.9	5008.2	-161
574.6	11.9	4992.4	155
470.4	12	5018	91
424.3	12	5007.5	-169
362.7	12	5008.5	-77
402.4	11.8	4994.1	17
400.3	12	4955.5	-130
465.1	23	4966.3	121
463.5	23	4978.2	147
396	12	5005	0
363	11	5032	0
323	12	5064	0
347	12	5064	0
326	11	5089	0
347	12	5105	0
324	12	5131	0
333	12	5147	0
356	12	5141	0
374	11	5155	0
399	12	5128	0
365	11	5105	0
400	12	5082	0
440	12	5127	0
453	12	5146	0
465	12	5129	0
461	11	5098	0
469	12	5044	0
536	11	5075	0
568	11	5065	0
625	11	5069	0
580	11	5035	0
598	11	4993	0
541	12	5003	0
513	11	4986	0
524	12	5047	0
559	11	5180	0
508	11	5199	0
436	12	5154	0
431	12	5218	0
411	12	5200	0
374	12	5205	0
337	11	5202	0
316	12	5174	0
337	12	5152	0
284	11	5152	0
311	11	5141	0
310	11	5091	0
278	12	5030	0
259	11	4999	0
265	11	4955	0
295	11	4937	0
363	12	4964	0
364	11	4922	0
316	12	4912	0
335	11	4865	0
426	29	4774	0
476	31	4758	0
532	27	4779	0
546	28	4842	0
530	32	4896	0
553	11	4955	0
601	12	4989	0
634	12	5009	0
657	12	5041	0
618	11	5151	0
566	11	5185	0
506	10	5208	0
464	11	5209	0
332	11	5208	0
306	11	5196	0
277	12	5159	0
229	17	5147	0
269	12	5080	0
239	12	5015	0
215	11	4994	0
199	12	4974	0
257	11	4946	0
305	11	4911	0
388	11	4813	0
425	12	4859	0
504	12	4890	0
498	28	4939	0
463	23	4922	0
453	12	4991	0
533	12	4957	0
644	11	5094	0
597	13	5222	0
584	11	5248	0
403	11	5154	0
390	12	5092	0
372	12	4996	0
364	11	4983	0
422	12	4964	0
367	11	5079	0
461	11	5099	0
449	12	5092	0
627	11	5119	0
428	0	5324	0
400	8	5261	0
475	8	5252	0
