loc_x	loc_y	loc_z	yaw
f	f	f	f
-6023	533	-6527	0
-6104	530	-6640	0
-6059	540	-6877	0
-6068	530	-6798	0
-6032	531	-6789	0
-6111	530	-6825	0
-6208	548	-6796	0
-6244	558	-6654	0
-6196	543	-6534	0
-6073	525	-6464	0
-6010	536	-6479	0
-6170	528	-6448	0
-6260	559	-6560	0
-6261	559	-6479	0
-6252	559	-6420	0
-6091	530	-6756	0
-6338	548	-6504	0
-6341	548	-6602	0
-6320	551	-6716	0
-6422	564	-6663	0
-6426	547	-6551	0
-6126	530	-6664	0
-6117	530	-6575	0
-6046	530	-6518	0
-5970	550	-6522	0
-6121	526	-6510	0
-6177	537	-6608	0
-6184	539	-6713	0
