loc_x	loc_y	loc_z	yaw
f	f	f	f
-7311	570	-7480	0
-6295	555	-6534	0
-6251	558	-7412	0
-7296	570	-7424	0
-6217	551	-6794	0
-7109	550	-6553	0
-7364	560	-6873	0
-6592	567	-6982	0
-7145	562	-6897	0
-7411	570	-7311	0
-7218	560	-7124	0
-6862	552	-6760	0
-7446	560	-7089	0
-7450	560	-6743	0
-6335	560	-7088	0
-6990	545	-6943	0
-6937	550	-6554	0
-7321	560	-6680	0
-6647	552	-6488	0
-6919	540	-7387	0
-7462	570	-7431	0
-6421	540	-7434	0
-7416	570	-7466	0
-6754	550	-6635	0
-6234	556	-6614	0
-6716	551	-6474	0
-6836	552	-6435	0
-6458	570	-6857	0
-7277	570	-7373	0
-6632	540	-7254	0
-7396	545	-6491	0
-6433	563	-6595	0
-7148	542	-7279	0
-6258	572	-7632	0
-6999	540	-7413	0
-6284	560	-7514	0
-7364	560	-7172	0
-6813	554	-6429	0
-7316	570	-7345	0
-7081	553	-6722	0
-7065	545	-7167	0
-6699	540	-7384	0
-7162	550	-6567	0
-6873	540	-7213	0
-6632	540	-6714	0
-6581	540	-7140	0
-7370	569	-7519	0
-6394	541	-7270	0
-6838	544	-6995	0
-6169	536	-7156	0
