loc_x	loc_y	loc_z	yaw
f	f	f	f
-6375	555	-7555	0
-6497	553	-7547	0
-6417	540	-7425	0
-6478	540	-7423	0
-6478	540	-7482	0
-6476	546	-7536	0
-6506	540	-7507	0
-6505	540	-7437	0
-6504	540	-7389	0
-6453	540	-7405	0
-6392	540	-7411	0
-6371	540	-7511	0
-6542	540	-7461	0
-6541	542	-7530	0
-6580	540	-7496	0
-6587	540	-7426	0
-6606	540	-7458	0
-6594	540	-7383	0
-6634	540	-7408	0
-6646	540	7475	0
-6628	540	-7514	0
-6370	540	-7480	0
-6383	540	-7451	0
-6401	540	-7494	0
-6405	543	-7532	0
-6421	570	-7562	0
-6440	540	-7513	0
-6439	540	-7460	0
