spawns	name	room	loc_x	loc_y	loc_z	scriptOne	scriptTwo	scriptThree	convo_script	yaw	mood	respawn_time	spawn_objvar	spawn_objvar_value	spawn_objvar2	spawn_objvar_value2	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value	building_id
s	s	s	f	f	f	s	s	s	s	f	s	i	s	s	s	s	s	s	s	s	s	i
crackdown_rebel_sergeant		world	4968	-192	6806	theme_park.script_spawner.spawner_methods.ss_setup				-3		180	spawn_objvar	static								
crckdown_rebel_rifleman		world	4961	-192	6790	theme_park.script_spawner.spawner_methods.ss_setup				85		180	spawn_objvar	static								
crckdown_rebel_rifleman		world	4986	-192	6779	theme_park.script_spawner.spawner_methods.ss_setup				-132		180	spawn_objvar	city_wander								
crackdown_rebel_corporal		world	4997	-192	6738	theme_park.script_spawner.spawner_methods.ss_setup				77		180	spawn_objvar	static								
crckdown_rebel_rifleman		world	5035	-192	6762	theme_park.script_spawner.spawner_methods.ss_setup				44		180	spawn_objvar	static								
crckdown_rebel_rifleman		world	5039	-192	6792	theme_park.script_spawner.spawner_methods.ss_setup				-56		180	spawn_objvar	static								
crackdown_rebel_command_security_guard		world	5016	-192	6812	theme_park.script_spawner.spawner_methods.ss_setup				-84		180	spawn_objvar	static								
crackdown_rebel_corporal		world	5001	-192	6824	theme_park.script_spawner.spawner_methods.ss_setup				-86		180	spawn_objvar	static								
crackdown_rebel_comm_operator		world	5030	-192	6709	theme_park.script_spawner.spawner_methods.ss_setup				-114		180	spawn_objvar	static								
crckdown_rebel_rifleman		world	5042	-192	6682	theme_park.script_spawner.spawner_methods.ss_setup				-119		180	spawn_objvar	static								
naboo_police		world	5041	-192	6679	theme_park.script_spawner.spawner_methods.ss_setup				-81		180	spawn_objvar	city_wander	spawn_objvar2	customs						
crackdown_rebel_sharpshooter		world	5021	-192	6662	theme_park.script_spawner.spawner_methods.ss_setup				-53		180	spawn_objvar	static								
naboo_police		world	4996	-192	6658	theme_park.script_spawner.spawner_methods.ss_setup				-159		180	spawn_objvar	city_wander	spawn_objvar2	customs						
naboo_police		world	4977	-192	6634	theme_park.script_spawner.spawner_methods.ss_setup				-92		180	spawn_objvar	static								
naboo_police		world	4974	-192	6637	theme_park.script_spawner.spawner_methods.ss_setup				-122		180	spawn_objvar	static		
naboo_police		world	4966	-192	6641	theme_park.script_spawner.spawner_methods.ss_setup				-165		180	spawn_objvar	static		
naboo_police		world	5116	-192	6744	theme_park.script_spawner.spawner_methods.ss_setup				72		180	spawn_objvar	static		
naboo_police		world	5128	-192	6757	theme_park.script_spawner.spawner_methods.ss_setup				150		180	spawn_objvar	static	spawn_objvar2	customs
crckdown_rebel_rifleman		world	5147	-192	6763	theme_park.script_spawner.spawner_methods.ss_setup				153		180	spawn_objvar	city_wander		
crckdown_rebel_rifleman		world	5157	-192	6761	theme_park.script_spawner.spawner_methods.ss_setup				-4		180	spawn_objvar	city_wander		
crckdown_rebel_rifleman		world	5183	-192	6778	theme_park.script_spawner.spawner_methods.ss_setup				-82		180	spawn_objvar	city_wander		
crackdown_rebel_squad_leader		world	5179	-192	6785	theme_park.script_spawner.spawner_methods.ss_setup				-145		180	spawn_objvar	city_wander		
crackdown_rebel_soldier		world	5160	-192	6743	theme_park.script_spawner.spawner_methods.ss_setup				-116		180	spawn_objvar	city_wander		
crackdown_rebel_corporal		world	5137	-192	6719	theme_park.script_spawner.spawner_methods.ss_setup				3		180	spawn_objvar	static		
crckdown_rebel_rifleman		world	5186	-192	6680	theme_park.script_spawner.spawner_methods.ss_setup				39		180	spawn_objvar	city_wander		
crckdown_rebel_rifleman		world	5186	-192	6679	theme_park.script_spawner.spawner_methods.ss_setup				68		180	spawn_objvar	static		
