strObjId	strComments	strType	strMob	strName	fltMinSpawnTime	fltMaxSpawnTime	strScript1	strScript2	strScript3	strScript4
s	c	s	s	s	f	f	s	s	s	s
5226268	Wall 2811 48 5569		binayre_pirate		600	900				
5226269	Wall 2811 48 5569		binayre_pirate		600	900				
5226270	Wall 2811 48 5569		binayre_chief		600	900				
5226271	Wall 2811 48 5569		binayre_hooligan		600	900				
5226272	Wall 2811 48 5569		binayre_hooligan		600	900				
5226273	Bridge -51 6 -2483		brigand		600	900				
5226274	Bridge -51 6 -2483		brigand		600	900				
5226275	Bridge -51 6 -2483		brigand		600	900				
5226276	Bridge -51 6 -2483		brigand		600	900				
5226277	Bridge -51 6 -2483		brigand		600	900				
5226278	Arch 1470 22 -2659		binayre_chief		600	900				
5226279	Arch 1470 22 -2659		binayre_pirate		600	900				
5226280	Arch 1470 22 -2659		binayre_pirate		600	900				
5226281	Arch 1470 22 -2659		binayre_ruffian		600	900				
5226282	Arch 1470 22 -2659		binayre_ruffian		600	900
5226283	Debris -1018 1 -5087		brigand		600	900
5226284	Debris -1018 1 -5087		brigand		600	900
5226285	Debris -1018 1 -5087		brigand		600	900
5226286	Debris -1018 1 -5087		brigand		600	900
5226287	Debris -1018 1 -5087		brigand_leader		600	900
5226298	Tower -2031 141 2807		brigand		600	900
5226299	Tower -2031 141 2807		brigand		600	900
5226300	Tower -2031 141 2807		brigand		600	900
5226301	Tower -2031 141 2807		brigand		600	900
5226302	Tower -2031 141 2807		brigand		600	900
5226303	Burning Rocks 4289 49 2563		lost_aqualish_bomber		600	900
5226304	Burning Rocks 4289 49 2563		lost_aqualish_captain		600	900
5226305	Burning Rocks 4289 49 2563		lost_aqualish_commando		600	900
5226306	Burning Rocks 4289 49 2563		lost_aqualish_lookout		600	900
5226307	Burning Rocks 4289 49 2563		lost_aqualish_outrider		600	900
5226308	WedgedBoulder -877 15 1016		brigand		600	900	
5226309	WedgedBoulder -877 15 1016		brigand		600	900	
5226310	WedgedBoulder -877 15 1016		brigand		600	900	
5226311	WedgedBoulder -877 15 1016		brigand		600	900	
5226312	WedgedBoulder -877 15 1016		brigand_leader		600	900	
5226313	BrokenStrut -1643 29 -335		binayre_chief		600	900	
5226314	BrokenStrut -1643 29 -335		binayre_pirate		600	900	
5226315	BrokenStrut -1643 29 -335		binayre_pirate		600	900	
5226316	BrokenStrut -1643 29 -335		binayre_ruffian		600	900	
5226317	BrokenStrut -1643 29 -335		binayre_ruffian		600	900	
5715360	QuestGiver c_ddroid_valance -2389 23 2043		commoner_human_male				conversation.c_ddroid_valance
5715361	-2389 23 2043		black_sun_minion		1200	1800	
5715362	-2389 23 2043		black_sun_initiate		1200	1800	
5715363	-2389 23 2043		black_sun_initiate		1200	1800	
5715364	-2389 23 2043		black_sun_smuggler		1200	1800	
5715365	-2389 23 2043		black_sun_smuggler		1200	1800	
5715366	-2389 23 2043		black_sun_initiate		1200	1800
5715367	-2389 23 2043		black_sun_initiate		1200	1800
5715368	5379 97 5675		black_sun_minion		480	600
5715369	5379 97 5675		black_sun_smuggler		480	600
5715370	5379 97 5675		black_sun_smuggler		480	600
5715371	5379 97 5675		black_sun_smuggler		480	600
5715372	5379 97 5675		black_sun_smuggler		480	600
5715373	5379 97 5675		black_sun_smuggler		480	600
5715374	5379 97 5675		black_sun_initiate		480	600
5715375	5379 97 5675		black_sun_initiate		480	600
5715376	5379 97 5675		black_sun_initiate		480	600
5715377	5379 97 5675		black_sun_initiate		480	600
5715378	5379 97 5675		black_sun_initiate		480	600
5715379	5379 97 5675		black_sun_initiate		480	600
5715380	5379 97 5675		black_sun_initiate		480	600
5715381	5379 97 5675		black_sun_initiate		480	600
4845399	Imp Outpost quest giver -2179 2273		imperial_officer_questgiver				conversation.c_sink_imp
4845425	Binayre Camp -1622 618		binayre_chief		600	720	
4845426	Binayre Camp -1622 619		binayre_swindler		600	720	
4845427	Binayre Camp -1622 620		binayre_swindler		600	720	
4845428	Binayre Camp -1622 621		binayre_swindler		600	720	
4845429	Binayre Camp -1622 622		binayre_swindler		600	720	
4845430	Binayre Camp -1622 623		binayre_swindler		600	720	
4845431	Binayre Camp -1622 624		binayre_smuggler		600	720	
4845432	Binayre Camp -1622 625		binayre_smuggler		600	720	
4845433	Binayre Camp -1622 626		binayre_smuggler		600	720	
4845434	Binayre Camp -1622 627		binayre_smuggler		600	720	
4845435	Binayre Camp -1622 628		binayre_smuggler		600	720	
4845436	Binayre Camp -1622 629		binayre_smuggler		600	720	
4845437	Binayre Camp -1622 630		binayre_smuggler		600	720	
4845438	Binayre Camp -1622 631		binayre_pirate		600	720	
4845439	Binayre Camp -1622 632		binayre_pirate		600	720	
4845440	Binayre Camp -1622 633		binayre_pirate		600	720
4845441	Binayre Camp -1622 634		binayre_pirate		600	720
