object	stage	locx	locy	locz	yaw	script	scriptVar	path
s	i[1]	f[0]	f[0]	f[0]	f[0]	s[none]	s[none]	s
som_battlefield_mining_droid	1	11	0	2	-70	theme_park.dungeon.mustafar_trials.valley_battleground.mining_droid		hk_droid_exit_start;droid_exit_bridge;hk_droid_exit_top;droid_exit_ramp;hk_droid_exit;droid_east_bridge;east_wall;east_camp_bridge;camp_east;east_approach_bridge;mining_camp;player_exit;player_exit_ramp;top_camp_0;end_point
som_battlefield_mining_droid	1	10	0	4	-70	theme_park.dungeon.mustafar_trials.valley_battleground.mining_droid		hk_droid_exit_start;droid_exit_bridge;hk_droid_exit_top;droid_exit_ramp;hk_droid_exit;droid_east_bridge;east_wall;center_line;player_exit;camp_west;mining_camp;player_exit;top_camp_1;end_point
som_battlefield_mining_droid	1	8	0	-2	-70	theme_park.dungeon.mustafar_trials.valley_battleground.mining_droid		hk_droid_exit_start;droid_exit_bridge;hk_droid_exit_top;droid_exit_bridge;hk_droid_exit;exit_west_bridge;west_approach;player_exit;camp_west;mining_camp;player_exit;top_camp_1;end_point
som_battlefield_mining_droid	1	6	0	-5	-70	theme_park.dungeon.mustafar_trials.valley_battleground.mining_droid		hk_droid_exit_start;droid_exit_bridge;hk_droid_exit_top;droid_exit_bridge;hk_droid_exit;exit_west_bridge;west_approach;center_line;east_wall;camp_east;east_approach_bridge;mining_camp;player_exit;top_camp_1;end_point
som_battlefield_mining_droid	1	3	0	-8	-70	theme_park.dungeon.mustafar_trials.valley_battleground.mining_droid		hk_droid_exit_start;droid_exit_bridge;hk_droid_exit_top;exit_west_bridge;western_flats;west_approach;player_exit;camp_west;mining_camp;player_exit;top_camp_2;end_point
som_battlefield_mining_leader	1	2	0	-3	-70	theme_park.dungeon.mustafar_trials.valley_battleground.mining_squad_leader:conversation.som_battlefield_miner_leader		hk_droid_exit_start;droid_exit_bridge;hk_droid_exit_top;exit_west_bridge;western_flats;center_line;camp_east;east_approach_bridge;mining_camp;player_exit;top_camp_0;end_point
som_battlefield_mining_leader	1	4	0	3	-70	theme_park.dungeon.mustafar_trials.valley_battleground.mining_squad_leader:conversation.som_battlefield_miner_leader		western_flats;center_line;camp_west;mining_camp;player_exit;top_camp_0;end_point
som_battlefield_foreman_koseyet	1	-81	13	-131	-133	conversation.trial_foreman_koseyet		east_wall;camp_east;east_approach_bridge;mining_camp;player_exit;top_camp_1;end_point
object/tangible/dungeon/mustafar/valley_battlefield/demo_pack.iff	1	-3	0	2			"boolean:inWorld=true,int:currentMineCount=6"	western_flats;player_exit;mining_camp;player_exit;top_camp_0;end_point
object/tangible/dungeon/mustafar/valley_battlefield/demo_pack.iff	1	-4	0	0			"boolean:inWorld=true,int:currentMineCount=6"	east_wall;center_line;west_approach;player_exit;mining_camp;player_exit;top_camp_0;end_point
object/tangible/dungeon/mustafar/valley_battlefield/power_generator.iff	1	26	0	-22	25	theme_park.dungeon.mustafar_trials.valley_battleground.power_generator		west_approach;mining_camp;player_exit;top_camp_1;end_point
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_16m.iff	1	17.7881	0	-2.17578	129.671			mining_camp;player_exit;top_camp_0;end_point
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	1	26.9551	0	4.29785	0			mining_camp;player_exit;top_camp_2;end_point
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_16m.iff	1	37.3062	0	-0.771973	-140.948			west_approach;mining_camp;top_camp_0;end_point
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_16m.iff	1	40.063	0	-13.8052	-64.7442		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_16m.iff	1	33.2681	0.1207	-28.4541	-64.7442		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_16m.iff	1	21.042	0.1207	-34.5688	8.02144		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_8m.iff	1	3.76514	0	-30.873	22.9183		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_fence_16m.iff	1	4.62305	0	-21.707	119.931		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_bunker.iff	1	28.457	0	-5.55811	-122.613		
object/tangible/dungeon/mustafar/valley_battlefield/must_bandit_cooling_unit.iff	1	17.7529	0.04706	-24.376	-153.162		
som_battlefield_droid_squad_leader	2	-253	12	201		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=1,boolean:isArmy=true"
som_battlefield_droid_squad_leader	2	-294	12	160		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=8,boolean:isArmy=true"
som_battlefield_droid_squad_leader	2	-148	12	181		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=7,boolean:isArmy=true"
som_battlefield_ak_1a	3	-253	12	201		theme_park.dungeon.mustafar_trials.valley_battleground.assault_killer_bot	"int:path=2,boolean:isArmy=true"
som_battlefield_droid_squad_leader	3	-148	12	181		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=7,boolean:isArmy=true"
som_battlefield_ak_3	3	-294	12	160		theme_park.dungeon.mustafar_trials.valley_battleground.assault_killer_bot	"int:path=7,boolean:isArmy=true"
som_battlefield_droid_squad_leader	4	-294	12	160		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=5,boolean:isArmy=true"
som_battlefield_droid_squad_leader	4	-148	12	181		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=6,boolean:isArmy=true"
som_battlefield_ak_1a	4	-253	12	201		theme_park.dungeon.mustafar_trials.valley_battleground.assault_killer_bot	"int:path=8,boolean:isArmy=true"
som_battlefield_ak_1a	5	-148	12	181		theme_park.dungeon.mustafar_trials.valley_battleground.assault_killer_bot	"int:path=7,boolean:isArmy=true"
som_battlefield_gk_5	5	-253	12	201		theme_park.dungeon.mustafar_trials.valley_battleground.assault_killer_bot	"int:path=4,boolean:isArmy=true"
som_battlefield_droid_squad_leader	5	-294	12	160		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=2,boolean:isArmy=true"
som_battlefield_droid_squad_leader	6	-253	12	201		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=0,boolean:isArmy=true"
som_battlefield_gk_5	6	-294	12	160		theme_park.dungeon.mustafar_trials.valley_battleground.assault_killer_bot	"int:path=8,boolean:isArmy=true"
som_battlefield_droid_squad_leader	6	-148	12	181		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=7,boolean:isArmy=true"
som_battlefield_droid_squad_leader	7	-148	12	181		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=5,boolean:isArmy=true"
som_battlefield_droid_squad_leader	7	-294	12	160		theme_park.dungeon.mustafar_trials.valley_battleground.droid_squad_leader	"int:path=6,boolean:isArmy=true"
