strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType
s	i	i	i	i	i	i	s	s	s
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_blistmok_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_blistmok_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_blistmok_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_blistmok_raptor_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_blistmok_raptor_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_blistmok_raptor_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_lava_beetle_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_lava_beetle_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_lava_beetle_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_lava_beetle_queen_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_lava_beetle_queen_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_lava_beetle_queen_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_lava_beetle_soldier_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_lava_beetle_soldier_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_xandank_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_xandank_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_xandank_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_xandank_prowler_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_xandank_prowler_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_smoking_forest_xandank_prowler_none_small	
