strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType
s	i	i	i	i	i	i	s	s	s
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_jundak_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_jundak_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_jundak_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_jundak_shrieker_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_jundak_shrieker_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_jundak_shrieker_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_jundak_stalker_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_jundak_stalker_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_jundak_stalker_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_tulrus_matriarch_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_tulrus_matriarch_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_tulrus_matriarch_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_tulrus_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_tulrus_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_tulrus_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_tulrus_bull_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_tulrus_bull_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_nesting_grounds_tulrus_bull_none_small	
