strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType
s	i	i	i	i	i	i	s	s	s
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_lava_beetle_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_lava_beetle_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_lava_beetle_none_sml	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_lava_beetle_queen_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_lava_beetle_queen_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_lava_beetle_queen_none_sml	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_lava_beetle_soldier_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_lava_beetle_soldier_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_lava_beetle_soldier_none_sml	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_tanray_crowned_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_tanray_crowned_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_tanray_crowned_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_tanray_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_tanray_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_tanray_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_tanray_prowler_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_tanray_prowler_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_tanray_prowler_none_small	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_xandank_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_xandank_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_xandank_none_sml	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_xandank_packleader_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_xandank_packleader_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_xandank_packleader_none_sml	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_xandank_prowler_none_lrg	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_xandank_prowler_none_med	
object/tangible/lair/npc_lair.iff	-1	0	0	15	25			mustafar_berkens_flow_xandank_prowler_none_sml	
