strTemplate	intSpawnLimit	intMinDifficulty	intMaxDifficulty	intWeighting	intSize	intNumToSpawn	strTemplateToSpawn	strLairType	strBuildingType
s	i	i	i	i	i	i	s	s	s
object/tangible/lair/npc_lair.iff	-1	65	500	50	25			corellia_grassland_slice_hound_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	65	500	50	25			corellia_grassland_slice_hound_pack_neutral_none	
object/tangible/lair/npc_lair.iff	-1	35	500	35	25			corellia_humbaba_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	35	500	35	25			corellia_humbaba_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	30	500	30	25			corellia_paralope_herd_neutral_none	
object/tangible/lair/npc_lair.iff	-1	30	500	30	25			corellia_paralope_lair_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	1	500	5	25			corellia_razor_cat_cub_hunt_neutral_none	
object/tangible/lair/npc_lair.iff	-1	75	500	50	25			corellia_razor_cat_pride_neutral_medium	
object/tangible/lair/npc_lair.iff	-1	50	500	50	25			corellia_crimson_razor_cat_hunt_neutral_none	
object/tangible/lair/npc_lair.iff	-1	75	500	50	25			corellia_crimson_razor_cat_pride_neutral_medium	
