Name	Type	SplineControlPoints	CenterLocationX	CenterLocationY	CenterLocationZ	Radius	FlattenDepth	FaceTowards	NumAsteroids	RandomSeed	ScaleMin	ScaleMax	RotationMin	RotationMax	FieldStyleTable	RadialStyleTable	NumRadialAsteroids	MaxViewableDistance	ViewAllDistance	SoundEffect
s	"e(cube=1,spline=2)[cube]"	s	f	f	f	f	f[-1]	s	I	I	f	f	f	f	s	s	i	f	f	s
	cube		2500	-350	-1400	350			25	4567	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		1700	-50	-2400	300			25	1376	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		2000	-250	-2000	350			25	9843	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		3000	-450	-2200	450			15	4721	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-7704	1587	747	500			35	5687	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		1	1	1	700			10	1000	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		3669	-2337	-1218	450			50	2809	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_iron_tie_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		7435	-1387	3420	500			50	3456	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_iron_tie_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
rebel hidden training area	cube		3000	2930	-1269	1000			150	3812	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_iron_tie_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
rebel hidden training area	cube		3000	4030	-1269	500			80	4573	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_iron_tie_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
rebel hidden training area	cube		3000	4630	-1269	300			50	3718	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_iron_tie_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
rebel hidden training area	cube		3000	1830	-1269	500			80	7198	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_iron_tie_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
rebel hidden training area	cube		3000	1230	-1269	300			50	4972	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_iron_tie_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
old tie patrol route attacked so much by nym that its no longer used	cube		500	-3950	-490	200			150	3198	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_tie.iff	50	8000	1000	sound/amb_ast_large_field.snd
old tie patrol route attacked so much by nym that its no longer used	cube		500	-3950	-350	200			150	8716	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_tie.iff	50	8000	1000	sound/amb_ast_large_field.snd
old tie patrol route attacked so much by nym that its no longer used	cube		500	-3950	-180	200			150	1671	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_tie.iff	50	8000	1000	sound/amb_ast_large_field.snd
old tie patrol route attacked so much by nym that its no longer used	cube		500	-3950	0	200			150	3271	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_tie.iff	50	8000	1000	sound/amb_ast_large_field.snd
nym mining field	cube		2041	-3759	-1495	450			80	3180	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
spine of lok	spline	"493,6371,6420:-1488,456,918:-5441,-3044,-2002:-7434,-4500,-1035"	-1488	456	918	700			600	7777	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
spine of lok2	spline	"-1488,456,918:-1231,-3562,-2996:4566,-6948,-6265"	-1231	-3562	-2996	700			600	8888	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
midpoint:poi field	cube		1913	-241	2193	600			50	1111	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_xwing.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwing.iff	30	8000	1000	sound/amb_ast_large_field.snd
"debris belt, imperial station"	spline	"5368,-4586,22:5892,-4984,-2132:6619,-4908,-2067:7487,-4817,-1927:7784,-4723,-292:7056,-4649,1071:6002,-4627,1106:5368,-4586,22"	7487	-4817	-1927	200			800	2222	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_tie.iff	30	8000	1000	sound/amb_ast_large_field.snd
