Name	Type	SplineControlPoints	CenterLocationX	CenterLocationY	CenterLocationZ	Radius	FlattenDepth	FaceTowards	NumAsteroids	RandomSeed	ScaleMin	ScaleMax	RotationMin	RotationMax	FieldStyleTable	RadialStyleTable	NumRadialAsteroids	MaxViewableDistance	ViewAllDistance	SoundEffect
s	"e(cube=1,spline=2)[cube]"	s	f	f	f	f	f[-1]	s	I	I	f	f	f	f	s	s	i	f	f	s
	cube		900	800	-3200	600			45	9999	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		1600	600	-2600	400			40	4379	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		1900	100	-2100	450			35	5731	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		1900	-300	-1700	550			30	7167	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		2200	-500	-1300	300			35	7136	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		2500	-800	-1100	250			35	6813	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-2400	2900	-1700	350			80	3716	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_xwing.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwing.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-2600	2900	-1900	450			120	7246	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_xwingvstie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwingvstie.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1400	-2400	2000	600			50	1735	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1400	-2400	2000	300			20	6713	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	0	8000	1000	sound/amb_ast_large_field.snd
	cube		1213	6113	-3490	600			25	6812	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_xwing.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwing.iff	15	8000	1000	sound/amb_ast_large_field.snd
	cube		6147	5403	-2578	2000			30	1928	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwing.iff	40	8000	1000	sound/amb_ast_large_field.snd
	spline	"-2884,2582,-1733:-4646,3196,-315:-6254,3244,682:-7859,3341,1518"	-5969	3204	583	600	200	"-6908,3104,-510"	250	5839	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_debris_small.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_iron_xwtie_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	spline	"-2884,2582,-1733:-4646,3196,-315:-6254,3244,682:-7859,3341,1518"	-5969	3204	583	600	200	"-6908,3104,-510"	100	1809	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	10	8000	1000	sound/amb_ast_large_field.snd
	spline	"-9016,651,-1071:-7461,642,1928"	-8503	582	318	200	40	"-7290,675,-229"	500	2798	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_xwingvstie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwingvstie.iff	10	8000	1000	sound/amb_ast_large_field.snd
	cube		1723	1848	-782	550			40	3856	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_debris_small.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	20	8000	1000	sound/amb_ast_large_field.snd
	cube		1723	1848	-782	550			40	7389	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwingvstie.iff	20	8000	1000	sound/amb_ast_large_field.snd
wall of dantooine	spline	"-3902,2941,-8577:-2491,2916,-7523:-2193,2819,-2027:-810,2848,125:659,2878,2415:2392,2914,5112:3957,2946,7550:4633,2960,8602"	-810	2848	125	800			2000	2956	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		7737	5645	3989	700			100	3823	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	spline	"-1675,-4950,-6006:-1813,-4930,-4277"	-1813	-4930	-4277	200	200	"598,-4809,-5508"	100	6134	1	1	0	0	datatables/space/asteroidfield/fieldstyle/asteroid_basic_obsidian.iff	datatables/space/asteroidfield/fieldstyle/radial_obsidian_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
