Name	Type	SplineControlPoints	CenterLocationX	CenterLocationY	CenterLocationZ	Radius	FlattenDepth	FaceTowards	NumAsteroids	RandomSeed	ScaleMin	ScaleMax	RotationMin	RotationMax	FieldStyleTable	RadialStyleTable	NumRadialAsteroids	MaxViewableDistance	ViewAllDistance	SoundEffect
s	"e(cube=1,spline=2)[cube]"	s	f	f	f	f	f[-1]	s	I	I	f	f	f	f	s	s	i	f	f	s
	cube		-2200	650	2200	400			35	9999	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star_xw_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star_xw_tie.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1500	600	1600	400			45	4379	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1700	650	1300	400			45	5731	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-2000	650	900	400			45	7167	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1700	700	300	400			45	7136	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1300	700	0	400			45	6793	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1200	700	-800	400			45	9724	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1600	650	-1400	400			45	2197	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-1800	600	-2000	400			45	6482	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-2000	700	-2400	400			45	1785	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-2200	600	-2800	400			45	2473	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		1800	2600	-3600	250			35	7821	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star_xw_tie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star_xw_tie.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		1950	2650	-3350	250			30	4198	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		1500	2550	-3750	250			25	1745	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		2500	300	-1400	450			50	7246	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		2700	350	-1700	450			25	9273	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		2300	300	-1550	450			45	6823	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-2051	574	4893	350			35	6714	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	spline	"2096,3236,-6065:2896,4100,-5500:3496,4800,-4900"	2096	3236	-6065	200			65	8431	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		3500	0	3500	250			75	8472	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_xwingvstie.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_xwingvstie.iff	50	8000	1000	sound/amb_ast_large_field.snd
	spline	"2500,0,1400:2000,500,900:3000,-500,1900"	2500	0	1400	500			75	4953	1	1	0	0	datatables/space/asteroidfield/fieldstyle/astroid_iron_large.iff	datatables/space/asteroidfield/fieldstyle/radial_iron_asteroid_s01.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-7000	1000	-7000	500			60	5832	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
	cube		-6000	800	-6000	500			60	4563	1	1	0	0	datatables/space/asteroidfield/fieldstyle/debris_death_star.iff	datatables/space/asteroidfield/fieldstyle/radial_debris_death_star.iff	50	8000	1000	sound/amb_ast_large_field.snd
