level1	level2	level3	level4	level5	level6	level7	level8	level9	level10
s	s	s	s	s	s	s	s	s	s
object/tangible/ship/components/droid_interface/ddi_armek_military_grade_mk1.iff	object/tangible/ship/components/droid_interface/ddi_cygnus_di6.iff	object/tangible/ship/components/droid_interface/ddi_armek_military_grade_mk2.iff	object/tangible/ship/components/droid_interface/ddi_freitek_modified_droid_commander_mk1.iff	object/tangible/ship/components/droid_interface/ddi_gallofree_level1.iff	object/tangible/ship/components/droid_interface/ddi_cygnus_di8.iff	object/tangible/ship/components/droid_interface/ddi_hk_mk3.iff	object/tangible/ship/components/droid_interface/ddi_freitek_droid_commander_mk3.iff	object/tangible/ship/components/droid_interface/ddi_hk_advanced.iff	object/tangible/ship/components/droid_interface/ddi_freitek_elite.iff
object/tangible/ship/components/droid_interface/ddi_incom_droid_interface_mk1.iff	object/tangible/ship/components/droid_interface/ddi_incom_deluxe_droid_interface_mk1.iff	object/tangible/ship/components/droid_interface/ddi_freitek_droid_commander_mk1.iff	object/tangible/ship/components/droid_interface/ddi_haor_chall_vintage_piece.iff	object/tangible/ship/components/droid_interface/ddi_hk_mk1.iff	object/tangible/ship/components/droid_interface/ddi_freitek_droid_commander_mk2.iff	object/tangible/ship/components/droid_interface/ddi_incom_droid_interface_mk4.iff	object/tangible/ship/components/droid_interface/ddi_hk_mk4.iff	object/tangible/ship/components/droid_interface/ddi_incom_advanced_droid_interface.iff	object/tangible/ship/components/droid_interface/ddi_hk_elite.iff
object/tangible/ship/components/droid_interface/ddi_koensayr_simple_droid_interface.iff	object/tangible/ship/components/droid_interface/ddi_kde_governor_mk1.iff	object/tangible/ship/components/droid_interface/ddi_haor_chall_old_tech.iff	object/tangible/ship/components/droid_interface/ddi_incom_fast_droid_interface_mk2.iff	object/tangible/ship/components/droid_interface/ddi_kde_governor_mk2.iff	object/tangible/ship/components/droid_interface/ddi_hk_mk2.iff	object/tangible/ship/components/droid_interface/ddi_kse_enhanced_manager_mk3.iff	object/tangible/ship/components/droid_interface/ddi_incom_enhanced_droid_interface_mk4.iff	object/tangible/ship/components/droid_interface/ddi_kessel_imperial_cygnus_dp44.iff	object/tangible/ship/components/droid_interface/ddi_incom_elite.iff
object/tangible/ship/components/droid_interface/ddi_kse_manager_mk1.iff	object/tangible/ship/components/droid_interface/ddi_koensayr_standard_droid_interface.iff	object/tangible/ship/components/droid_interface/ddi_incom_droid_interface_mk2.iff	object/tangible/ship/components/droid_interface/ddi_kse_custom_manager_mk2.iff	object/tangible/ship/components/droid_interface/ddi_moncal_dk2.iff	object/tangible/ship/components/droid_interface/ddi_incom_droid_interface_mk3.iff	object/tangible/ship/components/droid_interface/ddi_moncal_dk3.iff	object/tangible/ship/components/droid_interface/ddi_kse_advanced_manager.iff	object/tangible/ship/components/droid_interface/ddi_kessel_imperial_sfs_imperial_finest.iff	object/tangible/ship/components/droid_interface/ddi_kessel_imperial_sds_unknown_prototype.iff
object/tangible/ship/components/droid_interface/ddi_mandal_military_grade_mk1.iff	object/tangible/ship/components/droid_interface/ddi_kse_improved_manager_mk1.iff	object/tangible/ship/components/droid_interface/ddi_kse_manager_mk2.iff	object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk2.iff	object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk3.iff	object/tangible/ship/components/droid_interface/ddi_kse_manager_mk3.iff	object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk4.iff	object/tangible/ship/components/droid_interface/ddi_moncal_dk4.iff	object/tangible/ship/components/droid_interface/ddi_kessel_rebel_incom_dx61.iff	object/tangible/ship/components/droid_interface/ddi_kessel_rebel_incom_supreme_interface.iff
object/tangible/ship/components/droid_interface/ddi_moncal_dk1.iff	object/tangible/ship/components/droid_interface/ddi_moncal_special_dk1.iff	object/tangible/ship/components/droid_interface/ddi_mandal_military_grade_mk2.iff	object/tangible/ship/components/droid_interface/ddi_rss_deluxe_imperial_2.iff	object/tangible/ship/components/droid_interface/ddi_rendili_imperator_1.iff	object/tangible/ship/components/droid_interface/ddi_moncal_custom_dk2.iff	object/tangible/ship/components/droid_interface/ddi_qualdex_modified_droid_interface_mk3.iff	object/tangible/ship/components/droid_interface/ddi_novaldex_custom_droid_interface_mk4.iff	object/tangible/ship/components/droid_interface/ddi_kessel_rebel_qualdex_integrated_array.iff	object/tangible/ship/components/droid_interface/ddi_kse_elite_manager_2.iff
object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk1.iff	object/tangible/ship/components/droid_interface/ddi_novaldex_special_droid_interface_mk1.iff	object/tangible/ship/components/droid_interface/ddi_novaldex_droid_interface_mk2.iff	object/tangible/ship/components/droid_interface/ddi_sds_special_imperial_1.iff	object/tangible/ship/components/droid_interface/ddi_sds_imperial_2.iff	object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk3.iff	object/tangible/ship/components/droid_interface/ddi_rendili_imperator_2.iff	object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk4.iff	object/tangible/ship/components/droid_interface/ddi_kse_elite_manager_1.iff	object/tangible/ship/components/droid_interface/ddi_moncal_elite.iff
object/tangible/ship/components/droid_interface/ddi_rss_imperial_1.iff	object/tangible/ship/components/droid_interface/ddi_qualdex_droid_interface_mk1.iff	object/tangible/ship/components/droid_interface/ddi_rss_imperial_2.iff	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk2.iff	object/tangible/ship/components/droid_interface/ddi_sfs_imperial_2.iff	object/tangible/ship/components/droid_interface/ddi_sds_enhanced_imperial_2.iff	object/tangible/ship/components/droid_interface/ddi_sds_imperial_3.iff	object/tangible/ship/components/droid_interface/ddi_sds_imperial_4.iff	object/tangible/ship/components/droid_interface/ddi_moncal_advanced_interface.iff	object/tangible/ship/components/droid_interface/ddi_novaldex_elite.iff
object/tangible/ship/components/droid_interface/ddi_sfs_imperial_1.iff	object/tangible/ship/components/droid_interface/ddi_rss_enhanced_imperial_1.iff	object/tangible/ship/components/droid_interface/ddi_sds_imperial_1.iff	object/tangible/ship/components/droid_interface/ddi_sorosuub_enhanced_rad_mk1.iff	object/tangible/ship/components/droid_interface/ddi_sorosuub_rad_mk2.iff	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk3.iff	object/tangible/ship/components/droid_interface/ddi_sfs_imperial_3.iff	object/tangible/ship/components/droid_interface/ddi_seinar_interface_mk4.iff	object/tangible/ship/components/droid_interface/ddi_novaldex_advanced_droid_interface.iff	object/tangible/ship/components/droid_interface/ddi_qualdex_elite.iff
