level1	level2	level3	level4	level5	level6	level7	level8	level9	level10
s	s	s	s	s	s	s	s	s	s
object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap1.iff	object/tangible/ship/components/weapon_capacitor/cap_corellian_tuned_cruiser_grade_cap1.iff	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap2.iff	object/tangible/ship/components/weapon_capacitor/cap_corellian_deluxe_cruiser_grade_cap2.iff	object/tangible/ship/components/weapon_capacitor/cap_corellian_standard.iff	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap3.iff	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap5.iff	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap9.iff	object/tangible/ship/components/weapon_capacitor/cap_corellian_cruiser_grade_cap10.iff	object/tangible/ship/components/weapon_capacitor/cap_corellian_elite.iff
object/tangible/ship/components/weapon_capacitor/cap_haor_chall_old_capacitor.iff	object/tangible/ship/components/weapon_capacitor/cap_cygnus_cygcap_a.iff	object/tangible/ship/components/weapon_capacitor/cap_cygnus_cygcap_b.iff	object/tangible/ship/components/weapon_capacitor/cap_gallofree_lt22.iff	object/tangible/ship/components/weapon_capacitor/cap_koensayr_mk3.iff	object/tangible/ship/components/weapon_capacitor/cap_koensayr_tuned_mk3.iff	object/tangible/ship/components/weapon_capacitor/cap_koensayr_mk4.iff	object/tangible/ship/components/weapon_capacitor/cap_koensayr_deluxe_mk4.iff	object/tangible/ship/components/weapon_capacitor/cap_kessel_imperial_rendili_hyperbattery.iff	object/tangible/ship/components/weapon_capacitor/cap_kessel_imperial_sds_imperial_finest.iff
object/tangible/ship/components/weapon_capacitor/cap_incom_rebel_mk1.iff	object/tangible/ship/components/weapon_capacitor/cap_incom_improved_rebel_mk1.iff	object/tangible/ship/components/weapon_capacitor/cap_freitek_xd2.iff	object/tangible/ship/components/weapon_capacitor/cap_huppla_pasa_tisc_old_capacitor.iff	object/tangible/ship/components/weapon_capacitor/cap_kse_mk3.iff	object/tangible/ship/components/weapon_capacitor/cap_kse_supercharged_mk3.iff	object/tangible/ship/components/weapon_capacitor/cap_kse_mk4.iff	object/tangible/ship/components/weapon_capacitor/cap_kse_limited_mk4.iff	object/tangible/ship/components/weapon_capacitor/cap_kessel_imperial_sfs_array.iff	object/tangible/ship/components/weapon_capacitor/cap_kessel_rebel_deepwell_k33_prototype.iff
object/tangible/ship/components/weapon_capacitor/cap_koensayr_light.iff	object/tangible/ship/components/weapon_capacitor/cap_koensayr_custom_light.iff	object/tangible/ship/components/weapon_capacitor/cap_incom_bjn825.iff	object/tangible/ship/components/weapon_capacitor/cap_incom_special_bjn825.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk3.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_improved_powermaster_mk3.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk4.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_rare_powermaster_mk4.iff	object/tangible/ship/components/weapon_capacitor/cap_kessel_rebel_armek_array.iff	object/tangible/ship/components/weapon_capacitor/cap_koensayr_elite_mk5.iff
object/tangible/ship/components/weapon_capacitor/cap_kse_mk1.iff	object/tangible/ship/components/weapon_capacitor/cap_kse_limited_mk1.iff	object/tangible/ship/components/weapon_capacitor/cap_koensayr_improved_light.iff	object/tangible/ship/components/weapon_capacitor/cap_koensayr_rare_mk2.iff	object/tangible/ship/components/weapon_capacitor/cap_moncal_heavy.iff	object/tangible/ship/components/weapon_capacitor/cap_mission_reward_imperial_rendili_k_class.iff	object/tangible/ship/components/weapon_capacitor/cap_moncal_advanced.iff	object/tangible/ship/components/weapon_capacitor/cap_moncal_enhanced_advanced.iff	object/tangible/ship/components/weapon_capacitor/cap_kessel_rebel_taim_hypercharger.iff	object/tangible/ship/components/weapon_capacitor/cap_kse_elite_mk5.iff
object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk1.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_special_powermaster_mk1.iff	object/tangible/ship/components/weapon_capacitor/cap_kse_mk2.iff	object/tangible/ship/components/weapon_capacitor/cap_kse_performance_mk2.iff	object/tangible/ship/components/weapon_capacitor/cap_novaldex_sarlacc_s3.iff	object/tangible/ship/components/weapon_capacitor/cap_mission_reward_neutral_sorosuub_v1.iff	object/tangible/ship/components/weapon_capacitor/cap_novaldex_deluxe_wampa_s1.iff	object/tangible/ship/components/weapon_capacitor/cap_novaldex_wampa_s2.iff	object/tangible/ship/components/weapon_capacitor/cap_koensayr_mk5.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_powersoak.iff
object/tangible/ship/components/weapon_capacitor/cap_moncal_light.iff	object/tangible/ship/components/weapon_capacitor/cap_moncal_charged_light.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk2.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_tuned_powermaster_mk2.iff	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx1.iff	object/tangible/ship/components/weapon_capacitor/cap_mission_reward_rebel_qualdex_battery_array.iff	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_q7.iff	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx4.iff	object/tangible/ship/components/weapon_capacitor/cap_kse_mk5.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_provider_p1.iff
object/tangible/ship/components/weapon_capacitor/cap_novaldex_small_capacitor.iff	object/tangible/ship/components/weapon_capacitor/cap_novaldex_sarlacc_s1.iff	object/tangible/ship/components/weapon_capacitor/cap_moncal_standard.iff	object/tangible/ship/components/weapon_capacitor/cap_moncal_modified_standard.iff	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_turbo.iff	object/tangible/ship/components/weapon_capacitor/cap_moncal_modified_heavy.iff	object/tangible/ship/components/weapon_capacitor/cap_qualdex_conservator_qx3.iff	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_dynamo_mk4.iff	object/tangible/ship/components/weapon_capacitor/cap_mandal_powermaster_mk5.iff	object/tangible/ship/components/weapon_capacitor/cap_moncal_deluxe_elite.iff
object/tangible/ship/components/weapon_capacitor/cap_qualdex_miser_light.iff	object/tangible/ship/components/weapon_capacitor/cap_qualdex_miser_standard.iff	object/tangible/ship/components/weapon_capacitor/cap_novaldex_experimental_sarlacc_s1.iff	object/tangible/ship/components/weapon_capacitor/cap_novaldex_sarlacc_s2.iff	object/tangible/ship/components/weapon_capacitor/cap_subpro_defiant_c1.iff	object/tangible/ship/components/weapon_capacitor/cap_novaldex_wampa_s1.iff	object/tangible/ship/components/weapon_capacitor/cap_sorosuub_tuned_dynamo_mk3.iff	object/tangible/ship/components/weapon_capacitor/cap_subpro_dauntless_z3.iff	object/tangible/ship/components/weapon_capacitor/cap_moncal_elite.iff	object/tangible/ship/components/weapon_capacitor/cap_novaldex_experimental.iff
