level1	level2	level3	level4	level5	level6	level7	level8	level9	level10
s	s	s	s	s	s	s	s	s	s
object/tangible/ship/components/reactor/rct_koensayr_supernova.iff	object/tangible/ship/components/reactor/rct_mandal_dxr2.iff	object/tangible/ship/components/reactor/rct_sfs_imperial_1.iff	object/tangible/ship/components/reactor/rct_cygnus_supercharged_mk2.iff	object/tangible/ship/components/reactor/rct_sds_imperial_1.iff	object/tangible/ship/components/reactor/rct_sfs_imperial_4.iff	object/tangible/ship/components/reactor/rct_mandal_dxr5.iff	object/tangible/ship/components/reactor/rct_sds_special_forces_1.iff	object/tangible/ship/components/reactor/rct_mandal_dx_advanced.iff	object/tangible/ship/components/reactor/rct_incom_elite.iff
object/tangible/ship/components/reactor/rct_incom_mark1.iff	object/tangible/ship/components/reactor/rct_cygnus_tuned_mk1.iff	object/tangible/ship/components/reactor/rct_cygnus_mk2.iff	object/tangible/ship/components/reactor/rct_freitek_improved_powerhouse_mk1.iff	object/tangible/ship/components/reactor/rct_sfs_imperial_3.iff	object/tangible/ship/components/reactor/rct_rss_x8.iff	object/tangible/ship/components/reactor/rct_rendili_type7.iff	object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk3.iff	object/tangible/ship/components/reactor/rct_kessel_imperial_sfs_special_forces.iff	object/tangible/ship/components/reactor/rct_mandalor_gorax_elite.iff
object/tangible/ship/components/reactor/rct_kse_lx11.iff	object/tangible/ship/components/reactor/rct_freitek_performance_level1.iff	object/tangible/ship/components/reactor/rct_incom_mark2.iff	object/tangible/ship/components/reactor/rct_incom_custom_mark2.iff	object/tangible/ship/components/reactor/rct_mandal_dxr4.iff	object/tangible/ship/components/reactor/rct_slayn_vortex_mk2.iff	object/tangible/ship/components/reactor/rct_rss_x12.iff	object/tangible/ship/components/reactor/rct_armek_super_collider.iff	object/tangible/ship/components/reactor/rct_kessel_imperial_kdy_powermaster.iff	object/tangible/ship/components/reactor/rct_sds_elite.iff
object/tangible/ship/components/reactor/rct_seinar_level1.iff	object/tangible/ship/components/reactor/rct_incom_improved_mark1.iff	object/tangible/ship/components/reactor/rct_koensayr_supernova_mk2.iff	object/tangible/ship/components/reactor/rct_koensayr_enhanced_supernova_mk2.iff	object/tangible/ship/components/reactor/rct_rendili_type5.iff	object/tangible/ship/components/reactor/rct_subpro_aurora.iff	object/tangible/ship/components/reactor/rct_sorosuub_turbine_3.iff	object/tangible/ship/components/reactor/rct_sfs_imperial_5.iff	object/tangible/ship/components/reactor/rct_mandalor_gorax.iff	object/tangible/ship/components/reactor/rct_kessel_imperial_sds_secret_ops.iff
object/tangible/ship/components/reactor/rct_tiefighter_basic.iff	object/tangible/ship/components/reactor/rct_seinar_enhanced_level1.iff	object/tangible/ship/components/reactor/rct_seinar_level2.iff	object/tangible/ship/components/reactor/rct_kse_rct_x.iff	object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk2.iff	object/tangible/ship/components/reactor/rct_unknown_distressed_aluminum.iff	object/tangible/ship/components/reactor/rct_subpro_aurora_max.iff	object/tangible/ship/components/reactor/rct_subpro_dyna2.iff	object/tangible/ship/components/reactor/rct_rss_advanced.iff	object/tangible/ship/components/reactor/rct_armek_phase_grinder.iff
object/tangible/ship/components/reactor/rct_z95_basic.iff	object/tangible/ship/components/reactor/rct_subpro_special_dyna2.iff	object/tangible/ship/components/reactor/rct_slayn_vortex_mk1.iff	object/tangible/ship/components/reactor/rct_watto_sunray_3.iff	object/tangible/ship/components/reactor/rct_incom_mark3.iff	object/tangible/ship/components/reactor/rct_unknown_multicore.iff	object/tangible/ship/components/reactor/rct_taim_experimental_s3.iff	object/tangible/ship/components/reactor/rct_taim_experimental_s2.iff	object/tangible/ship/components/reactor/rct_sfs_advanced.iff	object/tangible/ship/components/reactor/rct_corellian_modified_bt3.iff
object/tangible/ship/components/reactor/rct_subpro_dyna1.iff	object/tangible/ship/components/reactor/rct_koensayr_charged_supernova.iff	object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_1.iff	object/tangible/ship/components/reactor/rct_sfs_imperial_2.iff	object/tangible/ship/components/reactor/rct_koensayr_supernova_mk3.iff	object/tangible/ship/components/reactor/rct_moncal_overdriver_s2.iff	object/tangible/ship/components/reactor/rct_incom_mark4.iff	object/tangible/ship/components/reactor/rct_slayn_vortex_mk4.iff	object/tangible/ship/components/reactor/rct_cygnus_advanced.iff	object/tangible/ship/components/reactor/rct_corellian_modified_bt5.iff
object/tangible/ship/components/reactor/rct_cygnus_mk1.iff	object/tangible/ship/components/reactor/rct_kse_custom_lx11.iff	object/tangible/ship/components/reactor/rct_freitek_powerhouse_mk1.iff	object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_2.iff	object/tangible/ship/components/reactor/rct_seinar_level3.iff	object/tangible/ship/components/reactor/rct_unknown_proton_chamber.iff	object/tangible/ship/components/reactor/rct_koensayr_supernova_advanced.iff	object/tangible/ship/components/reactor/rct_kse_rct_z.iff	object/tangible/ship/components/reactor/rct_kse_supreme.iff	object/tangible/ship/components/reactor/rct_moncal_overdriver_s1.iff
object/tangible/ship/components/reactor/rct_mandal_dxr.iff	object/tangible/ship/components/reactor/rct_watto_sunray_2.iff	object/tangible/ship/components/reactor/rct_mandal_dxr3.iff		object/tangible/ship/components/reactor/rct_slayn_hypertron_2k.iff	object/tangible/ship/components/reactor/rct_taim_experimental_s1.iff	object/tangible/ship/components/reactor/rct_seinar_level4.iff	object/tangible/ship/components/reactor/rct_incom_mark5.iff	object/tangible/ship/components/reactor/rct_kessel_rebel_mandal_modified_gorax.iff	object/tangible/ship/components/reactor/rct_rendili_type_x_elite.iff
object/tangible/ship/components/reactor/rct_freitek_level1.iff		object/tangible/ship/components/reactor/rct_kse_lx21.iff		object/tangible/ship/components/reactor/rct_sorosuub_fusion_reactor_3.iff	object/tangible/ship/components/reactor/rct_krayt_neverdie.iff	object/tangible/ship/components/reactor/rct_slayn_vortex_mk3.iff	object/tangible/ship/components/reactor/rct_mandal_dxr6.iff	object/tangible/ship/components/reactor/rct_sorosuub_turbine_advanced.iff	object/tangible/ship/components/reactor/rct_sfs_elite.iff
								object/tangible/ship/components/reactor/rct_armek_ultra_collider.iff	object/tangible/ship/components/reactor/rct_slayn_hypertron_4k.iff
								object/tangible/ship/components/reactor/rct_incom_advanced.iff	
								object/tangible/ship/components/reactor/rct_kessel_rebel_incom_overdriven_elite.iff	
