level1	level2	level3	level4	level5	level6	level7	level8	level9	level10
s	s	s	s	s	s	s	s	s	s
object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s1.iff	object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s2.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x1.iff	object/tangible/ship/components/shield_generator/shd_cygnus_mk2.iff	object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s3.iff	object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_s6.iff	object/tangible/ship/components/shield_generator/shd_cygnus_mk4.iff	object/tangible/ship/components/shield_generator/shd_gallofree_defender_2.iff	object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_elite.iff	object/tangible/ship/components/shield_generator/shd_armek_plasma_shell_elite_2.iff
object/tangible/ship/components/shield_generator/shd_cygnus_mk1.iff	object/tangible/ship/components/shield_generator/shd_cygnus_special_mk1.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x2.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x7.iff	object/tangible/ship/components/shield_generator/shd_cygnus_improved_mk2.iff	object/tangible/ship/components/shield_generator/shd_cygnus_mk3.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_advanced.iff	object/tangible/ship/components/shield_generator/shd_incom_techscreen_1.iff	object/tangible/ship/components/shield_generator/shd_cygnus_mk5.iff	object/tangible/ship/components/shield_generator/shd_cygnus_elite.iff
object/tangible/ship/components/shield_generator/shd_dual_deflector_s1.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_r4.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x5.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x9.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_x12.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_z5.iff	object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m8.iff	object/tangible/ship/components/shield_generator/shd_koensayr_deflector_advanced.iff	object/tangible/ship/components/shield_generator/shd_incom_techscreen_2.iff	object/tangible/ship/components/shield_generator/shd_gallofree_defender_elite.iff
object/tangible/ship/components/shield_generator/shd_dual_deflector_s2.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_r7.iff	object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m2.iff	object/tangible/ship/components/shield_generator/shd_mandalor_flexshield_ks3.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_z1.iff	object/tangible/ship/components/shield_generator/shd_incom_rayshield_z7.iff	object/tangible/ship/components/shield_generator/shd_kse_mk5.iff	object/tangible/ship/components/shield_generator/shd_kse_mk6.iff	object/tangible/ship/components/shield_generator/shd_interlaced_graviton.iff	object/tangible/ship/components/shield_generator/shd_incom_techscreen_elite.iff
object/tangible/ship/components/shield_generator/shd_incom_mark2.iff	object/tangible/ship/components/shield_generator/shd_koensayr_improved_deflector_m1.iff	object/tangible/ship/components/shield_generator/shd_kse_military_mk2.iff	object/tangible/ship/components/shield_generator/shd_moncal.iff	object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m3.iff	object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m6.iff	object/tangible/ship/components/shield_generator/shd_mandal_flexshield_ks7.iff	object/tangible/ship/components/shield_generator/shd_mandal_flexshield_kx1.iff	object/tangible/ship/components/shield_generator/shd_kessel_imperial_cygnus_experimental_system.iff	object/tangible/ship/components/shield_generator/shd_kessel_imperial_sds_secret_ops.iff
object/tangible/ship/components/shield_generator/shd_incom_mark5.iff	object/tangible/ship/components/shield_generator/shd_kse_enhanced_military_mk1.iff	object/tangible/ship/components/shield_generator/shd_mandalor_flexshield_ks1.iff	object/tangible/ship/components/shield_generator/shd_rendili.iff	object/tangible/ship/components/shield_generator/shd_kse_mk3.iff	object/tangible/ship/components/shield_generator/shd_kse_mk4.iff	object/tangible/ship/components/shield_generator/shd_moncal_ionweb_heavy.iff	object/tangible/ship/components/shield_generator/shd_moncal_ionweb_advanced.iff	object/tangible/ship/components/shield_generator/shd_kessel_imperial_sfs_megapolyweb.iff	object/tangible/ship/components/shield_generator/shd_kessel_rebel_sorosuub_ion_mesh_projection.iff
object/tangible/ship/components/shield_generator/shd_incom_mark9.iff	object/tangible/ship/components/shield_generator/shd_mandal_double_protector_mk1.iff	object/tangible/ship/components/shield_generator/shd_moncal_deluxe_ionweb_b.iff	object/tangible/ship/components/shield_generator/shd_sfs_imperial_deluxe_standard.iff	object/tangible/ship/components/shield_generator/shd_mandal_flexshield_ks5.iff	object/tangible/ship/components/shield_generator/shd_mandal_flexshield_ks25.iff	object/tangible/ship/components/shield_generator/shd_phased_fullerine_fx27.iff	object/tangible/ship/components/shield_generator/shd_phased_fullerine_fx92.iff	object/tangible/ship/components/shield_generator/shd_kessel_rebel_incom_rayshield_overdriver.iff	object/tangible/ship/components/shield_generator/shd_koensayr_deflector_elite.iff
object/tangible/ship/components/shield_generator/shd_koensayr_deflector_m1.iff	object/tangible/ship/components/shield_generator/shd_moncal_deluxe_ionweb_a.iff	object/tangible/ship/components/shield_generator/shd_seinar_experimental_a1.iff	object/tangible/ship/components/shield_generator/shd_sfs_imperial_standard.iff	object/tangible/ship/components/shield_generator/shd_mandalor_flexshield_ks18.iff	object/tangible/ship/components/shield_generator/shd_phased_fullerine_fx12.iff	object/tangible/ship/components/shield_generator/shd_sfs_imperial_special_forces.iff	object/tangible/ship/components/shield_generator/shd_sfs_polyweb_4.iff	object/tangible/ship/components/shield_generator/shd_kessel_rebel_unknown_proton_interweave_system.iff	object/tangible/ship/components/shield_generator/shd_kse_elite.iff
object/tangible/ship/components/shield_generator/shd_kse_military_mk1.iff	object/tangible/ship/components/shield_generator/shd_seinar_proton_screen_p1.iff	object/tangible/ship/components/shield_generator/shd_seinar_reflector_elite.iff	object/tangible/ship/components/shield_generator/shd_taim_standard.iff	object/tangible/ship/components/shield_generator/shd_sfs_imperial_heavy.iff	object/tangible/ship/components/shield_generator/shd_sfs_advanced.iff	object/tangible/ship/components/shield_generator/shd_sfs_modified_imperial_special_forces.iff	object/tangible/ship/components/shield_generator/shd_sfs_polyweb_6.iff	object/tangible/ship/components/shield_generator/shd_koensayr_modified_deflector_advanced.iff	object/tangible/ship/components/shield_generator/shd_moncal_ionweb_elite_2.iff
object/tangible/ship/components/shield_generator/shd_mandal_protector_mk1.iff	object/tangible/ship/components/shield_generator/shd_seinar_proton_screen_p6.iff	object/tangible/ship/components/shield_generator/shd_seinar_reflector_standard.iff		object/tangible/ship/components/shield_generator/shd_sfs_modified_imperial_heavy.iff	object/tangible/ship/components/shield_generator/shd_sfs_limited_advanced.iff	object/tangible/ship/components/shield_generator/shd_taim_heavy.iff	object/tangible/ship/components/shield_generator/shd_taim_advanced.iff	object/tangible/ship/components/shield_generator/shd_kse_mk7.iff	object/tangible/ship/components/shield_generator/shd_sfs_custom_polyweb_elite.iff
object/tangible/ship/components/shield_generator/shd_moncal_ionweb_a.iff	object/tangible/ship/components/shield_generator/shd_unknown_proton_projector.iff	object/tangible/ship/components/shield_generator/shd_unknown_holosteel_x1.iff			object/tangible/ship/components/shield_generator/shd_esp_reactive.iff			object/tangible/ship/components/shield_generator/shd_moncal_ionweb_elite.iff	object/tangible/ship/components/shield_generator/shd_sfs_polyweb_elite.iff
object/tangible/ship/components/shield_generator/shd_seinar_gx3.iff		object/tangible/ship/components/shield_generator/shd_unknown_holosteel_x2.iff						object/tangible/ship/components/shield_generator/shd_sfs_modified_polyweb_advanced.iff	object/tangible/ship/components/shield_generator/shd_taim_elite.iff
object/tangible/ship/components/shield_generator/shd_seinar_gx7.iff								object/tangible/ship/components/shield_generator/shd_sfs_polyweb_advanced.iff	
object/tangible/ship/components/shield_generator/shd_seinar_gx_elite.iff								object/tangible/ship/components/shield_generator/shd_taim_enhanced_advanced.iff	
