level1	level2	level3	level4	level5	level6	level7	level8	level9	level10
s	s	s	s	s	s	s	s	s	s
object/tangible/ship/components/booster/bst_corellian_tjh3.iff	object/tangible/ship/components/booster/bst_corellian_experimental_tjh3.iff	object/tangible/ship/components/booster/bst_corellian_standard_thrust_enhancer.iff	object/tangible/ship/components/booster/bst_corellian_promotional_standard_thrust_enhancer.iff	object/tangible/ship/components/booster/bst_corellian_heavy_thrust_enhancer.iff	object/tangible/ship/components/booster/bst_corellian_tuned_heavy_thrust_enhancer.iff	object/tangible/ship/components/booster/bst_corellian_advanced_thrust_enhancer.iff	object/tangible/ship/components/booster/bst_corellian_performance_advanced_thrust_enhancer.iff	object/tangible/ship/components/booster/bst_corellian_elite_thrust_enhancer.iff	object/tangible/ship/components/booster/bst_corellian_highly_modified_elite_thrust_enhancer.iff
object/tangible/ship/components/booster/bst_gallofree_light.iff	object/tangible/ship/components/booster/bst_cygnus_flashboost3.iff	object/tangible/ship/components/booster/bst_cygnus_flashboost4.iff	object/tangible/ship/components/booster/bst_incom_enhanced_mynock.iff	object/tangible/ship/components/booster/bst_incom_intimidator_mk3.iff	object/tangible/ship/components/booster/bst_incom_supercharged_vynock.iff	object/tangible/ship/components/booster/bst_incom_fynock.iff	object/tangible/ship/components/booster/bst_incom_deluxe_fynock.iff	object/tangible/ship/components/booster/bst_incom_sls_1.iff	object/tangible/ship/components/booster/bst_incom_elite_sls_1.iff
object/tangible/ship/components/booster/bst_incom_intimidator_mk1.iff	object/tangible/ship/components/booster/bst_freitek_outrunner_x1.iff	object/tangible/ship/components/booster/bst_incom_intimidator_mk2.iff	object/tangible/ship/components/booster/bst_kde_br12.iff	object/tangible/ship/components/booster/bst_incom_vynock.iff	object/tangible/ship/components/booster/bst_koensayr_modified_heavy.iff	object/tangible/ship/components/booster/bst_incom_intimidator_mk4.iff	object/tangible/ship/components/booster/bst_koensayr_charged_advanced.iff	object/tangible/ship/components/booster/bst_koensayr_elite.iff	object/tangible/ship/components/booster/bst_koensayr_deluxe_elite.iff
object/tangible/ship/components/booster/bst_incom_nkj31.iff	object/tangible/ship/components/booster/bst_incom_performance_nkj31.iff	object/tangible/ship/components/booster/bst_incom_mynock.iff	object/tangible/ship/components/booster/bst_koensayr_improved_standard.iff	object/tangible/ship/components/booster/bst_koensayr_heavy.iff	object/tangible/ship/components/booster/bst_kse_enhanced_bti2.iff	object/tangible/ship/components/booster/bst_koensayr_advanced.iff	object/tangible/ship/components/booster/bst_kse_deluxe_bti3.iff	object/tangible/ship/components/booster/bst_koensayr_racer_mk3.iff	object/tangible/ship/components/booster/bst_koensayr_racer_mk4.iff
object/tangible/ship/components/booster/bst_koensayr_evh12.iff	object/tangible/ship/components/booster/bst_koensayr_special_evh12.iff	object/tangible/ship/components/booster/bst_koensayr_standard.iff	object/tangible/ship/components/booster/bst_kse_performance_bti1.iff	object/tangible/ship/components/booster/bst_koensayr_racer_mk1.iff	object/tangible/ship/components/booster/bst_mandal_improved_jbj_mk3.iff	object/tangible/ship/components/booster/bst_koensayr_racer_mk2.iff	object/tangible/ship/components/booster/bst_kuat_military_mk3.iff	object/tangible/ship/components/booster/bst_kse_als_1.iff	object/tangible/ship/components/booster/bst_kse_elite_als_1.iff
object/tangible/ship/components/booster/bst_kse_cb6.iff	object/tangible/ship/components/booster/bst_kse_performance_cb6.iff	object/tangible/ship/components/booster/bst_kse_bti1.iff	object/tangible/ship/components/booster/bst_kuat_military_mk2.iff	object/tangible/ship/components/booster/bst_kse_bti2.iff	object/tangible/ship/components/booster/bst_moncal_charged_heavy.iff	object/tangible/ship/components/booster/bst_kse_bti3.iff	object/tangible/ship/components/booster/bst_mandal_deluxe_jbj_mk4.iff	object/tangible/ship/components/booster/bst_mandal_jbj_mk5.iff	object/tangible/ship/components/booster/bst_kuat_military_mk4.iff
object/tangible/ship/components/booster/bst_kuat_military_mk1.iff	object/tangible/ship/components/booster/bst_mandal_enhanced_jbj_mk1.iff	object/tangible/ship/components/booster/bst_mandal_jbj_mk2.iff	object/tangible/ship/components/booster/bst_mandal_modified_jbj_mk2.iff	object/tangible/ship/components/booster/bst_mandal_jbj_mk3.iff	object/tangible/ship/components/booster/bst_sorosuub_supercharged_liberator_mk3.iff	object/tangible/ship/components/booster/bst_mandal_jbj_mk4.iff	object/tangible/ship/components/booster/bst_moncal_rare_advanced.iff	object/tangible/ship/components/booster/bst_moncal_elite.iff	object/tangible/ship/components/booster/bst_mandal_limited_jbj_mk5.iff
object/tangible/ship/components/booster/bst_mandal_jbj_mk1.iff	object/tangible/ship/components/booster/bst_moncal_limited_jlc37.iff	object/tangible/ship/components/booster/bst_moncal_standard.iff	object/tangible/ship/components/booster/bst_moncal_deluxe_standard.iff	object/tangible/ship/components/booster/bst_moncal_heavy.iff	object/tangible/ship/components/booster/bst_subpro_deluxe_accelatron_mk3.iff	object/tangible/ship/components/booster/bst_moncal_advanced.iff	object/tangible/ship/components/booster/bst_sorosuub_enhanced_liberator_mk4.iff	object/tangible/ship/components/booster/bst_novaldex_pulsar_advanced.iff	object/tangible/ship/components/booster/bst_moncal_enhanced_elite.iff
object/tangible/ship/components/booster/bst_moncal_jlc37.iff	object/tangible/ship/components/booster/bst_qualdex_xboost_mk1.iff	object/tangible/ship/components/booster/bst_sap_imperial_2.iff	object/tangible/ship/components/booster/bst_qualdex_xboost_mk2.iff	object/tangible/ship/components/booster/bst_novaldex_pulsar.iff	object/tangible/ship/components/booster/bst_surronian_accelerator_mk1.iff	object/tangible/ship/components/booster/bst_novaldex_quasar.iff	object/tangible/ship/components/booster/bst_subpro_modified_accelatron_mk4.iff	object/tangible/ship/components/booster/bst_sorosuub_liberator_mk5.iff	object/tangible/ship/components/booster/bst_novaldex_quasar_advanced.iff
