objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-1931833949	0	object/tangible/collection/rare_heavy_malevolent_flamethrower.iff	0	3941.72	58.0055	3075.22	0.355349	0.576399	0.611682	0.40907	systems.collections.consume_click	collection.slotName|4|col_rare_heavy_01:malevolent_flamethrower_01|$|
-1599209603	0	object/tangible/collection/rare_carbine_hk_47.iff	0	1884.59	97.6011	1940.41	1	0	0	0	systems.collections.consume_click	collection.slotName|4|col_rare_carbine_01:hk_47_01|$|
-895767457	0	object/tangible/collection/rare_heavy_republic_flame_thrower.iff	0	962.641	139.899	995.31	0.118212	-0.229185	0.805875	0.532978	systems.collections.consume_click	collection.slotName|4|col_rare_heavy_01:republic_flame_thrower_01|$|
-516459081	0	object/tangible/collection/rare_carbine_hk_47.iff	0	1674.34	216.4	1850.35	0.347923	-0.615422	0.615912	-0.347646	systems.collections.consume_click	collection.slotName|4|col_rare_carbine_01:hk_47_01|$|
-314693942	0	object/tangible/collection/rare_carbine_sfor.iff	0	399.777	146.545	2368.16	0.792868	-0.597126	0.120499	-0.0167376	systems.collections.consume_click	collection.slotName|4|col_rare_carbine_02:sfor_01|$|
-172134759	0	object/tangible/collection/rare_carbine_malevolent_bowcaster.iff	0	1850.73	84.5656	3868.5	-0.35942	-0.566084	0.648945	0.359494	systems.collections.consume_click	collection.slotName|4|col_rare_carbine_02:malevolent_bowcaster_01|$|
-55120000	0	object/tangible/ground_spawning/area_spawner.iff	0	597.109	103.608	771.617	-0.0484571	0	0.998825	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|601.000000|fltMinSpawnTime|2|600.000000|fltRadius|2|20.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|5|intSpawnSystem|0|1|registerWithController|0|1|strName|4|field_miner_01|strSpawnerType|4|area|strSpawns|4|mustafar/mustafarian_miner|$|
-55119999	0	object/tangible/ground_spawning/area_spawner.iff	0	1912.87	97.1918	3722.67	-0.620285	0	0.784376	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|601.000000|fltMinSpawnTime|2|600.000000|fltRadius|2|15.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|nesting_grounds_tulrus_matriarch_01|strSpawnerType|4|area|strSpawns|4|mustafar/nesting_grounds_tulrus_matriarch|$|
-55119998	0	object/tangible/ground_spawning/area_spawner.iff	0	1588.72	110.204	3670.62	0.784373	0	0.62029	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|601.000000|fltMinSpawnTime|2|600.000000|fltRadius|2|15.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|3|intSpawnSystem|0|1|registerWithController|0|1|strName|4|nesting_grounds_tulrus_matriarch_02|strSpawnerType|4|area|strSpawns|4|mustafar/nesting_grounds_tulrus_matriarch|$|
