server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
h	i	f	f	f	f	f	f	f	s	p
object/tangible/dungeon/mustafar/volcano_battlefield/volcano_battlefield_controller.iff	0	647.941	74.7399	448.941	1	0	0	0		$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	635.054	74.9744	680.052	1	0	0	0		battlePoint|4|finalPoint|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	389.646	74.8142	648.353	1	0	0	0		battlePoint|4|zoneIn|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	385.032	74.766	512.445	1	0	0	0		battlePoint|4|firstPoint|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	434.928	74.7924	468.502	1	0	0	0		battlePoint|4|firstPathPoint|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	454.53	74.7338	399.987	1	0	0	0		battlePoint|4|secondPoint|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	516.608	74.6883	415.536	1	0	0	0		battlePoint|4|secondPathPoint|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	536.664	74.7673	533.382	1	0	0	0		battlePoint|4|thirdPoint|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	538.943	74.7163	585.989	1	0	0	0		battlePoint|4|thirdPathPoint|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	506.712	74.6705	649.509	1	0	0	0		battlePoint|4|fourthPathPoint|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	528.992	74.7761	692.472	1	0	0	0		battlePoint|4|fourthPoint|ignoreInBuildoutArray|0|1|registerWithController|0|1|$|
