crafted_object_template	schematic_name	weapon_level	secondary_restriction	species_restriction	tier_granted	dan_said_so
s	c	i	s	"e(SPECIES_ANY=-1,SPECIES_HUMAN=0,SPECIES_RODIAN=1,SPECIES_TRANDOSHAN=2,SPECIES_MON_CALAMARI=3,SPECIES_WOOKIEE=4,SPECIES_BOTHAN=5,SPECIES_TWILEK=6,SPECIES_ZABRAK=7,SPECIES_SULLUSTAN=49,SPECIES_ITHORIAN=33)[SPECIES_ANY]"	c	c
object/weapon/melee/axe/axe_heavy_duty.iff	axe	1			1	
object/weapon/melee/knife/knife_dagger.iff	knife_twilek_dagger	1			1	
object/weapon/melee/knife/knife_donkuwah.iff	knife_donkuwah	1			1	
object/weapon/melee/knife/knife_janta.iff	knife_janta	1			1	
object/weapon/melee/knife/knife_stone.iff	knife_stone	1			1	
object/weapon/melee/knife/knife_survival.iff	knife_survival	1			1	
object/weapon/melee/polearm/lance_staff_wood_s1.iff	staff	1			1	
object/weapon/ranged/carbine/carbine_cdef.iff	carbine_blaster_cdef	1			1	
object/weapon/ranged/carbine/carbine_cdef.iff	carbine_quest_smuggler_underslung	1			1	
object/weapon/ranged/carbine/carbine_cdef_corsec.iff	carbine_blaster_cdef_corsec	1			1	
object/weapon/ranged/grenade/grenade_fragmentation_light.iff	fragmentation_light	1			1	
object/weapon/ranged/pistol/pistol_cdef.iff	pistol_blaster_cdef	1			1	
object/weapon/ranged/pistol/pistol_cdef_corsec.iff	pistol_blaster_cdef_corsec	1			1	
object/weapon/ranged/rifle/rifle_bowcaster.iff	rifle_bowcaster	1		SPECIES_WOOKIEE	1	
object/weapon/ranged/rifle/rifle_cdef.iff	rifle_blaster_cdef	1			1
object/weapon/ranged/rifle/rifle_faux_bowcaster.iff	rifle_faux_bowcaster	1			1
object/weapon/ranged/rifle/rifle_quest_rebel_longrifle.iff	rifle_quest_rebel_longrifle	1			1
object/weapon/melee/2h_sword/2h_sword_battleaxe.iff	battleaxe	16			3
object/weapon/melee/2h_sword/2h_sword_battleaxe_quest.iff	battleaxe_quest	16			3
object/weapon/melee/2h_sword/quest_2h_sword_battleaxe.iff	quest_battleaxe	16			3
object/weapon/melee/polearm/lance_staff_janta.iff	staff_janta	16			3
object/weapon/melee/polearm/lance_staff_wood_s2.iff	staff_reinforced	16			3
object/weapon/melee/sword/sword_01.iff	sword	16			3
object/weapon/ranged/carbine/carbine_dh17.iff	rifle_light_blaster_dh17_carbine	16			3
object/weapon/ranged/carbine/carbine_dh17_black.iff	rifle_light_blaster_dh17_carbine_black	16			3
object/weapon/ranged/pistol/pistol_d18.iff	pistol_blaster_d18	16			3
