db_id	templateFilename
s	s
hair_human_male_s01	object/tangible/hair/human/hair_human_male_s01.iff
hair_human_male_s02	object/tangible/hair/human/hair_human_male_s02.iff
hair_human_male_s05	object/tangible/hair/human/hair_human_male_s05.iff
hair_human_male_s08	object/tangible/hair/human/hair_human_male_s08.iff
hair_human_male_s09	object/tangible/hair/human/hair_human_male_s09.iff
hair_human_male_s10	object/tangible/hair/human/hair_human_male_s10.iff
hair_human_male_s11	object/tangible/hair/human/hair_human_male_s11.iff
hair_human_male_s12	object/tangible/hair/human/hair_human_male_s12.iff
hair_human_male_s13	object/tangible/hair/human/hair_human_male_s13.iff
hair_human_male_s14	object/tangible/hair/human/hair_human_male_s14.iff
hair_human_male_s15	object/tangible/hair/human/hair_human_male_s15.iff
hair_human_male_s16	object/tangible/hair/human/hair_human_male_s16.iff
hair_human_male_s17	object/tangible/hair/human/hair_human_male_s17.iff
hair_human_male_s18	object/tangible/hair/human/hair_human_male_s18.iff
hair_human_male_s19	object/tangible/hair/human/hair_human_male_s19.iff
hair_human_male_s20	object/tangible/hair/human/hair_human_male_s20.iff
hair_human_male_s21	object/tangible/hair/human/hair_human_male_s21.iff
hair_human_male_s22	object/tangible/hair/human/hair_human_male_s22.iff
hair_human_male_s23	object/tangible/hair/human/hair_human_male_s23.iff
hair_human_male_s24	object/tangible/hair/human/hair_human_male_s24.iff
hair_human_male_s25	object/tangible/hair/human/hair_human_male_s25.iff
hair_human_male_s26	object/tangible/hair/human/hair_human_male_s26.iff
hair_human_male_s27	object/tangible/hair/human/hair_human_male_s27.iff
hair_human_male_s28	object/tangible/hair/human/hair_human_male_s28.iff
hair_human_male_s29	object/tangible/hair/human/hair_human_male_s29.iff
hair_human_male_s30	object/tangible/hair/human/hair_human_male_s30.iff
