db_id	templateFilename
s	s
hair_trandoshan_female_s01	object/tangible/hair/trandoshan/hair_trandoshan_female_s01.iff
hair_trandoshan_female_s02	object/tangible/hair/trandoshan/hair_trandoshan_female_s02.iff
hair_trandoshan_female_s03	object/tangible/hair/trandoshan/hair_trandoshan_female_s03.iff
hair_trandoshan_female_s05	object/tangible/hair/trandoshan/hair_trandoshan_female_s05.iff
hair_trandoshan_female_s07	object/tangible/hair/trandoshan/hair_trandoshan_female_s07.iff
hair_trandoshan_female_s08	object/tangible/hair/trandoshan/hair_trandoshan_female_s08.iff
hair_trandoshan_female_s09	object/tangible/hair/trandoshan/hair_trandoshan_female_s09.iff
hair_trandoshan_female_s10	object/tangible/hair/trandoshan/hair_trandoshan_female_s10.iff
hair_trandoshan_female_s11	object/tangible/hair/trandoshan/hair_trandoshan_female_s11.iff
hair_trandoshan_female_s12	object/tangible/hair/trandoshan/hair_trandoshan_female_s12.iff
hair_trandoshan_female_s13	object/tangible/hair/trandoshan/hair_trandoshan_female_s13.iff
