db_id	templateFilename
s	s
hair_zabrak_female_s01	object/tangible/hair/zabrak/hair_zabrak_female_s01.iff
hair_zabrak_female_s02	object/tangible/hair/zabrak/hair_zabrak_female_s02.iff
hair_zabrak_female_s03	object/tangible/hair/zabrak/hair_zabrak_female_s03.iff
hair_zabrak_female_s04	object/tangible/hair/zabrak/hair_zabrak_female_s04.iff
hair_zabrak_female_s05	object/tangible/hair/zabrak/hair_zabrak_female_s05.iff
hair_zabrak_female_s06	object/tangible/hair/zabrak/hair_zabrak_female_s06.iff
hair_zabrak_female_s07	object/tangible/hair/zabrak/hair_zabrak_female_s07.iff
hair_zabrak_female_s08	object/tangible/hair/zabrak/hair_zabrak_female_s08.iff
hair_zabrak_female_s09	object/tangible/hair/zabrak/hair_zabrak_female_s09.iff
hair_zabrak_female_s10	object/tangible/hair/zabrak/hair_zabrak_female_s10.iff
hair_zabrak_female_s11	object/tangible/hair/zabrak/hair_zabrak_female_s11.iff
hair_zabrak_female_s12	object/tangible/hair/zabrak/hair_zabrak_female_s12.iff
hair_zabrak_female_s13	object/tangible/hair/zabrak/hair_zabrak_female_s13.iff
hair_zabrak_female_s14	object/tangible/hair/zabrak/hair_zabrak_female_s14.iff
hair_zabrak_female_s15	object/tangible/hair/zabrak/hair_zabrak_female_s15.iff
hair_zabrak_female_s16	object/tangible/hair/zabrak/hair_zabrak_female_s16.iff
hair_zabrak_female_s17	object/tangible/hair/zabrak/hair_zabrak_female_s17.iff
hair_zabrak_female_s18	object/tangible/hair/zabrak/hair_zabrak_female_s18.iff
hair_zabrak_female_s19	object/tangible/hair/zabrak/hair_zabrak_female_s19.iff
hair_zabrak_female_s20	object/tangible/hair/zabrak/hair_zabrak_female_s20.iff
