beastType	hashBeastType	template	mountTemplate	palette_length	minScale	maxScale	hue	special_attack_family	attribute_bonus_class	notes
s[required]	h	s[required]	s	i[52]	f[1]	f[1]	i	s[predatory_cat]	"e(DEFENSE=0,DAMAGE=1,DODGE=2,BLOCK=3,NINJA=4,ARMOR_BREAK=5)[DEFENSE]"	s
bm_angler	bm_angler	bm_angler.iff			0.2	0.6	2	spider	DODGE	
bm_bageraset	bm_bageraset	bm_bageraset.iff			0.2	0.6	2	camel	BLOCK	
bm_bantha	bm_bantha	bm_bantha.iff	bio_engineered_bantha		0.2	0.6	2	bull	DEFENSE	
bm_bark_mite	bm_bark_mite	bm_bark_mite.iff			0.75	2	2	roach	DAMAGE	
bm_bearded_jax	bm_bearded_jax	bm_bearded_jax.iff		116	0.75	1.5	2	predatory_cat	DODGE	
bm_blistmok	bm_blistmok	bm_blistmok.iff		84	0.3	0.9	2	raptor	DODGE	
bm_blurrg	bm_blurrg	bm_blurrg.iff	blurrg_mount		0.4	1	2	raptor	DAMAGE	
bm_boar_wolf	bm_boar_wolf	bm_boar_wolf.iff			0.75	1.35	2	pig	DEFENSE	
bm_bocatt	bm_bocatt	bm_bocatt.iff			0.5	1.2	2	lizard	DEFENSE	
bm_bol	bm_bol	bm_bol.iff	bio_engineered_bol		0.35	0.7	2	bull	DEFENSE	
bm_bolle_bol	bm_bolle_bol	bm_bolle_bol.iff			0.35	0.75	2	giraffe	DEFENSE	
bm_bolma	bm_bolma	bm_bolma.iff			0.35	0.7	2	bull	BLOCK	
bm_bolotaur	bm_bolotaur	bm_bolotaur.iff	ep3_mount_bolotaur		0.3	0.7	2	lizard	BLOCK	
bm_bordok	bm_bordok	bm_bordok.iff			0.4	1	2	horse	NINJA	
bm_borgle	bm_borgle	bm_borgle.iff			0.4	1.1	2	bat	DODGE
bm_brackaset	bm_brackaset	bm_brackaset.iff	bio_engineered_brackaset		0.25	0.6	2	camel	DEFENSE
bm_capper_spineflap	bm_capper_spineflap	bm_capper_spineflap.iff			0.75	1.5	2	moth	DAMAGE
bm_carrion_spat	bm_carrion_spat	bm_carrion_spat.iff	bio_engineered_carrion_spat		0.3	1	2	moth	NINJA
bm_choku	bm_choku	bm_choku.iff			0.8	1.45	2	wolf	DAMAGE
bm_chuba	bm_chuba	bm_chuba.iff			0.78	2.25	2	frog	DODGE
bm_condor_dragon	bm_condor_dragon	bm_condor_dragon.iff			0.25	0.6	2	griffon	DODGE
bm_corellian_butterfly	bm_corellian_butterfly	bm_corellian_butterfly.iff			0.75	1.5	2	moth	DODGE
bm_corellian_sand_panther	bm_corellian_sand_panther	bm_corellian_sand_panther.iff			0.4	1.2	2	predatory_cat	DAMAGE
bm_corellian_slice_hound	bm_corellian_slice_hound	bm_corellian_slice_hound.iff			0.6	1.6	2	wolf	DAMAGE
bm_crystal_snake	bm_crystal_snake	bm_crystal_snake.iff			0.25	0.75	2	snake	NINJA
bm_cu_pa	bm_cu_pa	bm_cu_pa.iff	bio_engineered_cu_pa		0.5	1	2	raptor	DODGE
bm_dalyrake	bm_dalyrake	bm_dalyrake.iff			0.5	1.2	2	mantis	DAMAGE
bm_dewback	bm_dewback	bm_dewback.iff	bio_engineered_dewback		0.3	0.6	2	bull	DEFENSE
bm_dune_lizard	bm_dune_lizard	bm_dune_lizard.iff			0.5	1.5	2	lizard	DAMAGE
bm_durni	bm_durni	bm_durni.iff			0.6	1.2	2	rabbit	DODGE
bm_dwarf_nuna	bm_dwarf_nuna	bm_dwarf_nuna.iff			1	1.7	2	turkey	DODGE
bm_eopie	bm_eopie	bm_eopie.iff	eopie_mount		0.2	0.6	2	camel	BLOCK
bm_falumpaset	bm_falumpaset	bm_falumpaset.iff	bio_engineered_falumpaset		0.3	0.6	2	camel	BLOCK
bm_fambaa	bm_fambaa	bm_fambaa.iff			0.08	0.24	2	fambaa	BLOCK
bm_fanned_rawl	bm_fanned_rawl	bm_fanned_rawl.iff			0.25	0.75	2	snake	NINJA
bm_flewt	bm_flewt	bm_flewt.iff			0.75	1.5	2	moth	DAMAGE
bm_flit	bm_flit	bm_flit.iff			0.6	1.5	2	avian	DAMAGE
bm_fynock	bm_fynock	bm_fynock.iff			0.6	1.2	2	mynock	DODGE
bm_gackle_bat	bm_gackle_bat	bm_gackle_bat.iff			0.65	1.2	2	bat	NINJA
bm_gaping_spider	bm_gaping_spider	bm_gaping_spider.iff			0.2	0.6	2	spider	DODGE
bm_gnort	bm_gnort	bm_gnort.iff			0.75	1.9	2	frog	DODGE
bm_graul	bm_graul	bm_graul.iff	graul_mount		0.2	0.5	2	elephant	BLOCK
bm_gronda	bm_gronda	bm_gronda.iff			0.3	0.75	2	elephant	BLOCK
bm_gualama	bm_gualama	bm_gualama.iff			0.35	0.9	2	horse	DEFENSE
bm_gubbur	bm_gubbur	bm_gubbur.iff			1	2.7	2	frog	DODGE
bm_guf_drolg	bm_guf_drolg	bm_guf_drolg.iff			0.3	0.7	2	bull	DAMAGE
bm_gulginaw	bm_gulginaw	bm_gulginaw.iff			0.25	0.6	2	griffon	NINJA	
bm_gurk	bm_gurk	bm_gurk.iff			0.5	1.1	2	gorilla	DAMAGE	
bm_gurnaset	bm_gurnaset	bm_gurnaset.iff			0.25	0.6	2	camel	DEFENSE	
bm_gurreck	bm_gurreck	bm_gurreck.iff			0.4	1.2	2	predatory_cat	DAMAGE	
bm_hanadak	bm_hanadak	bm_hanadak.iff			0.5	1.1	2	gorilla	DAMAGE	
bm_hermit_spider	bm_hermit_spider	bm_hermit_spider.iff			0.2	0.6	2	spider	DODGE	
bm_horned_krevol	bm_horned_krevol	bm_horned_krevol.iff			1	2	2	roach	NINJA	
bm_horned_rasp	bm_horned_rasp	bm_horned_rasp.iff			2	6	2	avian	DAMAGE	too high
bm_huf_dun	bm_huf_dun	bm_huf_dun.iff			0.08	0.24	2	fambaa	DEFENSE	
bm_huurton	bm_huurton	bm_huurton.iff			0.75	1.5	2	wolf	NINJA	
bm_ikopi	bm_ikopi	bm_ikopi.iff			0.4	1.2	2	goat	ARMOR_BREAK	
bm_jundak	bm_jundak	bm_jundak.iff		84	0.25	0.7	2	wolf	NINJA	
bm_kaadu	bm_kaadu	bm_kaadu.iff	bio_engineered_kaadu		0.35	1	2	raptor	NINJA	
bm_kai_tok	bm_kai_tok	bm_kai_tok.iff			0.25	0.45	2	griffon	NINJA	
bm_kashyyyk_bantha	bm_kashyyyk_bantha	bm_kashyyyk_bantha.iff	ep3_mount_kashyyyk_bantha		0.3	0.8	2	elephant	BLOCK	
bm_kima	bm_kima	bm_kima.iff		116	0.9	1.5	2	predatory_cat	DAMAGE	
bm_kimogila	bm_kimogila	bm_kimogila.iff			0.1	0.3	2	lizard	DAMAGE
bm_kliknik	bm_kliknik	bm_kliknik.iff			0.4	1.2	2	mantis	DAMAGE
bm_krahbu	bm_krahbu	bm_krahbu.iff			0.3	0.75	2	horse	DEFENSE
bm_kubaza_beetle	bm_kubaza_beetle	bm_kubaza_beetle.iff			0.5	1.5	2	roach	NINJA
bm_kusak	bm_kusak	bm_kusak.iff			0.6	1.7	2	wolf	NINJA
bm_kwi	bm_kwi	bm_kwi.iff	kwi_mount		0.4	1.2	2	raptor	ARMOR_BREAK
bm_langlatch	bm_langlatch	bm_langlatch.iff		116	1.25	2.25	2	predatory_cat	NINJA
bm_lantern_bird	bm_lantern_bird	bm_lantern_bird.iff			0.15	0.45	2	avian	DODGE
bm_lava_flea	bm_lava_flea	bm_lava_flea.iff		84	0.25	0.6	2	roach	NINJA
bm_malkloc	bm_malkloc	bm_malkloc.iff			0.08	0.24	2	fambaa	DEFENSE
bm_mamien	bm_mamien	bm_mamien.iff			0.5	1.1	2	monkey	DAMAGE
bm_mawgax	bm_mawgax	bm_mawgax.iff			0.3	0.9	2	raptor	NINJA
bm_merek	bm_merek	bm_merek.iff			0.5	1.2	2	mantis	DAMAGE
bm_mott	bm_mott	bm_mott.iff			0.6	1.5	2	pig	DEFENSE
bm_murra	bm_murra	bm_murra.iff			0.4	1	2	goat	ARMOR_BREAK
bm_mynock	bm_mynock	bm_mynock.iff			0.5	1.4	2	mynock	DODGE
bm_narglatch	bm_narglatch	bm_narglatch.iff			0.4	1	2	predatory_cat	DAMAGE	
bm_nuna	bm_nuna	bm_nuna.iff			1	1.8	2	turkey	DODGE	
bm_peko_peko	bm_peko_peko	bm_peko_peko.iff	peko_peko_mount		0.15	0.45	2	avian	DODGE	
bm_perlek	bm_perlek	bm_perlek.iff			0.3	0.55	2	goat	ARMOR_BREAK	
bm_piket	bm_piket	bm_piket.iff			0.25	0.65	2	giraffe	DEFENSE	
bm_plumed_rasp	bm_plumed_rasp	bm_plumed_rasp.iff			2	6	2	avian	DAMAGE	too high
bm_pugoriss	bm_pugoriss	bm_pugoriss.iff			0.4	0.9	2	raptor	ARMOR_BREAK	
bm_purbole	bm_purbole	bm_purbole.iff			0.6	1.3	2	monkey	NINJA	
bm_quenker	bm_quenker	bm_quenker.iff			0.6	1.6	2	rat	NINJA	
bm_rancor	bm_rancor	bm_rancor.iff	rancor_mount		0.13	0.45	2	elephant	DEFENSE	
bm_reptilian_flier	bm_reptilian_flier	bm_reptilian_flier.iff			0.25	0.45	2	avian	DAMAGE	
bm_roba	bm_roba	bm_roba.iff			0.5	1.2	2	pig	DEFENSE	
bm_rock_mite	bm_rock_mite	bm_rock_mite.iff			0.75	1.9	2	roach	NINJA	
bm_ronto	bm_ronto	bm_ronto.iff			0.25	0.65	2	giraffe	ARMOR_BREAK	
