base_template	color_1	color_2	color_3	comments
s	i	i	i	c
object/mobile/beast_master/bm_angler.iff	5	3	6	"color nine is taken, so don’t use it."
object/mobile/beast_master/bm_bageraset.iff	6	4	3	
object/mobile/beast_master/bm_bantha.iff	4	4	7	
object/mobile/beast_master/bm_bark_mite.iff	5	6	6	
object/mobile/beast_master/bm_bearded_jax.iff	7	2	4	
object/mobile/beast_master/bm_blistmok.iff	8	5	3	
object/mobile/beast_master/bm_blurrg.iff	3	4	8	
object/mobile/beast_master/bm_boar_wolf.iff	2	4	8	
object/mobile/beast_master/bm_bocatt.iff	4	1	4	
object/mobile/beast_master/bm_bol.iff	1	8	3	
object/mobile/beast_master/bm_bolle_bol.iff	4	3	6	
object/mobile/beast_master/bm_bolma.iff	7	3	1	
object/mobile/beast_master/bm_bolotaur.iff	6	6	4	
object/mobile/beast_master/bm_bordok.iff	7	2	7	
object/mobile/beast_master/bm_borgle.iff	0	8	2
object/mobile/beast_master/bm_brackaset.iff	1	3	2
object/mobile/beast_master/bm_capper_spineflap.iff	5	7	2
object/mobile/beast_master/bm_carrion_spat.iff	8	5	8
object/mobile/beast_master/bm_choku.iff	1	6	5
object/mobile/beast_master/bm_chuba.iff	1	5	3
object/mobile/beast_master/bm_condor_dragon.iff	8	5	1
object/mobile/beast_master/bm_corellian_butterfly.iff	7	4	0
object/mobile/beast_master/bm_corellian_sand_panther.iff	8	8	8
object/mobile/beast_master/bm_corellian_slice_hound.iff	7	1	2
object/mobile/beast_master/bm_crystal_snake.iff	3	3	5
object/mobile/beast_master/bm_cu_pa.iff	8	8	3
object/mobile/beast_master/bm_dalyrake.iff	3	4	4
object/mobile/beast_master/bm_dewback.iff	8	6	2
object/mobile/beast_master/bm_dune_lizard.iff	3	0	6
object/mobile/beast_master/bm_durni.iff	1	2	5
object/mobile/beast_master/bm_dwarf_nuna.iff	1	1	6
object/mobile/beast_master/bm_eopie.iff	0	8	3
object/mobile/beast_master/bm_falumpaset.iff	7	8	4
object/mobile/beast_master/bm_fambaa.iff	5	5	3
object/mobile/beast_master/bm_fanned_rawl.iff	6	6	2
object/mobile/beast_master/bm_flewt.iff	8	6	8
object/mobile/beast_master/bm_flit.iff	4	4	5
object/mobile/beast_master/bm_fynock.iff	4	4	6
