fltTime	strActor	strAction	strTarget	strData1	strData2	strComments
f	s	s	s	s	s	c
5	miner1	faceTo	miner1_face1			
8	miner1	animation		manipulate_medium		
13	miner1	animation		manipulate_medium		
18	miner1	animation		scream		
23	miner1	animation		door_pound		
27	miner1	effect	miner1_face1	clienteffect/trap_electric_01.cef		
27.5	miner1	animation		gesticulate_wildly		
32	miner1	animation		pet_creature_medium		
37	miner1	animation		sweat		
42	miner1	animation		threaten		
47	miner1	animation		giveup		
52	miner1	moveTo	miner1_go2	walk		
65	miner1	faceTo	miner1_face2			
68	miner1	animation		manipulate_medium		
78	miner1	animation		manipulate_medium
88	miner1	animation		manipulate_medium
98	miner1	animation		manipulate_medium
108	miner1	animation		manipulate_medium
128	miner1	animation		manipulate_medium
148	miner1	animation		manipulate_medium
188	miner1	animation		manipulate_medium
250	miner1	animation		manipulate_medium
275	miner1	animation		manipulate_medium
300	miner1	animation		manipulate_medium
350	miner1	animation		manipulate_medium
400	miner1	animation		manipulate_medium
450	miner1	moveTo	miner1_go1	walk
465		goto		0
