fltTime	strActor	strAction	strTarget	strData1	strData2	strComments
f	s	s	s	s	s	c
9	waiting1	faceTo	wait_faceto1			
10	waiting1	animation		manipulate_medium		
25	waiting1	animation		manipulate_medium		
45	waiting1	animation		manipulate_medium		
65	waiting1	animation		manipulate_medium		
80	waiting1	animation		manipulate_medium		
95	waiting1	animation		manipulate_medium		
120	waiting1	animation		manipulate_medium		
130	waiting1	animation		check_wrist_device		
134	waiting1	moveTo	wait_goto2	walk		
144	waiting1	faceTo	wait_faceto2			
150	waiting1	animation		manipulate_medium		
165	waiting1	animation		manipulate_medium		
180	waiting1	animation		manipulate_medium		
195	waiting1	animation		manipulate_medium
210	waiting1	animation		manipulate_medium
235	waiting1	animation		manipulate_medium
250	waiting1	animation		manipulate_medium
265	waiting1	animation		check_wrist_device
270	waiting1	moveTo	wait_goto1	
271		goto		0
