spawns	name	room	loc_x	loc_y	loc_z	scriptOne	scriptTwo	scriptThree	convo_script	yaw	mood	respawn_time	spawn_objvar	spawn_objvar_value	spawn_objvar2	spawn_objvar_value2	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value	building_id
s	s	s	f	f	f	s	s	s	s	f	s	i	s	s	s	s	s	s	s	s	s	i(0)
corsec_trooper		world	-215	28	-4493	theme_park.script_spawner.spawner_methods.ss_setup				64		180	spawn_objvar	city_wander	spawn_objvar2	customs						
corsec_trooper		world	-445.7	28	-4506	theme_park.script_spawner.spawner_methods.ss_setup				-2		180	spawn_objvar	city_wander	spawn_objvar2	customs						
corsec_trooper		world	-205.9	28	-4286	theme_park.script_spawner.spawner_methods.ss_setup				90		180	spawn_objvar	city_wander	spawn_objvar2	customs						
corsec_trooper		world	1.8	28	-4439	theme_park.script_spawner.spawner_methods.ss_setup				-163		180	spawn_objvar	city_wander	spawn_objvar2	customs						
corsec_trooper		world	-94.9	28	-4649.5	theme_park.script_spawner.spawner_methods.ss_setup				29		180	spawn_objvar	city_wander	spawn_objvar2	customs						
corsec_trooper		world	-189.7	28	-4436	theme_park.script_spawner.spawner_methods.ss_setup				-89		180	spawn_objvar	city_wander	spawn_objvar2	customs						
crackdown_dark_trooper		world	-574.2	28	-4247	theme_park.script_spawner.spawner_methods.ss_setup				-27		180	spawn_objvar	static								
crackdown_stormtrooper		world	-557.5	28	-4230.3	theme_park.script_spawner.spawner_methods.ss_setup				-94		180	spawn_objvar	static								
crackdown_stormtrooper_squad_leader		world	-593.7	28	-4321.9	theme_park.script_spawner.spawner_methods.ss_setup				-114		180	spawn_objvar	static								
crackdown_stormtrooper		world	-517.9	28	-4213.9	theme_park.script_spawner.spawner_methods.ss_setup				-57		180	spawn_objvar	static								
crackdown_imperial_medic		world	-439.1	28	-4144.4	theme_park.script_spawner.spawner_methods.ss_setup				-25		180	spawn_objvar	static								
crackdown_dark_trooper		world	-303.8	28	-4144.4	theme_park.script_spawner.spawner_methods.ss_setup				-56		180	spawn_objvar	static								
crackdown_stormtrooper_rifleman		world	-223.2	28	-4078	theme_park.script_spawner.spawner_methods.ss_setup				9		180	spawn_objvar	static								
crackdown_stormtrooper_rifleman		world	-188.9	28	-4076.8	theme_park.script_spawner.spawner_methods.ss_setup				-24		180	spawn_objvar	static								
crackdown_stormtrooper_rifleman		world	-118.7	28	-4204.6	theme_park.script_spawner.spawner_methods.ss_setup				16		180	spawn_objvar	static
crackdown_stormtrooper		world	26.3	28	-4290.2	theme_park.script_spawner.spawner_methods.ss_setup				22		180	spawn_objvar	static
crackdown_stormtrooper_captain		world	22.6	28	-4290.2	theme_park.script_spawner.spawner_methods.ss_setup				-7		180	spawn_objvar	static
crackdown_stormtrooper		world	10.5	28	-4290.5	theme_park.script_spawner.spawner_methods.ss_setup				42		180	spawn_objvar	static
crackdown_stormtrooper_sniper		world	96.6	28	-4407.1	theme_park.script_spawner.spawner_methods.ss_setup				91		180	spawn_objvar	static
crackdown_stormtrooper		world	96.6	28	-4394.9	theme_park.script_spawner.spawner_methods.ss_setup				91		180	spawn_objvar	static
crackdown_dark_trooper		world	111.5	28	-4464.9	theme_park.script_spawner.spawner_methods.ss_setup				26		180	spawn_objvar	static
crackdown_stormtrooper_squad_leader		world	144.7	28	-4536.6	theme_park.script_spawner.spawner_methods.ss_setup				152		180	spawn_objvar	static
crackdown_stormtrooper		world	168.1	28	-4698.4	theme_park.script_spawner.spawner_methods.ss_setup				145		180	spawn_objvar	static
crackdown_imperial_colonel		world	158.9	28	-4707.2	theme_park.script_spawner.spawner_methods.ss_setup				137		180	spawn_objvar	static
crackdown_dark_trooper		world	-157.6	28	-4834.8	theme_park.script_spawner.spawner_methods.ss_setup				161		180	spawn_objvar	static
crackdown_scout_trooper		world	-187.1	28	-4835	theme_park.script_spawner.spawner_methods.ss_setup				175		180	spawn_objvar	static
crackdown_stormtrooper		world	-221.1	28	-4798.1	theme_park.script_spawner.spawner_methods.ss_setup				-123		180	spawn_objvar	static
crackdown_stormtrooper_sniper		world	-295.9	28	-4786.4	theme_park.script_spawner.spawner_methods.ss_setup				-166		180	spawn_objvar	static
crackdown_stormtrooper		world	-306.7	28	-4785.9	theme_park.script_spawner.spawner_methods.ss_setup				-173		180	spawn_objvar	static
crackdown_stormtrooper		world	-446.5	28	-4744	theme_park.script_spawner.spawner_methods.ss_setup				-134		180	spawn_objvar	static
crackdown_stormtrooper_squad_leader		world	-502.1	28	-4701.1	theme_park.script_spawner.spawner_methods.ss_setup				-175		180	spawn_objvar	static
