spawns	name	room	loc_x	loc_y	loc_z	scriptOne	scriptTwo	scriptThree	convo_script	yaw	mood	respawn_time	spawn_objvar	spawn_objvar_value	spawn_objvar2	spawn_objvar_value2	special_room	special_room_script	room_objvar	room_objvar_name	room_objvar_value	building_id
s	s	s	f	f	f	s	s	s	s	f	s	i	s	s	s	s	s	s	s	s	s	i(0)
corsec_trooper		world	3115	284	4994	theme_park.script_spawner.spawner_methods.ss_setup				134		180	spawn_objvar	city_wander	spawn_objvar2	customs						
corsec_trooper		world	3255	300	5384.3	theme_park.script_spawner.spawner_methods.ss_setup				-71		180	spawn_objvar	city_wander	spawn_objvar2	customs						
corsec_trooper		world	3115.8	300	5205.7	theme_park.script_spawner.spawner_methods.ss_setup				48		180	spawn_objvar	city_wander	spawn_objvar2	customs						
crackdown_rebel_guardsman		world	3387.6	308.6	5492.7	theme_park.script_spawner.spawner_methods.ss_setup				-72		180	spawn_objvar	static								
crackdown_rebel_rifleman		world	3373.4	308.6	5466.1	theme_park.script_spawner.spawner_methods.ss_setup				-54		180	spawn_objvar	static								
crackdown_rebel_guardsman		world	3319.9	308	5522.9	theme_park.script_spawner.spawner_methods.ss_setup				74		180	spawn_objvar	static								
crackdown_rebel_guardsman		world	3327.5	388	5519.6	theme_park.script_spawner.spawner_methods.ss_setup				32		180	spawn_objvar	static								
crackdown_rebel_guard_captain		world	3307.5	308	5486.6	theme_park.script_spawner.spawner_methods.ss_setup				44		180	spawn_objvar	static								
crackdown_rebel_guardsman		world	3310.9	308	5482.5	theme_park.script_spawner.spawner_methods.ss_setup				42		180	spawn_objvar	static								
crackdown_rebel_liberator		world	3279	300	5450.6	theme_park.script_spawner.spawner_methods.ss_setup				-140		180	spawn_objvar	static								
crackdown_rebel_guardsman		world	3276	300	5454.4	theme_park.script_spawner.spawner_methods.ss_setup				-140		180	spawn_objvar	static								
crackdown_rebel_rifleman		world	3185.2	300	5299.2	theme_park.script_spawner.spawner_methods.ss_setup				18		180	spawn_objvar	static								
crackdown_rebel_guardsman		world	3173.4	300	5308.9	theme_park.script_spawner.spawner_methods.ss_setup				48		180	spawn_objvar	static								
crackdown_rebel_liberator		world	3151.9	300	5268.8	theme_park.script_spawner.spawner_methods.ss_setup				-170		180	spawn_objvar	static								
crackdown_rebel_guardsman		world	3162.9	300	5260.5	theme_park.script_spawner.spawner_methods.ss_setup				-144		180	spawn_objvar	static
crackdown_rebel_commando		world	3151.6	300	5158.3	theme_park.script_spawner.spawner_methods.ss_setup				-8		180	spawn_objvar	static
crackdown_rebel_rifleman		world	3168.3	300	5138.6	theme_park.script_spawner.spawner_methods.ss_setup				179		180	spawn_objvar	static
crackdown_rebel_guardsman		world	3127.1	300	5138.8	theme_park.script_spawner.spawner_methods.ss_setup				175		180	spawn_objvar	static
crackdown_rebel_guard_captain		world	3179.7	302.8	5100.2	theme_park.script_spawner.spawner_methods.ss_setup				-169		180	spawn_objvar	static
crackdown_rebel_guardsman		world	3171.2	301.8	5099.9	theme_park.script_spawner.spawner_methods.ss_setup				171		180	spawn_objvar	static
crackdown_rebel_command_security_guard		world	3185.4	290	4985.6	theme_park.script_spawner.spawner_methods.ss_setup				-82		180	spawn_objvar	static
crackdown_rebel_guardsman		world	3098.2	280	4992.6	theme_park.script_spawner.spawner_methods.ss_setup				-92		180	spawn_objvar	static
crackdown_rebel_squad_leader		world	3098	280.5	5002.6	theme_park.script_spawner.spawner_methods.ss_setup				-108		180	spawn_objvar	static
