object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn	mission_critical
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	s	s[none]	i[-1]	i[0]
delayAction:construction:1		imperial_defense										Is this an imperial defense?			
delayAction:construction:1		rebel_defense										Is this a rebel defense?			
messageTo;defense_kit;beginConstruction;none		construction										Begin Construction Phase			
messageTo;defense_patrol;beginConstruction;none		construction													
messageTo;offense_patrol;beginConstruction;none		construction													
messageTo;vehicle_patrol;beginConstruction;none		construction													
signalMaster;beginInvasionNotifyFactions;none		construction													
delayAction:endConstruction:1800		construction										3600; Invasion begins an hour later			
signalMaster;endConstruction;none		endConstruction													
delayAction:constructionEndsSoon:1500		construction													
signalMaster;constructionEndsSoon;none		constructionEndsSoon													
messageTo;defense_kit;beginInvasion;none		invasion										Begin Invasion Phase			
messageTo;defense_patrol;beginInvasion;none		invasion													
messageTo;offense_patrol;beginInvasion;none		invasion													
messageTo;vehicle_patrol;beginInvasion;none		invasion										
messageTo;offense_medic;beginInvasion;none		invasion										
messageTo;defense_medic;beginInvasion;none		invasion										
messageTo;defense_entertainer;beginInvasion;none		invasion										
messageTo;offense_entertainer;beginInvasion;none		invasion										
messageTo;offense_vehicle_repair;beginInvasion;none		invasion										
delayAction:invasionHalfWayPoint:900		invasion										
signalMaster;invasionHalfWayPoint;none		invasionHalfWayPoint										
delayAction:cityAttackUnsuccessful:1800		invasion										
signalMaster;cityAttackUnsuccessful;none		cityAttackUnsuccessful										
delayAction:invasionEndsSoon:1500		invasion										
signalMaster;invasionEndsSoon;none		invasionEndsSoon										
messageTo;defense_camp;wsToggleInvulnerability;none		invasion										
delayAction:invasionCleanup:1		invasionCompleted										
delayAction:defendersEvacuate:1		defenseLostCity										
signalMaster;defendersEvacuate;none		defendersEvacuate										Cleanup objects from the battlefield
signalMaster;cleanupInvasion;none		invasionCleanup										Cleanup objects from the battlefield
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		479.929	6	-3010.17	0		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		483.324	6	-3006.76	90		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		476.767	6	-3006.94	90		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		332.357	6	-2738.86	0		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		340.041	6	-2737.62	0		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		347.513	6	-2739.16	0		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		362.215	6	-2738.05	0		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		375.517	6	-2738.56	0		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		383.407	6	-2737.59	0		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		391.878	6	-2738.93	0.572964		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		583.669	6	-2823.64	27.502		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		594.783	6	-2829.7	29.2208		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		604.719	6	-2835.74	32.0856		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		613.946	6	-2841.09	28.6479		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		625.098	6	-2847.16	29.7938		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		729.254	6	-2984.94	89.9543		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		730.576	6	-2999.95	90.5273		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		729.172	6	-3015.04	89.9544		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		357.22	6.24812	-3348.01	-146.86		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		365.293	7.16999	-3356.35	32.6586		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		415.603	6.28313	-3280.22	33.2315		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		406.914	6.23547	-3274.85	-146.86		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		466.053	6	-3253.53	0		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		118.119	6	-2973.01	-90.5273		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		126.434	6	-2959.77	89.9544		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		129.051	6	-2928.69	-89.9546		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		126.461	6	-2897.78	-90.5273		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		118.14	6	-2860.21	-89.1997		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		178.894	6	-2782.87	0		int:factionFlag=2			gcw_defender_tower
