object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn	mission_critical
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	s	s[none]	i[-1]	i[0]
delayAction:construction:1		imperial_defense										Is this an imperial defense?			
delayAction:construction:1		rebel_defense										Is this a rebel defense?			
messageTo;defense_kit;beginConstruction;none		construction										Begin Construction Phase			
messageTo;defense_patrol;beginConstruction;none		construction													
messageTo;offense_patrol;beginConstruction;none		construction													
messageTo;vehicle_patrol;beginConstruction;none		construction													
signalMaster;beginInvasionNotifyFactions;none		construction													
delayAction:endConstruction:1800		construction										3600; Invasion begins an hour later			
delayAction:constructionEndsSoon:1500		construction													
signalMaster;constructionEndsSoon;none		constructionEndsSoon													
signalMaster;endConstruction;none		endConstruction													
messageTo;defense_kit;beginInvasion;none		invasion										Begin Invasion Phase			
messageTo;defense_patrol;beginInvasion;none		invasion													
messageTo;offense_patrol;beginInvasion;none		invasion													
messageTo;vehicle_patrol;beginInvasion;none		invasion										
messageTo;offense_medic;beginInvasion;none		invasion										
messageTo;defense_medic;beginInvasion;none		invasion										
messageTo;offense_vehicle_repair;beginInvasion;none		invasion										
messageTo;defense_entertainer;beginInvasion;none		invasion										
messageTo;offense_entertainer;beginInvasion;none		invasion										
delayAction:invasionEndsSoon:1500		invasion										
signalMaster;invasionEndsSoon;none		invasionEndsSoon										
delayAction:invasionHalfWayPoint:900		invasion										
signalMaster;invasionHalfWayPoint;none		invasionHalfWayPoint										
delayAction:cityAttackUnsuccessful:1800		invasion										
signalMaster;cityAttackUnsuccessful;none		cityAttackUnsuccessful										
messageTo;defense_camp;wsToggleInvulnerability;none		invasion										
delayAction:invasionCleanup:1		invasionCompleted										
delayAction:defendersEvacuate:1		defenseLostCity										
signalMaster;defendersEvacuate;none		defendersEvacuate										Cleanup objects from the battlefield
signalMaster;cleanupInvasion;none		invasionCleanup										
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1219.4	12	-3623.84	92.8191		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1213.89	12	-3629.78	0		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1207.64	12	-3625.91	92.2462		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_patrol.iff	defense_patrol	imperial_defense		-1208.68	12	-3625.98	0		int:factionFlag=2			gcw_general_defender
object/tangible/destructible/gcw_kit_patrol.iff	defense_patrol	imperial_defense		-1214.02	12	-3628.53	0		int:factionFlag=2			gcw_general_defender
object/tangible/destructible/gcw_kit_patrol.iff	defense_patrol	imperial_defense		-1218.18	12	-3623.91	0		int:factionFlag=2			gcw_general_defender
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		-1215.98	12	-3619.42	-131.78		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1243.24	12	-3622.28	-138.083		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1180.69	12	-3633.09	-50.4203		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1103.66	12	-3700.46	-56.7228		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1010.18	12	-3701.96	-44.1177		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1023.08	12	-3730.85	-26.3561		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-977.18	12.1161	-3748.96	-48.7014		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		-972.212	12	-3737.22	132.926		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		-988.844	12	-3754.91	132.926		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		-1025.42	10.6382	-3574.62	161.574		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1033.98	11.7329	-3577.73	-30.9397		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		-1040.18	11.1084	-3581.68	140.375		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1045.75	11.1962	-3586.67	-45.8366		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1081.24	12	-3583.99	-78.4952		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		-1044.76	10	-3555.75	148.396		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1229.52	12	-3493.83	-2.86479		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1220.87	12	-3541.4	-50.4203		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		-1209.64	12	-3553.65	-15.4699		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1195.89	12	-3536.3	38.9611		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_barricade.iff	defense_kit	imperial_defense		-1225.46	12	-3564.86	-48.7014		int:factionFlag=2			gcw_defender_barricade
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		-1083.35	12.1883	-3661.88	98.5489		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		-1123.86	12	-3566.89	100.268		int:factionFlag=2			gcw_defender_turret
