object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn	mission_critical
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	s	s[none]	i[-1]	i[0]
delayAction:construction:1		imperial_defense										Is this an imperial defense?			
delayAction:construction:1		rebel_defense										Is this a rebel defense?			
messageTo;defense_kit;beginConstruction;none		construction										Begin Construction Phase			
messageTo;defense_patrol;beginConstruction;none		construction													
messageTo;offense_patrol;beginConstruction;none		construction													
messageTo;vehicle_patrol;beginConstruction;none		construction													
signalMaster;beginInvasionNotifyFactions;none		construction													
delayAction:endConstruction:1800		construction										3600; Invasion begins an hour later			
signalMaster;endConstruction;none		endConstruction													
delayAction:constructionEndsSoon:1500		construction													
signalMaster;constructionEndsSoon;none		constructionEndsSoon													
messageTo;defense_kit;beginInvasion;none		invasion										Begin Invasion Phase			
messageTo;defense_patrol;beginInvasion;none		invasion													
messageTo;offense_patrol;beginInvasion;none		invasion													
messageTo;vehicle_patrol;beginInvasion;none		invasion										
messageTo;offense_medic;beginInvasion;none		invasion										
messageTo;defense_medic;beginInvasion;none		invasion										
messageTo;offense_vehicle_repair;beginInvasion;none		invasion										
messageTo;defense_entertainer;beginInvasion;none		invasion										
messageTo;offense_entertainer;beginInvasion;none		invasion										
delayAction:invasionHalfWayPoint:900		invasion										
signalMaster;invasionHalfWayPoint;none		invasionHalfWayPoint										
delayAction:cityAttackUnsuccessful:1800		invasion										
signalMaster;cityAttackUnsuccessful;none		cityAttackUnsuccessful										
delayAction:invasionEndsSoon:1500		invasion										
signalMaster;invasionEndsSoon;none		invasionEndsSoon										
messageTo;defense_camp;wsToggleInvulnerability;none		invasion										
delayAction:invasionCleanup:1		invasionCompleted										
delayAction:defendersEvacuate:1		defenseLostCity										
signalMaster;defendersEvacuate;none		defendersEvacuate										Cleanup objects from the battlefield
signalMaster;cleanupInvasion;none		invasionCleanup										
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1999.65	11.6467	2185.28	-178.945		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1970	10	2179	177.044		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1834.41	40	2814.85	92.8191		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1513.79	25	2732.98	14.3239		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1449.55	14.9423	2744.27	4.0107		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1840	12	2472	-175.884		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1766	12	2513	-175.884		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1729	12	2502	-175.884		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1949	12	2395	-175.884		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1710	12	2588	-87.5		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_tower.iff	defense_kit	imperial_defense		1621	12	2641	179.9087		int:factionFlag=2			gcw_defender_tower
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1990.47	30	2711.38	25.2101		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1866.72	12	2636.98	-89.3815		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1820.96	12	2698.77	90.5273		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1939.99	12	2544.57	48.7013		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1832.42	12	2469.01	132.353		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1937	12	2380.67	177.617		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1796.13	12	2518.49	64.1713		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1779.52	12	2518.24	-66.4631		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1716.53	12	2658.82	-20.0535		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1731.05	40	2812.35	136.546		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1538.48	25	2737.62	-21.1994		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1599.16	25	2677.94	16.6158		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1645.5	12	2695.98	-87.8451		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1909.52	12	2564.6	-146.677		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1837.94	11.9911	2505.33	156.6		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1729.92	12	2510.45	0		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		2037.57	30	2617.75	-40.107		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1873	12	2416	0		int:factionFlag=2			gcw_defender_turret
object/tangible/destructible/gcw_kit_turret.iff	defense_kit	imperial_defense		1949	12	2438	-175.884		int:factionFlag=2			gcw_defender_turret
