CategoryName	CategoryScoreWeight	RegionPlanet	GcwRegionDefender	NotifyOnPercentileChange	GcwGroup1	GcwGroup2	GcwGroup3	GcwGroup4	GcwGroup5	Comment
s	i[0]	s	b[0]	b[0]	s	s	s	s	s	c
tatooine_pve	100000				galaxy	tatooine				CategoryName is used as the name in the stf file and as part of the objvar name so name it appropriately
tatooine_pvp	100000				galaxy	tatooine				
gcw_region_tatooine_1	100000	tatooine	1		galaxy	tatooine				NotifyOnPercentileChange means to trigger OnGcwScoreCategoryPercentileChange() on the tatooine
gcw_region_tatooine_2	100000	tatooine	1		galaxy	tatooine				master planet object when the score has changed by at least 1 percentage point
gcw_region_tatooine_3	100000	tatooine	1		galaxy	tatooine				
gcw_region_tatooine_4	100000	tatooine	1		galaxy	tatooine				If CategoryName refers to a planet region specify the planet name in RegionPlanet so that the planetary map
gcw_region_tatooine_5	100000	tatooine	1		galaxy	tatooine				can display the score for the planet region
gcw_region_tatooine_6	100000	tatooine	1		galaxy	tatooine				
gcw_region_tatooine_7	100000	tatooine	1		galaxy	tatooine				Multiple categories can be grouped into composite GCW group by specifying the GCW group name in the
gcw_region_tatooine_8	100000	tatooine	1		galaxy	tatooine				GcwGroup<number> columns
gcw_region_tatooine_9	100000	tatooine	1		galaxy	tatooine				
gcw_region_tatooine_10	100000	tatooine	1		galaxy	tatooine				You can add as many more GCW group columns as you wish as long as the GCW group columns are named
gcw_region_tatooine_11	100000	tatooine	1		galaxy	tatooine				GcwGroup<number> and are contingous like you can add new GCW group columns GcwGroup6 GcwGroup7
gcw_region_tatooine_12	500000		1		galaxy	tatooine				GcwGroup8 GcwGroup9 GcwGroup10 and so on
gcw_region_tatooine_13	100000		1		galaxy	tatooine				
corellia_pve	100000				galaxy	corellia				If a category is assigned to a GCW group use the CategoryScoreWeight column to specify the relative
corellia_pvp	100000				galaxy	corellia				weight (1 - 1000000 inclusive) of how much contribution that category will contribute to the GCW group
gcw_region_corellia_1	100000	corellia	1		galaxy	corellia				score when compared against the relative weight of the other categories in the same GCW group
gcw_region_corellia_2	100000	corellia	1		galaxy	corellia				You can override the CategoryScoreWeight value by specifying the category score weight value for a specific
gcw_region_corellia_3	100000	corellia	1		galaxy	corellia				GCW group by specifying the override value after the GCW group name separated by a : like tatooine:250000
gcw_region_corellia_4	100000	corellia	1		galaxy	corellia				
gcw_region_corellia_5	100000	corellia	1		galaxy	corellia				
gcw_region_corellia_6	100000	corellia	1		galaxy	corellia				
gcw_region_corellia_7	100000	corellia	1		galaxy	corellia				
gcw_region_corellia_8	100000	corellia	1		galaxy	corellia				
gcw_region_corellia_9	100000	corellia	1		galaxy	corellia				
gcw_region_corellia_10	100000	corellia	1		galaxy	corellia				
gcw_region_corellia_11	100000	corellia	1		galaxy	corellia				
gcw_region_corellia_12	100000	corellia	1		galaxy	corellia				
gcw_region_corellia_13	100000		1		galaxy	corellia				
gcw_region_corellia_14	500000		1		galaxy	corellia	talus
dantooine_pve	100000				galaxy	dantooine
dantooine_pvp	100000				galaxy	dantooine
gcw_region_dantooine_1	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_2	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_3	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_4	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_5	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_6	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_7	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_8	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_9	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_10	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_11	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_12	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_13	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_14	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_15	100000	dantooine	1		galaxy	dantooine
gcw_region_dantooine_16	100000		1		galaxy	dantooine
gcw_region_dantooine_17	500000		1		galaxy	dantooine
dathomir_pve	100000				galaxy	dathomir
dathomir_pvp	100000				galaxy	dathomir
gcw_region_dathomir_1	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_2	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_3	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_4	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_5	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_6	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_7	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_8	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_9	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_10	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_11	100000	dathomir	1		galaxy	dathomir
gcw_region_dathomir_12	500000		1		galaxy	dathomir
gcw_region_dathomir_13	100000		1		galaxy	dathomir
endor_pve	100000				galaxy	endor
endor_pvp	100000				galaxy	endor
endor_pvp_battlefield	100000				galaxy	endor
gcw_region_endor_1	100000	endor	1		galaxy	endor
gcw_region_endor_2	100000	endor	1		galaxy	endor
gcw_region_endor_3	100000	endor	1		galaxy	endor
gcw_region_endor_4	100000	endor	1		galaxy	endor
gcw_region_endor_5	100000	endor	1		galaxy	endor
gcw_region_endor_6	100000	endor	1		galaxy	endor
gcw_region_endor_7	100000	endor	1		galaxy	endor
gcw_region_endor_8	100000	endor	1		galaxy	endor
gcw_region_endor_9	100000	endor	1		galaxy	endor
gcw_region_endor_10	100000	endor	1		galaxy	endor
gcw_region_endor_11	100000	endor	1		galaxy	endor
gcw_region_endor_12	100000	endor	1		galaxy	endor
gcw_region_endor_13	100000	endor	1		galaxy	endor
gcw_region_endor_14	100000	endor	1		galaxy	endor
gcw_region_endor_15	100000		1		galaxy	endor
gcw_region_endor_16	500000		1		galaxy	endor
lok_pve	100000				galaxy	lok
lok_pvp	100000				galaxy	lok
gcw_region_lok_1	100000	lok	1		galaxy	lok
gcw_region_lok_2	100000	lok	1		galaxy	lok
gcw_region_lok_3	100000	lok	1		galaxy	lok
gcw_region_lok_4	100000	lok	1		galaxy	lok
gcw_region_lok_5	100000	lok	1		galaxy	lok
gcw_region_lok_6	100000	lok	1		galaxy	lok
gcw_region_lok_7	100000	lok	1		galaxy	lok
gcw_region_lok_8	100000	lok	1		galaxy	lok
gcw_region_lok_9	100000	lok	1		galaxy	lok
gcw_region_lok_10	100000	lok	1		galaxy	lok
gcw_region_lok_11	100000	lok	1		galaxy	lok
gcw_region_lok_12	100000	lok	1		galaxy	lok
gcw_region_lok_13	100000		1		galaxy	lok
gcw_region_lok_14	500000		1		galaxy	lok
naboo_pve	100000				galaxy	naboo
naboo_pvp	100000				galaxy	naboo
gcw_region_naboo_1	100000	naboo	1		galaxy	naboo
gcw_region_naboo_2	100000	naboo	1		galaxy	naboo
gcw_region_naboo_3	100000	naboo	1		galaxy	naboo
gcw_region_naboo_4	100000	naboo	1		galaxy	naboo
gcw_region_naboo_5	100000	naboo	1		galaxy	naboo
