name	projectile_index	range	speed	ammo_required	missile	countermeasure	mining	tractor	beam
s	i[-1]	f[0.0]	f[0.0]	b[0]	b[0]	b[0]	b[0]	b[0]	b[0]
wpn_crafted_incom_disruptor	0	512	600						
wpn_crafted_slayn_ioncannon	10	512	600						
wpn_crafted_subpro_tripleblaster	11	512	600						
wpn_incom_disruptor	0	512	600						
wpn_slayn_ioncannon	10	512	600						
wpn_subpro_tripleblaster	11	512	600						
wpn_generic	2	512	600						
wpn_xwing_missile_s01	3	512	350	1	1				
wpn_seinar_concussion_missile_s01	4	512	350	1	1				
wpn_sienar_heatseeker_missile_s01	5	512	350	1	1				
wpn_slayn_imagerec_missile_s01	6	512	350	1	1				
wpn_incom_proton_missile_s01	7	512	350	1	1				
wpn_incom_seismic_missile_s01	8	512	350	1	1				
wpn_crafted_basic_launcher	4	512	350	1	1				
wpn_capitalship_turret_test	0	512	350			
wpn_crafted_chaff_launcher	6	512	350	1		1
countermeasure_chaff_launcher	0	512	350	1		1
countermeasure_decoy_launcher	1	512	350	1		1
countermeasure_microchaff_launcher	2	512	350	1		1
countermeasure_confuser_launcher	3	512	350	1		1
countermeasure_em_launcher	4	512	350	1		1
wpn_std_countermeasure	6	512	350	1		1
wpn_launcher_concussion_mk1	4	256	400	1	1	
wpn_launcher_concussion_mk2	4	512	400	1	1	
wpn_launcher_concussion_mk3	4	512	400	1	1	
wpn_launcher_proton_mk1	4	512	400	1	1	
wpn_launcher_proton_mk2	4	512	400	1	1	
wpn_launcher_proton_mk3	4	512	400	1	1	
wpn_launcher_proton_mk4	4	512	400	1	1	
wpn_launcher_imagerec_mk1	4	768	400	1	1	
wpn_launcher_imagerec_mk2	4	768	400	1	1
wpn_launcher_seismic_mk1	4	512	400	1	1
wpn_launcher_seismic_mk2	4	512	400	1	1
wpn_launcher_seismic_mk3	4	512	400	1	1
wpn_launcher_spacebomb_mk1	4	400	400	1	1
wpn_launcher_spacebomb_mk2	4	400	400	1	1
wpn_corvette_turret_sm_s01	0	1024	672		
wpn_awing_blaster	4	512	600		
wpn_bwing_blaster	5	512	600		
wpn_z95_blaster	3	512	600		
wpn_tieadvanced_blaster	6	512	600		
wpn_tiefighter_basic	6	512	600		
wpn_z95_basic	3	512	600		
wpn_incom_blaster	4	512	600		
wpn_incom_shredder	4	512	600		
wpn_seinar_linked_cannon	6	512	600		
wpn_seinar_ion_cannon	14	512	600
wpn_subpro_tripleblaster_mark2	4	512	600
wpn_seinar_disruptor	6	512	600
wpn_incom_quad_blaster	4	512	600
wpn_taim_ix4	12	512	600
wpn_taim_kx5	12	512	600
wpn_taim_kx9	12	512	600
wpn_armek_sw4	14	512	600
wpn_seinar_ls1	6	512	600
wpn_taim_heavy_laser	13	512	600
wpn_corellian_1d	14	512	600
wpn_corellian_ag2g_quad_laser	14	512	600
wpn_gyrhil_auto_blaster	13	512	600
wpn_armek_sw7	9	512	600
wpn_gyrhil_r9x	10	512	600
wpn_borstel_rg9	9	512	600
wpn_seinar_ls72	2	512	600
wpn_corellian_ag1g_laser	14	512	600
wpn_reward_incom_elite	2	512	600
wpn_reward_seinar_elite	6	512	600
wpn_reward_slayn_elite	9	512	600
wpn_reward_subpro_elite	2	512	600
wpn_reward_taim_elite	2	512	600
wpn_star_destroyer_turret_dome	16	1024	600
wpn_star_destroyer_turret_med	16	1024	600
wpn_star_destroyer_turret_square	16	1024	600
wpn_experimental_blaster	4	512	600
wpn_experimental_disruptor	0	512	600
wpn_experimental_ioncannon	10	512	600
wpn_advanced_blaster	4	512	600
wpn_advanced_disruptor	0	512	600
wpn_advanced_ioncannon	10	512	600
wpn_heavy_blaster	4	512	600
wpn_heavy_ioncannon	10	512	600
wpn_heavy_disruptor	4	512	600
wpn_light_blaster	4	512	600
wpn_light_disruptor	0	512	600
wpn_light_ioncannon	10	512	600
wpn_medium_blaster	4	512	600
wpn_medium_disruptor	0	512	600
wpn_medium_ioncannon	10	512	600
wpn_subpro_improved_light_ioncannon	11	512	600
wpn_slayn_deluxe_light_ioncannon	11	512	600
wpn_corellian_cruiser_grade_blaster_mk1	13	512	600
wpn_sfs_imperial_blaster_1	6	512	600
wpn_koensayr_tuned_light_disruptor	8	512	600
wpn_kse_light_disruptor	8	512	600
wpn_mandal_enhanced_mangler_mk1	9	512	600
wpn_sds_imperial_blaster_1	6	512	600
wpn_moncal_light_blaster	4	512	600
wpn_cygnus_destroyer_mk1	8	512	600
wpn_incom_light_blaster	4	512	600
wpn_subpro_light_ioncannon	10	512	600
wpn_mandal_mangler_mk1	9	512	600
wpn_koensayr_light_disruptor	8	512	600
wpn_slayn_light_ioncannon	10	512	600
wpn_sfs_improved_imperial_blaster_2	13	512	600
wpn_mandal_super_mangler	9	512	600
