component	engine	booster	weapon_0	weapon_1
s	s	s	s	s
bst_corellian_experimental_tjh3		yt2400_booster_s01:booster1		
bst_corellian_tjh3		yt2400_booster_s01:booster1		
bst_cygnus_flashboost3		yt2400_booster_s01:booster1		
bst_cygnus_flashboost4		yt2400_booster_s01:booster1		
bst_elite_booster		yt2400_booster_s01:booster1		
bst_freitek_outrunner_x1		yt2400_booster_s01:booster1		
bst_gallofree_light		yt2400_booster_s01:booster1		
bst_incom_intimidator_mk1		yt2400_booster_s01:booster1		
bst_incom_intimidator_mk2		yt2400_booster_s01:booster1		
bst_incom_intimidator_mk3		yt2400_booster_s01:booster1		
bst_incom_intimidator_mk4		yt2400_booster_s01:booster1		
bst_incom_nkj31		yt2400_booster_s01:booster1		
bst_incom_performance_nkj31		yt2400_booster_s01:booster1		
bst_kde_br12		yt2400_booster_s01:booster1		
bst_koensayr_evh12		yt2400_booster_s01:booster1
bst_koensayr_racer_mk1		yt2400_booster_s02:booster1
bst_koensayr_racer_mk2		yt2400_booster_s02:booster1
bst_koensayr_racer_mk3		yt2400_booster_s02:booster1
bst_koensayr_racer_mk4		yt2400_booster_s02:booster1
bst_koensayr_special_evh12		yt2400_booster_s01:booster1
bst_kse_cb6		yt2400_booster_s01:booster1
bst_kse_performance_cb6		yt2400_booster_s01:booster1
bst_kuat_military_mk1		yt2400_booster_s02:booster1
bst_kuat_military_mk2		yt2400_booster_s02:booster1
bst_kuat_military_mk3		yt2400_booster_s02:booster1
bst_kuat_military_mk4		yt2400_booster_s02:booster1
bst_mandal_enhanced_jbj_mk1		yt2400_booster_s01:booster1
bst_mandal_jbj_mk1		yt2400_booster_s01:booster1
bst_mission_reward_imperial_rss_ion_booster		yt2400_booster_s02:booster1
bst_mission_reward_neutral_mandal_m_series		yt2400_booster_s02:booster1
bst_mission_reward_neutral_mandal_q_series		yt2400_booster_s02:booster1
bst_mission_reward_rebel_novaldex_hypernova		yt2400_booster_s02:booster1
bst_mission_reward_rebel_qualdex_halcyon		yt2400_booster_s02:booster1
bst_mk1		yt2400_booster_s01:booster1
bst_mk2		yt2400_booster_s01:booster1
bst_mk3		yt2400_booster_s02:booster1
bst_mk4		yt2400_booster_s02:booster1
bst_mk5		yt2400_booster_s02:booster1
bst_moncal_jlc37		yt2400_booster_s01:booster1
bst_moncal_limited_jlc37		yt2400_booster_s01:booster1
bst_nova_breaker		yt2400_booster_s01:booster1
bst_novaldex_pulsar		yt2400_booster_s01:booster1
bst_novaldex_pulsar_advanced		yt2400_booster_s01:booster1
bst_novaldex_quasar		yt2400_booster_s01:booster1
bst_novaldex_quasar_advanced		yt2400_booster_s01:booster1
bst_qualdex_xboost_mk1		yt2400_booster_s01:booster1
bst_qualdex_xboost_mk2		yt2400_booster_s01:booster1
bst_qualdex_xboost_mk3		yt2400_booster_s01:booster1
bst_qualdex_xboost_mk4		yt2400_booster_s01:booster1
bst_rss_special		yt2400_booster_s01:booster1
bst_sap_imperial_1		yt2400_booster_s01:booster1
bst_sap_imperial_2		yt2400_booster_s01:booster1
bst_sds_enhanced_imperial_2		yt2400_booster_s01:booster1
bst_sfs_imperial_1		yt2400_booster_s01:booster1
bst_sfs_imperial_2		yt2400_booster_s01:booster1
bst_slayn_ion_booster_mk1		yt2400_booster_s01:booster1
bst_sorosuub_liberator_mk1		yt2400_booster_s01:booster1
bst_sorosuub_prized_liberator_mk1		yt2400_booster_s01:booster1
bst_subpro_accelatron_mk1		yt2400_booster_s01:booster1
bst_subpro_tuned_accelatron_mk1		yt2400_booster_s01:booster1
bst_surronian_accelerator_mk1		yt2400_booster_s01:booster1
bst_surronian_accelerator_mk2		yt2400_booster_s01:booster1
bst_surronian_nomad_x4		yt2400_booster_s01:booster1
bst_surronian_nomad_x8		yt2400_booster_s01:booster1
bst_xwing_booster_s01		yt2400_booster_s01:booster1
eng_bezelbok_kessel_runner	yt2400_engine_s02:engine1	
eng_corellian_cruiser_grade_mk1	yt2400_engine_s01:engine1	
eng_corellian_cruiser_grade_mk2	yt2400_engine_s01:engine1	
eng_corellian_deluxe_cruiser_grade_mk1	yt2400_engine_s01:engine1	
eng_crafted_incom_fusialthrust	yt2400_engine_s01:engine1	
eng_crafted_novaldex_eventhorizon	yt2400_engine_s01:engine1	
eng_crafted_qualdex_kyromaster	yt2400_engine_s01:engine1	
