component	engine	booster	weapon_0
s	s	s	s
collection_reward_booster_01_mk1		naboo_n1_booster_s01:booster1	
collection_reward_booster_01_mk2		naboo_n1_booster_s01:booster1	
collection_reward_booster_01_mk3		naboo_n1_booster_s01:booster1	
collection_reward_booster_01_mk4		naboo_n1_booster_s01:booster1	
collection_reward_booster_01_mk5		naboo_n1_booster_s01:booster1	
bst_corellian_advanced_thrust_enhancer		naboo_n1_booster_s01:booster1	
bst_corellian_elite_thrust_enhancer		naboo_n1_booster_s01:booster1	
bst_corellian_experimental_tjh3		naboo_n1_booster_s01:booster1	
bst_corellian_heavy_thrust_enhancer		naboo_n1_booster_s01:booster1	
bst_corellian_highly_modified_elite_thrust_enhancer		naboo_n1_booster_s01:booster1	
bst_corellian_performance_advanced_thrust_enhancer		naboo_n1_booster_s01:booster1	
bst_corellian_promotional_standard_thrust_enhancer		naboo_n1_booster_s01:booster1	
bst_corellian_standard_thrust_enhancer		naboo_n1_booster_s01:booster1	
bst_corellian_tjh3		naboo_n1_booster_s01:booster1	
bst_corellian_tuned_heavy_thrust_enhancer		naboo_n1_booster_s01:booster1
bst_cygnus_flashboost3		naboo_n1_booster_s01:booster1
bst_cygnus_flashboost4		naboo_n1_booster_s01:booster1
bst_elite_booster		naboo_n1_booster_s01:booster1
bst_freitek_outrunner_x1		naboo_n1_booster_s01:booster1
bst_gallofree_light		naboo_n1_booster_s01:booster1
bst_generic		naboo_n1_booster_s01:booster1
bst_incom_deluxe_fynock		naboo_n1_booster_s01:booster1
bst_incom_elite_sls_1		naboo_n1_booster_s01:booster1
bst_incom_enhanced_mynock		naboo_n1_booster_s01:booster1
bst_incom_fynock		naboo_n1_booster_s01:booster1
bst_incom_intimidator_mk1		naboo_n1_booster_s01:booster1
bst_incom_intimidator_mk2		naboo_n1_booster_s01:booster1
bst_incom_intimidator_mk3		naboo_n1_booster_s01:booster1
bst_incom_intimidator_mk4		naboo_n1_booster_s01:booster1
bst_incom_mynock		naboo_n1_booster_s01:booster1
bst_incom_nkj31		naboo_n1_booster_s01:booster1
bst_incom_performance_nkj31		naboo_n1_booster_s01:booster1
bst_incom_sls_1		naboo_n1_booster_s01:booster1
bst_incom_supercharged_vynock		naboo_n1_booster_s01:booster1
bst_incom_vynock		naboo_n1_booster_s01:booster1
bst_kde_br12		naboo_n1_booster_s01:booster1
bst_kessel_imperial_cygnus_hyperthrust		naboo_n1_booster_s01:booster1
bst_kessel_imperial_sds_experimental_b7		naboo_n1_booster_s01:booster1
bst_kessel_imperial_sfs_ultra_thrust		naboo_n1_booster_s01:booster1
bst_kessel_rebel_incom_quicksilver		naboo_n1_booster_s01:booster1
bst_kessel_rebel_incom_windrunner		naboo_n1_booster_s01:booster1
