component	engine	booster	weapon_0	weapon_1	weapon_2	modification_0
s	s	s	s	s	s	s
collection_reward_booster_01_mk1		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"				
collection_reward_booster_01_mk2		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"				
collection_reward_booster_01_mk3		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"				
collection_reward_booster_01_mk4		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"				
collection_reward_booster_01_mk5		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"				
bst_corellian_advanced_thrust_enhancer		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"				
bst_corellian_elite_thrust_enhancer		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"				
bst_corellian_experimental_tjh3		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"				
bst_corellian_heavy_thrust_enhancer		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"				
bst_corellian_highly_modified_elite_thrust_enhancer		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"				
bst_corellian_performance_advanced_thrust_enhancer		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"				
bst_corellian_promotional_standard_thrust_enhancer		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"				
bst_corellian_standard_thrust_enhancer		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"				
bst_corellian_tjh3		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"				
bst_corellian_tuned_heavy_thrust_enhancer		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"
bst_cygnus_flashboost3		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_cygnus_flashboost4		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_elite_booster		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_freitek_outrunner_x1		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_gallofree_light		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_generic		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_deluxe_fynock		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_elite_sls_1		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_enhanced_mynock		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_fynock		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_intimidator_mk1		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_intimidator_mk2		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_intimidator_mk3		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_intimidator_mk4		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_mynock		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_nkj31		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_performance_nkj31		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_sls_1		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_incom_supercharged_vynock		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"
bst_incom_vynock		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_kde_br12		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_kessel_imperial_cygnus_hyperthrust		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_kessel_imperial_sds_experimental_b7		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_kessel_imperial_sfs_ultra_thrust		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_kessel_rebel_incom_quicksilver		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_kessel_rebel_incom_windrunner		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_kessel_rebel_mandal_lightning_m1		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_koensayr_advanced		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_koensayr_charged_advanced		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_koensayr_deluxe_elite		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_koensayr_elite		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_koensayr_evh12		"xwing_booster_s01_pos:booster_pos1,xwing_booster_s01_neg:booster_neg1"
bst_koensayr_heavy		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"
bst_koensayr_modified_heavy		"xwing_booster_s02_pos:booster_pos1,xwing_booster_s02_neg:booster_neg1"
