component	engine	booster	weapon_0	weapon_1
s	s	s	s	s
collection_reward_booster_01_mk1		yt1300_booster_s02:booster1		
collection_reward_booster_01_mk2		yt1300_booster_s02:booster1		
collection_reward_booster_01_mk3		yt1300_booster_s02:booster1		
collection_reward_booster_01_mk4		yt1300_booster_s02:booster1		
collection_reward_booster_01_mk5		yt1300_booster_s02:booster1		
bst_corellian_advanced_thrust_enhancer		yt1300_booster_s01:booster1		
bst_corellian_elite_thrust_enhancer		yt1300_booster_s01:booster1		
bst_corellian_experimental_tjh3		yt1300_booster_s01:booster1		
bst_corellian_heavy_thrust_enhancer		yt1300_booster_s02:booster1		
bst_corellian_highly_modified_elite_thrust_enhancer		yt1300_booster_s01:booster1		
bst_corellian_performance_advanced_thrust_enhancer		yt1300_booster_s01:booster1		
bst_corellian_promotional_standard_thrust_enhancer		yt1300_booster_s01:booster1		
bst_corellian_standard_thrust_enhancer		yt1300_booster_s01:booster1		
bst_corellian_tjh3		yt1300_booster_s01:booster1		
bst_corellian_tuned_heavy_thrust_enhancer		yt1300_booster_s02:booster1
bst_cygnus_flashboost3		yt1300_booster_s01:booster1
bst_cygnus_flashboost4		yt1300_booster_s01:booster1
bst_elite_booster		yt1300_booster_s01:booster1
bst_freitek_outrunner_x1		yt1300_booster_s01:booster1
bst_gallofree_light		yt1300_booster_s01:booster1
bst_generic		yt1300_booster_s01:booster1
bst_incom_deluxe_fynock		yt1300_booster_s01:booster1
bst_incom_elite_sls_1		yt1300_booster_s01:booster1
bst_incom_enhanced_mynock		yt1300_booster_s01:booster1
bst_incom_fynock		yt1300_booster_s01:booster1
bst_incom_intimidator_mk1		yt1300_booster_s01:booster1
bst_incom_intimidator_mk2		yt1300_booster_s01:booster1
bst_incom_intimidator_mk3		yt1300_booster_s01:booster1
bst_incom_intimidator_mk4		yt1300_booster_s01:booster1
bst_incom_mynock		yt1300_booster_s01:booster1
bst_incom_nkj31		yt1300_booster_s01:booster1
bst_incom_performance_nkj31		yt1300_booster_s01:booster1
bst_incom_sls_1		yt1300_booster_s01:booster1
bst_incom_supercharged_vynock		yt1300_booster_s02:booster1
bst_incom_vynock		yt1300_booster_s01:booster1
bst_kde_br12		yt1300_booster_s01:booster1
bst_kessel_imperial_cygnus_hyperthrust		yt1300_booster_s01:booster1
bst_kessel_imperial_sds_experimental_b7		yt1300_booster_s01:booster1
bst_kessel_imperial_sfs_ultra_thrust		yt1300_booster_s01:booster1
bst_kessel_rebel_incom_quicksilver		yt1300_booster_s01:booster1
bst_kessel_rebel_incom_windrunner		yt1300_booster_s01:booster1
bst_kessel_rebel_mandal_lightning_m1		yt1300_booster_s01:booster1
bst_koensayr_advanced		yt1300_booster_s01:booster1
bst_koensayr_charged_advanced		yt1300_booster_s01:booster1
bst_koensayr_deluxe_elite		yt1300_booster_s01:booster1
bst_koensayr_elite		yt1300_booster_s01:booster1
bst_koensayr_evh12		yt1300_booster_s01:booster1
bst_koensayr_heavy		yt1300_booster_s02:booster1
bst_koensayr_modified_heavy		yt1300_booster_s02:booster1
bst_koensayr_racer_mk1		yt1300_booster_s02:booster1
bst_koensayr_racer_mk2		yt1300_booster_s02:booster1
bst_koensayr_racer_mk3		yt1300_booster_s02:booster1
bst_koensayr_racer_mk4		yt1300_booster_s02:booster1
bst_koensayr_special_evh12		yt1300_booster_s01:booster1
bst_koensayr_improved_standard		yt1300_booster_s01:booster1
bst_koensayr_standard		yt1300_booster_s01:booster1
bst_kse_als_1		yt1300_booster_s01:booster1
bst_kse_bti1		yt1300_booster_s01:booster1
bst_kse_bti2		yt1300_booster_s01:booster1
bst_kse_bti3		yt1300_booster_s01:booster1
bst_kse_cb6		yt1300_booster_s01:booster1
bst_kse_deluxe_bti3		yt1300_booster_s01:booster1
bst_kse_elite_als_1		yt1300_booster_s01:booster1
bst_kse_enhanced_bti2		yt1300_booster_s01:booster1
bst_kse_performance_bti1		yt1300_booster_s01:booster1
bst_kse_performance_cb6		yt1300_booster_s01:booster1
bst_kuat_military_mk1		yt1300_booster_s02:booster1
bst_kuat_military_mk2		yt1300_booster_s02:booster1
bst_kuat_military_mk3		yt1300_booster_s01:booster1
bst_kuat_military_mk4		yt1300_booster_s02:booster1
bst_mandal_deluxe_jbj_mk4		yt1300_booster_s01:booster1
bst_mandal_enhanced_jbj_mk1		yt1300_booster_s01:booster1
