component	engine	booster	weapon_0	weapon_1	weapon_2	weapon_3
s	s	s	s	s	s	s
bst_generic		blacksun_heavy_booster_s01:booster1				
bst_incom_intimidator_mk1		blacksun_heavy_booster_s01:booster1				
bst_incom_intimidator_mk2		blacksun_heavy_booster_s01:booster1				
bst_incom_intimidator_mk3		blacksun_heavy_booster_s02:booster1				
bst_incom_intimidator_mk4		blacksun_heavy_booster_s02:booster1				
bst_koensayr_racer_mk1		blacksun_heavy_booster_s01:booster1				
bst_koensayr_racer_mk2		blacksun_heavy_booster_s01:booster1				
bst_koensayr_racer_mk3		blacksun_heavy_booster_s02:booster1				
bst_koensayr_racer_mk4		blacksun_heavy_booster_s02:booster1				
bst_kuat_military_mk1		blacksun_heavy_booster_s01:booster1				
bst_kuat_military_mk2		blacksun_heavy_booster_s01:booster1				
bst_kuat_military_mk3		blacksun_heavy_booster_s02:booster1				
bst_kuat_military_mk4		blacksun_heavy_booster_s02:booster1				
bst_mk1		blacksun_heavy_booster_s01:booster1				
bst_mk2		blacksun_heavy_booster_s01:booster1
bst_mk3		blacksun_heavy_booster_s02:booster1
bst_mk4		blacksun_heavy_booster_s02:booster1
bst_novaldex_pulsar		blacksun_heavy_booster_s01:booster1
bst_novaldex_pulsar_advanced		blacksun_heavy_booster_s02:booster1
bst_novaldex_quasar		blacksun_heavy_booster_s01:booster1
bst_novaldex_quasar_advanced		blacksun_heavy_booster_s02:booster1
bst_qualdex_xboost_mk1		blacksun_heavy_booster_s01:booster1
bst_qualdex_xboost_mk2		blacksun_heavy_booster_s01:booster1
bst_qualdex_xboost_mk3		blacksun_heavy_booster_s02:booster1
bst_qualdex_xboost_mk4		blacksun_heavy_booster_s02:booster1
bst_surronian_accelerator_mk1		blacksun_heavy_booster_s01:booster1
bst_surronian_accelerator_mk2		blacksun_heavy_booster_s02:booster1
bst_surronian_nomad_x4		blacksun_heavy_booster_s01:booster1
bst_surronian_nomad_x8		blacksun_heavy_booster_s02:booster1
bst_xwing_booster_s01		blacksun_heavy_booster_s01:booster1
eng_crafted_incom_fusialthrust	blacksun_heavy_engine_s01:engine1
eng_crafted_novaldex_eventhorizon	blacksun_heavy_engine_s02:engine1
eng_crafted_qualdex_kyromaster	blacksun_heavy_engine_s02:engine1
eng_cygnus_hd7	blacksun_heavy_engine_s01:engine1
eng_damorian_rx7	blacksun_heavy_engine_s01:engine1
eng_generic	blacksun_heavy_engine_s01:engine1
eng_incom_e16	blacksun_heavy_engine_s01:engine1
eng_incom_fusialthrust	blacksun_heavy_engine_s01:engine1
eng_koensayr_ionjet	blacksun_heavy_engine_s01:engine1
eng_kongar_defender	blacksun_heavy_engine_s01:engine1
eng_kuat_a9x	blacksun_heavy_engine_s01:engine1
eng_kuat_f31	blacksun_heavy_engine_s01:engine1
eng_kuat_tc40	blacksun_heavy_engine_s01:engine1
eng_mk1	blacksun_heavy_engine_s01:engine1
eng_mk2	blacksun_heavy_engine_s01:engine1
eng_mk3	blacksun_heavy_engine_s02:engine1
eng_mk4	blacksun_heavy_engine_s02:engine1				
eng_mk5	blacksun_heavy_engine_s02:engine1				
eng_novaldex_eventhorizon	blacksun_heavy_engine_s02:engine1				
eng_novaldex_singularity	blacksun_heavy_engine_s02:engine1				
eng_novaldex_x12	blacksun_heavy_engine_s02:engine1				
eng_nubian_221	blacksun_heavy_engine_s01:engine1				
eng_nubian_221_racing_mod	blacksun_heavy_engine_s01:engine1				
eng_qualdex_a10	blacksun_heavy_engine_s02:engine1				
eng_qualdex_igt	blacksun_heavy_engine_s02:engine1				
eng_qualdex_kyromaster	blacksun_heavy_engine_s02:engine1				
eng_seinar_ps56	blacksun_heavy_engine_s01:engine1				
eng_surronian_a2	blacksun_heavy_engine_s02:engine1				
eng_surronian_a25	blacksun_heavy_engine_s02:engine1				
eng_ubrikkian_n2	blacksun_heavy_engine_s01:engine1				
wpn_advanced_blaster			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_armek_sw4			blacksun_heavy_weapon1_s06:weapon1	blacksun_heavy_weapon2_s06:weapon2	blacksun_heavy_weapon3_s06:weapon3
wpn_armek_sw7			blacksun_heavy_weapon1_s06:weapon1	blacksun_heavy_weapon2_s06:weapon2	blacksun_heavy_weapon3_s06:weapon3
wpn_borstel_rg9			blacksun_heavy_weapon1_s02:weapon1	blacksun_heavy_weapon2_s02:weapon2	blacksun_heavy_weapon3_s02:weapon3
wpn_corellian_1d			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_corellian_ag1g_laser			blacksun_heavy_weapon1_s01:weapon1	blacksun_heavy_weapon2_s01:weapon2	blacksun_heavy_weapon3_s01:weapon3
wpn_corellian_ag2g_quad_laser			blacksun_heavy_weapon1_s04:weapon1	blacksun_heavy_weapon2_s04:weapon2	blacksun_heavy_weapon3_s04:weapon3
wpn_crafted_incom_disruptor			blacksun_heavy_weapon1_s01:weapon1	blacksun_heavy_weapon2_s01:weapon2	blacksun_heavy_weapon3_s01:weapon3
wpn_crafted_slayn_ioncannon			blacksun_heavy_weapon1_s06:weapon1	blacksun_heavy_weapon2_s06:weapon2	blacksun_heavy_weapon3_s06:weapon3
wpn_crafted_subpro_tripleblaster			blacksun_heavy_weapon1_s04:weapon1	blacksun_heavy_weapon2_s04:weapon2	blacksun_heavy_weapon3_s04:weapon3
wpn_gyrhil_auto_blaster			blacksun_heavy_weapon1_s02:weapon1	blacksun_heavy_weapon2_s02:weapon2	blacksun_heavy_weapon3_s02:weapon3
wpn_gyrhil_r9x			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
wpn_heavy_blaster			blacksun_heavy_weapon1_s05:weapon1	blacksun_heavy_weapon2_s05:weapon2	blacksun_heavy_weapon3_s05:weapon3
