objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-1	0	object/building/general/npe_space_station.iff	0	150	0	150	1	0	0	0	content_tools.interior_buildout:npe.npe_public_instance:structure.municipal.cloning_facility	instance_name|4|npe_space_station|isControllerObject|0|1|portalProperty.crc|0|1986195772|strBuildout|4|npe_main_station|$|
-2	-1	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-926072031	-2	object/tangible/collection/col_dust_durni_02.iff	1	-1.37025	-0.518706	5.08386	0.819648	0	0.572867	0	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_02|$|
-3	-1	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-4	-1	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-5	-1	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-6	-1	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-7	-1	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-1796953303	-7	object/tangible/collection/col_dust_durni_08.iff	6	56.7434	0.790717	11.807	0.947651	0	-0.319309	0	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_08|$|
-8	-1	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-9	-1	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-1923916974	-9	object/tangible/ground_spawning/area_spawner.iff	8	31.4583	0.8	-32.7652	0.754795	0	0.65596	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|2.000000|fltMinSpawnTime|2|1.000000|fltRadius|2|1.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|npe_collector_01|strSpawnerType|4|area|strSpawns|4|npe_collector|$|
-10	-1	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-3567127	-10	object/tangible/collection/col_dust_durni_05.iff	9	98.1454	0.799996	-12.4584	0.953847	0	0.300293	0	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_05|$|
-11	-1	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-12	-1	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-13	-1	object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
-1944448455	-13	object/tangible/collection/col_dust_durni_10.iff	12	-61.2346	-1.29396	5.01093	1	0	0	0	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_10|$|
-14	-1	object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
-15	-1	object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
-16	-1	object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
-547710022	-16	object/tangible/collection/col_dust_durni_04.iff	15	5.87423	-30.1068	-20.727	0.593819	0	0.804599	0	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_04|$|
-17	-1	object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
-18	-1	object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
-19	-1	object/cell/cell.iff	18	0	0	0	1	0	0	0		$|
-20	-1	object/cell/cell.iff	19	0	0	0	1	0	0	0		$|
-21	-1	object/cell/cell.iff	20	0	0	0	1	0	0	0		$|
-22	-1	object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
-707126493	-22	object/tangible/collection/col_dust_durni_07.iff	21	33.2243	-29.2982	22.0722	1	0	0	0	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_07|$|
-23	-1	object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
-24	-1	object/cell/cell.iff	23	0	0	0	1	0	0	0		$|
-25	-1	object/cell/cell.iff	24	0	0	0	1	0	0	0		$|
-136369189	-25	object/tangible/collection/col_dust_durni_09.iff	24	-10.517	-29.258	41.0624	0.990216	0	-0.139543	0	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_09|$|
-26	-1	object/cell/cell.iff	25	0	0	0	1	0	0	0		$|
-27	-1	object/cell/cell.iff	26	0	0	0	1	0	0	0		$|
-28	-1	object/cell/cell.iff	27	0	0	0	1	0	0	0		$|
-29	-1	object/cell/cell.iff	28	0	0	0	1	0	0	0		$|
-415569238	-29	object/tangible/collection/col_dust_durni_06.iff	28	-58.9335	28.8968	-6.21276	0.922997	0	0.384808	0	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_06|$|
-30	-1	object/cell/cell.iff	29	0	0	0	1	0	0	0		$|
-1594601083	-30	object/tangible/collection/col_dust_durni_01.iff	29	-16.539	28.7041	-83.3105	0.980741	0.00484366	-0.193706	-0.0245236	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_01|$|
-31	-1	object/cell/cell.iff	30	0	0	0	1	0	0	0		$|
-32	-1	object/cell/cell.iff	31	0	0	0	1	0	0	0		$|
-1479912272	-32	object/tangible/collection/col_dust_durni_03.iff	31	-0.260859	28.96	68.9996	0.926798	0	0.375559	0	systems.collections.consume_click	collection.aggro|4|false|collection.slotName|4|col_dust_durni_01:dust_durni_03|$|
