objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-1	0	object/building/general/npe_space_dungeon.iff	0	200	0	490	1	0	0	0	content_tools.interior_buildout:npe.npe_public_instance:structure.municipal.cloning_facility:npe.dungeon_experience_manager	instance_name|4|npe_space_dungeon|isControllerObject|0|1|portalProperty.crc|0|-163521442|strBuildout|4|npe_space_dungeon|$|
-2	-1	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-5	-1	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-8	-1	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-11	-1	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-13	-1	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-17	-1	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-21	-1	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-23	-1	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-25	-1	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-29	-1	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-41	-1	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-44	-1	object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
-47	-1	object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
-49	-1	object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
-50	-1	object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
-53	-1	object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
-56	-1	object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
-59	-1	object/cell/cell.iff	18	0	0	0	1	0	0	0		$|
-61	-1	object/cell/cell.iff	19	0	0	0	1	0	0	0		$|
-64	-1	object/cell/cell.iff	20	0	0	0	1	0	0	0		$|
-66	-1	object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
-70	-1	object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
-72	-1	object/cell/cell.iff	23	0	0	0	1	0	0	0		$|
-75	-1	object/cell/cell.iff	24	0	0	0	1	0	0	0		$|
-79	-1	object/cell/cell.iff	25	0	0	0	1	0	0	0		$|
-81	-1	object/cell/cell.iff	26	0	0	0	1	0	0	0		$|
-85	-1	object/cell/cell.iff	27	0	0	0	1	0	0	0		$|
-88	-1	object/cell/cell.iff	28	0	0	0	1	0	0	0		$|
-91	-1	object/cell/cell.iff	29	0	0	0	1	0	0	0		$|
-95	-1	object/cell/cell.iff	30	0	0	0	1	0	0	0		$|
-97	-1	object/cell/cell.iff	31	0	0	0	1	0	0	0		$|
-99	-1	object/cell/cell.iff	32	0	0	0	1	0	0	0		$|
-100	-1	object/cell/cell.iff	33	0	0	0	1	0	0	0		$|
-105	-1	object/cell/cell.iff	34	0	0	0	1	0	0	0		$|
-107	-1	object/cell/cell.iff	35	0	0	0	1	0	0	0		$|
-144	-1	object/cell/cell.iff	36	0	0	0	1	0	0	0		$|
-149	-1	object/cell/cell.iff	37	0	0	0	1	0	0	0		$|
-152	-1	object/cell/cell.iff	38	0	0	0	1	0	0	0		$|
-154	-1	object/cell/cell.iff	39	0	0	0	1	0	0	0		$|
-157	-1	object/cell/cell.iff	40	0	0	0	1	0	0	0		$|
-160	-1	object/cell/cell.iff	41	0	0	0	1	0	0	0		$|
-161	-1	object/cell/cell.iff	42	0	0	0	1	0	0	0		$|
-187	-1	object/cell/cell.iff	43	0	0	0	1	0	0	0		$|
-194	-1	object/cell/cell.iff	44	0	0	0	1	0	0	0		$|
