template	x	y	z	heading	scene	script
h	f	f[0]	f	f[0]	s	s
object/tangible/jedi/power_shrine.iff	-25	0	25	0		systems.fs_quest.exit_quest.power_shrine
object/tangible/jedi/power_shrine_red.iff	25	0	25	0		systems.fs_quest.exit_quest.power_shrine
object/tangible/jedi/power_shrine.iff	25	0	-25	0		systems.fs_quest.exit_quest.power_shrine
object/tangible/jedi/power_shrine_red.iff	-25	0	-25	0		systems.fs_quest.exit_quest.power_shrine
object/tangible/spawning/fs_quest/final_battle_leader.iff	0	0	0	0		
object/tangible/spawning/fs_quest/final_battle_second.iff	10	0	0	0		
object/tangible/spawning/fs_quest/final_battle_mercenaries.iff	-15	0	-15	0		
object/tangible/spawning/fs_quest/final_battle_thugs.iff	15	0	-15	0		
object/static/structure/general/campfire_fresh.iff	2.30078	-0.160295	4.01458	0		
object/static/structure/general/camp_spit_s01.iff	1.71872	-0.160295	3.91963	83.5914		
object/static/structure/general/camp_spit_s01.iff	2.76384	-0.160295	4.20999	63.7895		
object/static/structure/general/camp_spit_s01.iff	2.32555	-0.160295	3.29718	-24.1314		
object/static/structure/general/trash_pile_s01.iff	-3.48378	-0.160295	2.60774	-120.321		
object/static/structure/tatooine/debris_tatt_crate_1.iff	1.77922	-0.160295	-2.70017	7.44845		
object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	1.60617	-0.160295	-3.9185	-82.5059
object/static/structure/tatooine/debris_tatt_crate_metal_1.iff	-2.18219	-0.160295	1.26657	-12.0325
object/static/structure/general/camp_cot_s01.iff	-1.19929	-0.160295	-4.83821	-20.0535
object/static/structure/tatooine/tent_house_tatooine_style_01.iff	-2.46115	-0.160295	-2.14865	-140.375
object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0.324546	-0.160295	-3.04238	9.74027
object/static/structure/general/trash_pile_s01.iff	-3.64129	-0.160295	2.99713	156.99
object/static/structure/tatooine/debris_tatt_crate_1.iff	-2.30003	-0.160295	1.27906	-110.581
object/static/structure/general/camp_cot_s01.iff	-4.50814	-0.160295	-4.41344	39.5341
object/static/structure/general/camp_cot_s01.iff	-5.41742	-0.160295	-1.44762	99.6947
object/static/structure/tatooine/debris_tatt_crate_metal_1.iff	1.91634	-0.160295	-1.88295	-12.0326
object/static/item/item_container_organic_food.iff	-3.12612	-0.160295	1.08608	137.692
object/static/structure/general/camp_lawn_chair_s01.iff	3.74055	-0.160295	2.4203	-47.7381
object/static/structure/general/camp_lawn_chair_s01.iff	2.0327	-0.160295	1.55194	0.390477
object/static/structure/general/camp_lawn_chair_s01.iff	-0.263604	-0.160295	5.2824	111.154
object/tangible/furniture/all/frn_all_light_lamp_table_s03.iff	0.519644	0.978125	-3.37379	0
object/tangible/camp/camp_crate_s1.iff	-3.76591	-0.160295	0.909974	-18.9076
object/tangible/camp/camp_crate_s1.iff	1.7378	-0.160295	-2.8407	-80.214
