template	x	y	z	heading	scene	script
h	f	f[0]	f	f[0]	s	s
object/mobile/dressed_stormtrooper_m.iff	3.84		-12.53	-15.59		systems.event_perk.invulnerable
object/static/structure/general/banner_imperial_style_01.iff	-10.25		-6.01	90		
object/static/structure/general/banner_imperial_style_01.iff	-4.44		-15.1	0		
object/static/structure/general/banner_imperial_style_01.iff	-4.4		-12.27	0		
object/static/structure/general/banner_imperial_style_01.iff	-3.71		6.65	0		
object/static/structure/general/banner_imperial_style_01.iff	8.74		-5.78	90		
object/static/structure/general/banner_imperial_style_01.iff	11.38		0.06	90		
object/static/structure/general/banner_imperial_style_01.iff	8.81		0.19	90		
object/static/structure/general/banner_imperial_style_01.iff	-12.9		0.62	90		
object/static/structure/general/banner_imperial_style_01.iff	2.2		-12.29	0		
object/static/structure/general/banner_imperial_style_01.iff	11.34		-5.83	90		
object/static/structure/general/banner_imperial_style_01.iff	-12.99		-5.78	90		
object/static/structure/general/banner_imperial_style_01.iff	3.21		6.63	0		
object/static/structure/general/banner_imperial_style_01.iff	3.23		9.04	0		
object/static/structure/general/banner_imperial_style_01.iff	-10.1		0.62	90
object/static/structure/general/banner_imperial_style_01.iff	-3.63		9.51	0
object/static/structure/general/banner_imperial_style_01.iff	2.19		-14.89	0
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	-3.86		4.69	0
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	-7.19		-5.94	0
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	2.3		-10.42	-135
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	2.31		-9.23	-90
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	6.82		-5.95	0
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	-3.87		-9.28	0
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	-7.15		0.22	90
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	5.64		0.22	135
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	-3.83		-10.35	-180
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	2.33		3.54	0
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	2.32		4.69	0
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	-3.83		3.55	0
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	5.63		-5.94	0
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	-8.34		0.24	90		
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	6.84		0.24	0		
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	5.45		4.77	0		
object/tangible/furniture/all/frn_all_light_lamp_candlestick_tbl_s02.iff	-8.38		-5.91	-135		
object/building/player/city/garden_naboo_lrg_01.iff	-0.71		-2.86	0		
object/mobile/dressed_stormtrooper_m.iff	8.76		1.69	-98.89		systems.event_perk.invulnerable
object/mobile/dressed_stormtrooper_m.iff	-10.28		-7.45	79.15		systems.event_perk.invulnerable
object/mobile/dressed_stormtrooper_m.iff	4.73		6.36	-171.61		systems.event_perk.invulnerable
object/mobile/dressed_stormtrooper_m.iff	-10.02		2.33	95.14		systems.event_perk.invulnerable
object/mobile/dressed_stormtrooper_m.iff	-5.91		-12.02	7.3		systems.event_perk.invulnerable
object/mobile/dressed_stormtrooper_m.iff	8.81		-7.64	-75.48		systems.event_perk.invulnerable
object/mobile/dressed_stormtrooper_m.iff	-5.38		6.54	156.42		systems.event_perk.invulnerable
