loc_x	loc_y	loc_z	yaw
f	f	f	f
-5111.1343	75	-6556.22	-42
-5233.778	75	-6554.167	169
-5182.4097	75	-6543.511	-231
-5199.7046	75	-6542.766	-316
-5055.1357	75	-6604.6885	-21
-5189.2354	75	-6620.356	208
-5167.244	75	-6452.958	111
-5126.2295	75	-6468.0176	-222
-5031.6157	75	-6609.44	-240
-5181.116	75	-6602.325	-200
-5221.426	75	-6509.4795	-197
-5157.7275	75	-6487.437	298
-5100.1553	75	-6531.7944	-141
-5243.2173	75	-6503.1196	352
-5214.352	75	-6538.8154	305
-5107.2393	75	-6647.62	-318
-5034.965	75	-6597.426	307
-5178.469	75	-6531.153	313
-5084.9805	74.987885	-6496.7544	-53
-5171.841	75	-6630.0474	133
-5246.387	75	-6592.613	-131
-5111.703	75	-6533.1963	75
-5098.974	75	-6613.1523	253
-5133.222	75	-6610.9883	-52
-5238.185	75	-6580.483	197
-5248.672	75	-6494.497	-335
-5154.7905	75	-6601.1514	302
-5066.4316	75	-6620.5176	-95
-5109.726	75	-6638.976	-97
-5167.3477	75	-6488.5645	-289
-5074.3657	75	-6576.5967	-46
-5110.6577	75	-6532.3257	-321
-5125.323	75	-6587.3633	160
-5084.161	75	-6535.338	-79
-5151.394	75	-6483.7305	-31
-5217.93	75	-6468.3364	152
-5104.2983	75	-6480.173	114
-5294.977	75	-6510.3496	95
-5198.051	75	-6604.214	-275
-5092.588	75	-6639.2	-282
-5210.2134	75	-6504.387	-332
-5253.1396	75	-6582.9526	137
-5183.1367	75	-6489.584	102
-5090.1777	75	-6508.425	339
-5300.8677	75.12783	-6591.0225	-33
-5116.045	75	-6538.8496	-254
-5235.8027	75	-6560.8423	-91
-5078.2407	75	-6611.6206	14
-5126.781	75	-6489.2344	-338
-5154.0503	75	-6527.1567	356
-5105.51	75	-6633.291	124
-5261.5464	75	-6516.134	295
-5136.187	75	-6535.06	300
-5287.642	75	-6563.927	109
-5166.1323	75	-6529.8667	36
-5117.029	75	-6563.0005	-69
-5272.3496	75	-6520.29	13
-5293.6606	75	-6500.202	-217
-5199.772	75	-6542.945	48
-5093.72	75	-6569.9478	-4
-5234.6064	75	-6565.7695	215
-5211.109	75	-6458.312	-176
-5208.7607	75	-6535.438	213
-5149.3223	75	-6503.8086	-146
-5085.615	75	-6648.1143	293
-5269.6787	75	-6572.5093	306
-5260.741	75	-6501.4424	-205
-5262.252	75	-6611.9346	223
-5212.2227	75	-6553.2437	-210
-5090.228	75	-6520.002	0
-5137.1846	75	-6551.8574	-205
-5181.832	75	-6462.6274	-226
-5042.262	75	-6640.1895	82
-5229.958	75	-6539.05	2
-5109.952	75	-6469.1377	-46
-5045.5605	75	-6580.5635	201
-5269.784	75	-6583.1646	358
-5168.5435	75	-6541.9497	-30
-5190.4736	75	-6534.058	-282
-5279.2695	75	-6490.423	321
-5069.7954	75	-6593.538	227
-5089.923	75	-6520.047	341
-5310.8687	75	-6527.0093	-243
-5108.1187	75	-6600.3633	-209
-5292.992	75	-6585.301	278
-5207.518	75	-6451.426	-150
-5081.595	75	-6635.734	309
-5206.129	75	-6475.668	121
-5228.0503	75	-6487.164	-111
-5121.3	75	-6536.1	256
-5140.882	75	-6501.0786	-213
-5093.0654	75	-6534.83	161
-5050.9976	75	-6624.0283	-169
-5155.0723	75	-6520.426	-149
-5143.8203	75	-6474.0664	184
-5142.1733	75	-6491.568	-275
-5293.909	75	-6598.111	160
-5181.455	75	-6505.2705	120
-5090.452	75	-6507.9585	-152
-5070.2744	75	-6646.8296	-139
-5226.1514	75	-6450.9004	84
-5098.406	75	-6623.1	-255
-5218.948	75	-6480.031	-187
-5306.225	75	-6506.59	98
-5117.462	75	-6606.9224	-338
-5149.6777	75	-6534.8574	46
-5082.067	75	-6542.225	52
-5289.035	75	-6522.764	-135
-5250.3574	75	-6523.831	-263
-5214.787	75	-6571.4004	-42
-5150.724	75	-6612.4795	-254
-5245.418	75	-6514.123	341
