loc_x	loc_y	loc_z	yaw
f	f	f	f
-239.7	28	-4502.1	-157
-165.5	28	-4482.6	129
-230.9	28	-4461	-164
-246.7	28	-4419.7	-122
-176.9	28	-4410	79
-179	28	-4448.2	141
-132.2	28	-4424.5	115
-158.8	28	-4464.6	-39
-54	28	-4483.5	92
-10.5	28	-4465.1	98
5.5	28	-4520.9	-141
57.7	28	-4570.5	137
37.2	28	-4585	-147
51.1	28	-4625.4	143
70.7	28	-4670.2	-179
160.1	28	-4718.4	109
136	28	-4705.1	-96
125.1	28	-4651.1	66
190.5	28	-4624.9	119
121.5	28	-4569.7	-165
57.9	28	-4678.3	-153
30.2	28	-4619.5	-145
29	28	-4716.9	-133
55.5	28	-4767.4	70
33.7	28	-4810.5	-154
-34	28	-4825.9	-149
-0.2	28	-4860.8	79
168.4	28	-4730.2	44
138.1	28	-4446.6	-41
-55.6	28	-4876.5	-122
-148	28	-4842.1	-127
-211.8	28	-4804.4	-163
-175.2	28	-4763.3	-77
-181.6	28	-4700.7	96
-105.6	28	-4673.2	97
-104.3	28	-4586.2	-22
-152.5	28	-4544.2	-126
-137.4	28	-4584.1	80
-195.2	28	-4615.8	-70
-247.2	28	-4594	37
-269.9	28	-4525.2	-33
-317.3	28	-4535.5	-101
-332	28	-4599.6	79
-419.7	28	-4619.5	176
-436.3	28	-4684.4	-96
-464	28	-4713.7	-13
-489.9	28	-4691.7	113
-426.1	28	-4638.8	92
-373.9	28	-4586.1	-22
-388.9	28	-4530.3	0
-391.5	28	-4441.3	-58
-342	28	-4390.6	0
-291.7	28	-4333.1	8
-356.5	28	-4369.4	177
-469.5	28	-4394.7	-47
-506.4	28	-4440.8	-177
-474.2	28	-4511.8	138
-536.5	28	-4559.4	-55
-542.3	28	-4518.3	59
-581.5	28	-4526	170
-549.6	28	-4621.5	97
-587.2	28	-4408.6	-17
-579	28	-4355.2	86
-567.2	28	-4310.8	-16
-560.9	28	-4253.4	179
-514.9	28	-4206.9	153
-455	28	-4167.1	-111
-453.9	28	-4207.9	-55
-379	28	-4258.4	-125
-327.9	28	-4305.9	55
-298.9	28	-4258	148
-291	28	-4161.1	0
-280	28	-4117.1	104
-208.7	28	-4234.1	-90
-172.7	28	-4180.7	8
-121.5	28	-4185.1	-64
-82.2	28	-4185	-105
22	28	-4212	-167
-15.6	28	-4266.5	-131
-61.8	28	-4270.3	102
33.3	28	-4373.4	124
55.3	28	-4418.5	171
118.9	28	-4402.2	95
123.7	28	-4499.5	175
134.1	28	-4550.5	-61
182.1	28	-4571.4	158
-66.4	28.5	-4611.6	-82
-390.5	28	-4471.2	0
-380.5	28	-4210.2	-78
-554.2	28	-4395.1	-90
-587.9	28	-4533.3	177
-530.6	28	-4572.8	35
-495.2	28	-4623.1	124
-455.2	28	-4604.1	153
-200.6	28	-4342.2	-19
-80.6	28	-4384.8	102
-62.4	28	-4412.6	121
-97	28	-4334.7	-95
-43	28	-4375	0
-7	28	-4431	0
-44	28	-4507	0
-89	28	-4581	0
-36	28	-4631	0
71	28	-4218	0
-505	28	-4638	0
-357	28	-4797	0
-287	28	-4751	0
-322	28	-4768	0
-382	28	-4715	0
-257	28	-4663	0
-140	28	-4736	0
-454	28	-4336	0
-413	28	-4249	0
57	28	-4526	0
42	28	-4459	0
-38	28	-4565	0
-125	28	-4524	0
-400	28	-4672	0
-440	28	-4563	0
-233	28	-4409	0
-250	28	-4439	0
-172	28	-4410	0
-43	28	-4498	0
-115	28	-4321	0
-80	28	-4342	0
-50	28	-4300	0
-77	28	-4251	0
-15	28	-4290	0
-7	28	-4243	0
58	28	-4236	0
-98	28	-4125	0
-110	28	-4202	0
-121	28	-4209	0
-156	28	-4077	0
-362	28	-4118	0
-272	28	-4152	0
-279	28	-4229	0
-311	28	-4151	0
-420	28	-4333	0
-363	28	-4212	0
-433	28	-4208	0
-343	28	-4302	0
-461	28	-4393	0
-488	28	-4393	0
-528	28	-4364	0
-553	28	-4312	0
-502	28	-4314	0
-391	28	-4514	0
-496	28	-4596	0
-549	28	-4572	0
-588	28	-4623	0
-585	28	-4451	0
-566	28	-4395	0
-574	28	-4341	0
-545	28	-4451	0
-490	28	-4454	0
-303	28	-4535	0
-301	28	-4459	0
-295	28	-4357	0
-248	28	-4347	0
-231	28	-4436	0
-266	28	-4694	0
-226	28	-4694	0
-162	28	-4664	0
87	28	-4684	0
97	28	-4718	0
181	28	-4672	0
137	28	-4672	0
-518	28	-4653	0
