spawn_who	name	x_offset	y_offset	z_offset	yaw	defaultCalmMood	instrument	instrumentEquipped	instrument_x_offset	instrument_z_offset	objvar_name	objvar_value	creatureStatic	tracking_name	comments
s	s	f	f	f	f	s	s[none]	i[0]	f	f	s[none]	i[0]	i[1]	s	c
rebel_emperorsday_vendor		0	0	8	0	npc_imperial								vendor	All tracking_names must be unique
rebel_emperorsday_soldier		-12	0	2	-25	conversation	object/weapon/ranged/rifle/rifle_laser.iff	1			soldier	1	0	soldier_01	
object/path_waypoint/path_waypoint.iff		-12	0	2	-25						spawnsoldier1			soldier_01_start	
object/path_waypoint/path_waypoint.iff		-4	0	7	0						pathsoldier1			soldier_01_end	
rebel_emperorsday_soldier		-12	0	4	180	conversation	object/weapon/ranged/rifle/rifle_laser.iff	1			soldier	2	0	soldier_02	
object/path_waypoint/path_waypoint.iff		-12	0	4	180						spawnsoldier2			soldier_02_start	
object/path_waypoint/path_waypoint.iff		-6	0	7	0						pathsoldier2			soldier_02_end	
rebel_emperorsday_soldier		-14	0	2	35	bored	object/weapon/ranged/rifle/rifle_laser.iff	1			soldier	3	0	soldier_03	
object/path_waypoint/path_waypoint.iff		-14	0	2	35						spawnsoldier3			soldier_03_start	
object/path_waypoint/path_waypoint.iff		4	0	7	0						pathsoldier3			soldier_03_end	
rebel_emperorsday_soldier		12	0	3	45	conversation	object/weapon/ranged/rifle/rifle_laser.iff	1			soldier	4	0	soldier_04	
object/path_waypoint/path_waypoint.iff		12	0	3	45						spawnsoldier4			soldier_04_start	
object/path_waypoint/path_waypoint.iff		6	0	7	0						pathsoldier4			soldier_04_end	
rebel_emperorsday_soldier		14	0	5	215	conversation	object/weapon/ranged/rifle/rifle_laser.iff	1			soldier	5	0	soldier_05	
object/path_waypoint/path_waypoint.iff		14	0	5	215						spawnsoldier5			soldier_05_start
object/path_waypoint/path_waypoint.iff		-4	0	5	0						pathsoldier5			soldier_05_end
rebel_emperorsday_soldier		3	0	15	160	conversation	object/weapon/ranged/rifle/rifle_laser.iff	1			soldier	6	0	soldier_06
object/path_waypoint/path_waypoint.iff		3	0	15	160						spawnsoldier6			soldier_06_start
object/path_waypoint/path_waypoint.iff		-6	0	5	0						pathsoldier6			soldier_06_end
rebel_emperorsday_soldier		5	0	13	230	conversation	object/weapon/ranged/rifle/rifle_laser.iff	1			soldier	7	0	soldier_07
object/path_waypoint/path_waypoint.iff		5	0	13	230						spawnsoldier7			soldier_07_start
object/path_waypoint/path_waypoint.iff		4	0	5	0						pathsoldier7			soldier_07_end
rebel_emperorsday_soldier		3	0	12	45	bored	object/weapon/ranged/rifle/rifle_laser.iff	1			soldier	8	0	soldier_08
object/path_waypoint/path_waypoint.iff		3	0	12	45						spawnsoldier8			soldier_08_start
object/path_waypoint/path_waypoint.iff		6	0	5	0						pathsoldier8			soldier_08_end
object/path_waypoint/path_waypoint.iff		4	0	58	0						spawnCeleb			falcon_ramp
object/path_waypoint/path_waypoint.iff		15	0	70	0						shuttleLanding			falcon_land
object/path_waypoint/path_waypoint.iff		0	0	10	0						pathLeia			leia_waypoint
object/path_waypoint/path_waypoint.iff		13	0	25	0						pathHan			han_waypoint
object/path_waypoint/path_waypoint.iff		15	0	25	0						pathChewie			chewie_waypoint
object/path_waypoint/path_waypoint.iff		40	0	2	35						left_most			left_most_waypoint
object/path_waypoint/path_waypoint.iff		-40	0	2	35						right_most			right_most_waypoint
rebel_emperorsday_spec_ops		-34	0	3	-22	conversation	object/weapon/ranged/carbine/carbine_dh17_black.iff	1			soldier	9	0	spec_force_01
object/path_waypoint/path_waypoint.iff		-34	0	3	-22						spawnsoldier9			spec_force_01_start
object/path_waypoint/path_waypoint.iff		-6	0	4	0						pathsoldier9			spec_force_01_end
rebel_emperorsday_spec_ops		-33	0	4	180	conversation	object/weapon/ranged/carbine/carbine_dh17_black.iff	1			soldier	10	0	spec_force_02
object/path_waypoint/path_waypoint.iff		-33	0	4	180						spawnsoldier10			spec_force_02_start
object/path_waypoint/path_waypoint.iff		-4	0	4	0						pathsoldier10			spec_force_02_end
rebel_emperorsday_spec_ops		-33	0	3	-26	conversation	object/weapon/ranged/carbine/carbine_dh17_black.iff	1			soldier	11	0	spec_force_03
object/path_waypoint/path_waypoint.iff		-33	0	3	-26						spawnsoldier11			spec_force_03_start
object/path_waypoint/path_waypoint.iff		-2	0	4	0						pathsoldier11			spec_force_03_end
rebel_emperorsday_spec_ops		-1	0	4	0	conversation	object/weapon/ranged/carbine/carbine_dh17_black.iff	1			soldier	12	0	spec_force_04
object/path_waypoint/path_waypoint.iff		-1	0	4	0						spawnsoldier12			spec_force_04_start
object/path_waypoint/path_waypoint.iff		-1	0	10	0						pathsoldier12			spec_force_04_end
rebel_emperorsday_spec_ops		1	0	4	0	bored	object/weapon/ranged/carbine/carbine_dh17_black.iff	1			soldier	13	0	spec_force_05
object/path_waypoint/path_waypoint.iff		1	0	4	0						spawnsoldier13			spec_force_05_start
object/path_waypoint/path_waypoint.iff		1	0	10	0						pathsoldier13			spec_force_05_end
rebel_emperorsday_spec_ops		34	0	3	-22	conversation	object/weapon/ranged/carbine/carbine_dh17_black.iff	1			soldier	14	0	spec_force_06
object/path_waypoint/path_waypoint.iff		34	0	3	-22						spawnsoldier14			spec_force_06_start
object/path_waypoint/path_waypoint.iff		6	0	4	0						pathsoldier14			spec_force_06_end
rebel_emperorsday_spec_ops		33	0	4	180	conversation	object/weapon/ranged/carbine/carbine_dh17_black.iff	1			soldier	15	0	spec_force_07
object/path_waypoint/path_waypoint.iff		33	0	4	180						spawnsoldier15			spec_force_07_start
object/path_waypoint/path_waypoint.iff		4	0	4	0						pathsoldier15			spec_force_07_end
rebel_emperorsday_spec_ops		33	0	3	-26	conversation	object/weapon/ranged/carbine/carbine_dh17_black.iff	1			soldier	16	0	spec_force_08
object/path_waypoint/path_waypoint.iff		33	0	3	-26						spawnsoldier16			spec_force_08_start
object/path_waypoint/path_waypoint.iff		2	0	4	0						pathsoldier16			spec_force_08_end
rebel_emperorsday_pilot		-26	0	9	-10	bored					soldier	17	0	pilot_01
object/path_waypoint/path_waypoint.iff		-26	0	9	-10						spawnsoldier17			pilot_01_start
object/path_waypoint/path_waypoint.iff		-7	0	9	90						pathsoldier17			pilot_01_end
rebel_emperorsday_pilot		-27	0	10	90	conversation					soldier	18	0	pilot_02
object/path_waypoint/path_waypoint.iff		-27	0	10	90						spawnsoldier18			pilot_02_start
object/path_waypoint/path_waypoint.iff		-7	0	10	90						pathsoldier18			pilot_02_end
rebel_emperorsday_pilot		26	0	9	10	conversation					soldier	19	0	pilot_03
object/path_waypoint/path_waypoint.iff		26	0	9	10						spawnsoldier19			pilot_03_start
object/path_waypoint/path_waypoint.iff		7	0	9	-90						pathsoldier19			pilot_03_end
rebel_emperorsday_pilot		27	0	10	-90	conversation					soldier	20	0	pilot_04
object/path_waypoint/path_waypoint.iff		27	0	10	-90						spawnsoldier20			pilot_04_start
object/path_waypoint/path_waypoint.iff		7	0	10	-90						pathsoldier20			pilot_04_end
rebel_emperorsday_pilot		25	0	10	90	conversation					soldier	21	0	pilot_05
object/path_waypoint/path_waypoint.iff		25	0	10	90						spawnsoldier21			pilot_05_start
object/path_waypoint/path_waypoint.iff		7	0	11	-90						pathsoldier21			pilot_05_end
rebel_emperorsday_pilot		-25	0	10	-90	bored					soldier	22	0	pilot_06
object/path_waypoint/path_waypoint.iff		-25	0	10	-90						spawnsoldier22			pilot_06_start
object/path_waypoint/path_waypoint.iff		-7	0	11	90						pathsoldier22			pilot_06_end
rebel_emperorsday_pilot		26	0	11	180	conversation					soldier	23	0	pilot_07
object/path_waypoint/path_waypoint.iff		26	0	11	180						spawnsoldier23			pilot_07_start
object/path_waypoint/path_waypoint.iff		7	0	12	-90						pathsoldier23			pilot_07_end
rebel_emperorsday_pilot		-26	0	11	180	conversation					soldier	24	0	pilot_08
object/path_waypoint/path_waypoint.iff		-26	0	11	180						spawnsoldier24			pilot_08_start
object/path_waypoint/path_waypoint.iff		-7	0	12	90						pathsoldier24			pilot_08_end
