loc_x	loc_y	loc_z	yaw
f	f	f	f
556.19806	6	-2935.1067	-235
449.9585	6	-3036.905	317
678.1519	6	-2884.4634	176
372.1009	6	-3060.2646	-261
437.81952	6	-3079.6555	94
564.61957	6	-2841.5596	171
419.62735	6	-3043.7354	-248
372.49948	6	-2946.5452	118
455.21738	6	-3177.143	-80
424.41333	6	-2895.835	-207
544.16187	6	-3037.8916	179
279.90265	6	-2822.029	-122
387.54236	6	-2951.3884	282
507.33282	6	-3008.9912	226
475.53668	6	-3128.4062	-1
610.8163	6	-2859.777	51
559.0433	6	-2957.7964	-29
502.21906	6	-3240.7002	68
594.58905	6	-2959.525	-106
304.7567	6	-2992.6614	-90
166.1349	6	-2971.9324	-45
493.31946	6	-2931.6028	314
321.09488	6	-3146.3518	-44
588.01056	6	-3088.1418	320
608.9201	6	-3194.8403	-109
285.1642	6	-3173.54	39
358.49487	6	-2945.768	98
290.37354	6	-3011.7087	-126
345.76193	6	-2972.7483	-267
266.96695	6	-2843.337	-76
364.02032	6	-2861.4746	-228
353.03555	6	-3050.5566	-104
418.91403	6	-3074.9514	237
459.24878	6	-2773.9292	-101
614.3639	6	-2923.0928	150
458.5969	6	-3247.03	244
223.62047	6	-3053.3582	146
624.4648	6	-2962.7998	-294
705.4199	6	-3042.4956	136
712.9619	6	-3078.0256	-250
399.7186	6	-2857.6448	-37
621.02277	6	-3040.3376	-10
342.20532	6	-2917.325	-176
371.3721	6	-3169.6104	93
270.22156	6	-3011.0251	202
660.1453	6	-3076.9214	-326
625.9697	6	-3194.5703	27
284.87674	6	-3146.6462	73
655.1831	6	-2914.7793	222
331.2206	6	-3034.276	-342
208.84901	6	-3007.7925	154
273.10867	6	-3099.545	-141
651.2834	6	-3202.4458	-319
131.98337	6	-2815.7483	235
347.3712	6	-3169.6562	236
164.25801	6	-2819.411	-323
690.0169	6	-2896.704	-239
548.17725	6	-2823.547	-175
513.9455	6	-3054.9766	349
644.7776	6	-2843.759	135
133.8966	6	-2800.7817	184
382.70538	6	-2978.5764	-20
262.7496	6	-3071.9397	191
346.89355	6	-3016.695	-188
336.89343	6	-3063.3877	-90
729.0798	6	-3183.7927	287
262.96436	6	-2992.7356	-316
387.87552	6	-2818.1875	20
200.72589	6	-3080.9246	-320
542.22504	6	-2958.2249	-61
635.90656	6	-2901.8577	285
136.16489	6	-3025.5361	-58
220.31662	6	-3031.7651	105
591.4428	6	-2921.522	295
725.62836	6	-3136.7644	134
334.6768	6	-3129.6033	72
151.74243	6	-3015.113	301
233.16023	6	-2865.196	-141
291.0393	6	-3130.9568	-55
296.93256	6	-3068.9102	-122
472.89014	6	-2864.529	-134
250.44916	6	-3100.139	73
168.20625	6	-2888.076	47
420.04208	6	-3116.391	202
495.65628	6	-2864.5378	-263
691.2873	6	-3043.4211	90
700.5904	6	-2993.5823	-10
227.98526	6	-2817.5571	-68
233.11363	6	-2855.6758	-354
652.1498	6	-3135.6196	141
465.24094	6	-3083.296	-60
413.78235	6	-3026.15	-160
418.25433	6	-2753.67	18
219.75769	6	-3092.22	-113
482.23245	6	-3023.6492	252
342.6766	6	-2877.0652	22
318.42783	6	-3079.5327	-162
401.17203	6	-3169.1401	288
573.99585	6	-3064.7185	-170
576.0219	6	-3084.3325	214
205.21506	6	-2982.0657	-32
413.48996	6	-3000.6882	-200
299.03616	6	-2865.992	-122
289.05402	6	-2777.4314	-274
323.04822	6	-3092.0054	93
394.18616	6	-3066.7046	42
506.08783	6	-2902.09	338
153.8578	6	-2935.9004	-49
312.69824	6	-2968.3735	100
654.16327	6	-3071.5854	-8
483.1052	6	-2951.6523	79
693.46826	6	-2890.4697	-177
501.16467	6	-2833.683	-75
305.1086	6	-2975.3953	-226
135.00636	6	-2911.2224	152
492.06445	6	-3196.45	-169
397.73123	6	-2744.3042	21
202.34541	6	-3056.1853	-60
585.8447	6	-3190.1472	51
129.956	6	-2878.3276	-201
406.9465	6	-2799.133	-229
424.13385	6	-2959.886	47
724.64606	6	-3206.4888	60
396.63834	6	-3127.4998	261
610.0491	6	-2905.133	55
441.97617	6	-3197.7883	-314
179.28777	6	-2792.2654	227
700.5491	6	-3003.8992	251
288.84528	6	-2797.7695	320
136.0058	6	-2963.9395	-337
446.6698	6	-3227.219	-352
369.1713	6	-3076.764	-307
319.05362	6	-2897.4417	153
260.03165	6	-2831.301	249
220.50337	6	-3066.571	-236
297.25424	6	-3047.4827	168
185.39557	6	-2992.909	-15
371.11502	6	-3050.9646	-9
649.61487	6	-3150.7288	-20
151.94777	6	-2798.8518	-299
472.53357	6	-3177.3145	-121
342.34213	6	-2944.019	-227
434.54156	6	-2824.586	354
467.43182	6	-2972.4822	304
658.75824	6	-3103.796	-228
385.70193	6	-3078.2021	-165
202.27101	6	-3039.3787	100
153.43445	6	-2985.0364	122
333.08813	6	-3163.4937	30
131.01393	6	-2834.7678	-247
595.9779	6	-3023.9727	39
307.2662	6	-3034.6523	-158
724.26685	6	-3089.3452	133
189.67653	6	-2840.5237	-38
480.55322	6	-3010.2495	-300
729.73755	6	-3170.771	-164
283.19458	6	-3083.2595	113
215.99844	6	-2833.6943	221
491.381	6	-2880.5952	-253
280.84378	6	-2745.4783	11
531.64514	6	-3063.462	273
506.60596	6	-2880.6636	-152
154.23125	6	-2914.9272	233
237.21742	6	-2817.4268	357
322.24323	6	-3107.335	-141
597.6392	6	-3162.5405	-120
435.9717	6	-2859.2646	-201
505.80893	6	-3196.941	82
153.0762	6	-3001.3794	232
321.16647	6	-3008.4717	158
573.2315	6	-2858.1426	174
490.03543	6	-2824.79	225
382.62695	6	-2858.4268	-161
364.25137	6	-2755.6833	-158
251.052	6	-3022.698	35
153.38252	6	-3107.3987	-222
575.2325	6	-2824.2068	-232
429.1258	6	-3217.809	-332
252.92523	6	-2843.3508	358
288.0358	6	-3051.5608	-118
474.09796	6	-3246.5574	-278
491.90378	6	-3087.9465	190
512.5297	6	-2956.88	322
704.12964	6	-2972.3992	27
596.8675	6	-2948.4697	183
712.61163	6	-3102.198	62
585.29047	6	-3132.2073	-138
323.04987	6	-2822.6133	181
378.79437	6	-2905.4023	-145
525.6334	6	-2935.066	-313
572.2652	6	-3007.1643	328
325.76822	6	-2955.8472	120
526.0139	6	-2824.8186	124
470.3827	6	-3116.1084	-353
390.53452	6	-3007.9631	209
120.57086	5.9873943	-3093.7522	-69
577.1977	6	-3044.0752	206
136.4653	6	-2977.4653	48
316.1937	6	-3173.805	-272
147.48729	6	-2857.8198	-160
391.75964	6	-2934.4558	307
342.52353	6	-2892.9414	-110
413.27652	6	-3109.544	-247
192.84262	6	-2800.7678	-267
374.2154	6	-3023.3613	-158
362.46313	6	-2966.3938	-36
419.3637	6	-2859.018	-333
583.9543	6	-2973.6406	51
412.42798	6	-2975.8506	-184
567.136	6	-2903.2415	260
614.16504	6	-2957.7722	201
559.9841	6	-2915.9075	-74
396.0612	6	-2994.7747	129
338.3511	6	-2780.314	-277
606.7201	6	-3110.523	-144
313.80743	6	-2850.37	-232
523.5074	6	-2877.5532	-323
481.52917	6	-2894.3284	192
447.9766	6	-2865.2473	57
293.2064	6	-3107.9094	-325
210.68857	6	-2850.8328	-265
657.60785	6	-3030.3503	188
499.44073	6	-2973.6733	340
226.75569	6	-2833.8147	-218
354.38507	6	-3060.6265	-241
152.05913	6	-3038.503	62
444.11325	6	-3062.6921	28
681.5489	6	-2962.74	264
225.66501	6	-3004.7056	291
493.54663	6	-3133.6177	137
180.08107	6	-3104.6848	-321
284.90417	6	-3124.239	179
380.6552	6	-3045.5361	-281
598.3565	6	-2850.1387	-263
518.47186	6	-3037.0417	180
463.31702	6	-2894.4565	134
626.9334	6	-2873.2507	58
652.83344	6	-3218.911	50
443.46112	6	-2894.0107	-241
310.22256	6	-2745.3691	153
357.7906	6	-2817.8386	248
377.79095	6	-2874.4326	-12
496.12958	6	-2995.3997	188
185.44197	6	-3047.8293	280
595.1917	6	-2974.0884	168
545.6122	6	-3064.6592	87
329.64243	6	-2742.1401	263
473.7651	6	-3151.3704	274
475.1909	6	-3082.6248	-39
237.30296	6	-3004.3462	-187
450.16345	6	-2974.9792	-109
676.3569	6	-3110.1807	41
140.71922	6	-3054.3298	-341
232.33133	6	-3100.7964	119
337.806	6	-3007.1086	195
142.24675	6	-2910.9854	58
446.15045	6	-3091.0305	-98
121.65057	6	-3045.871	268
298.46564	6	-3148.178	307
451.2287	6	-3011.3315	-15
348.23074	6	-3033.402	-125
409.02573	6	-2892.3975	-264
592.94403	6	-2875.425	340
331.32486	6	-2861.5168	66
655.18646	6	-2961.7363	182
595.29425	6	-3005.8362	-62
720.50793	6	-3151.5952	-189
169.07007	6	-2934.143	154
