loc_x	loc_y	loc_z	yaw
f	f	f	f
4980.2	-207.1	6903.7	-34
4941.3	-206.6	6882.3	-18
4957.5	-201.7	6835.2	156
5000.5	-192.1	6833.4	-105
5005.2	-192	6823.8	126
4950.7	-192	6783.8	-143
4995.1	-192	6782.5	45
4920.7	-192	6755.1	-38
4945.4	-192	6685.6	41
4959.4	-192	6653.4	61
5003.1	-192	6631.5	148
5010.6	-192	6672.9	47
5039.4	-192	6671.5	-45
5054.6	-192	6654.9	42
5086.1	-192	6595.8	47
5011.2	-192	6765.2	-34
5053.9	-192	6775.4	48
5011.9	-192	6791.6	42
5028	-192	6825.7	22
5065.8	-192	6808.7	144
5077.5	-192	6780.8	48
5124.1	-192	6736.5	67
5163.3	-192	6756	36
5162.2	-192	6818.9	13
5163.9	-192	6853.7	-156
5103.5	-192	6798.6	143
5204.9	-192	6787.2	46
5240.4	-192	6787.9	144
5261	-192	6803.6	-100
5313.3	-192	6800.7	95
5261.9	-192	6773.8	-44
5346.7	-192	6715.4	14
5406.1	-192	6728.8	88
5404.8	-192	6693.3	-84
5410.4	-192	6656.1	87
5377.8	-192	6633	-172
5408.1	-192	6644.4	97
5370.5	-192	66579.1	-133
5330.1	-192	6605.6	-4
5277.2	-192	6559.3	83
5271.1	-192	6605.1	-164
5237.7	-192	6571.5	116
5214.6	-192	6650.1	23
5158.5	-192	6600	136
5205.9	-192	6576	-39
5199.5	-192	6546.9	126
5150.7	-192	6577.8	40
5161	-192	6629.7	-12
