loc_x	loc_y	loc_z	yaw
f	f	f	f
4986.1	-192	6820.4	-170
4953.6	-192	6795.8	70
4983.9	-192	6789.6	-144
5015.6	-192	6752.8	-115
5007	-192	6721.8	50
4950.4	-192	6762.2	137
4947.8	-192	6747.5	-60
4976.7	-192	6664.2	-135
4989.6	-192	6632.5	-32
5017.7	-192	6674.7	157
5080.5	-192	6654.8	-54
5098	-192	6800.9	-50
5140.8	-192	6825.1	-22
5176	-192	6814.5	-126
5106.6	-192	6742.5	-157
5165.5	-192	6741.3	-51
5204.2	-192	6753.3	66
5193.1	-192	6680.6	3
5143.9	-192	6632.1	-50
5095.6	-192	6584.7	-41
5196.6	-192	6562.3	43
5183.1	-192	6626.4	57
5247.4	-192	6575.1	17
5339.6	-192	6592.7	148
5373.8	-192	6586.8	-42
5367	-192	6633.7	131
5398.3	-192	6674.7	-91
5375.5	-192	6708.7	55
5336	-192	6713.2	6
5274.3	-192	6804.4	7
