loc_x	loc_y	loc_z	yaw
f	f	f	f
-5563.8	21	-2762.3	-83
-5609	21	-2734.3	3
-5597.2	21	-2689.9	84
-5539.7	21	-2664.6	-92
-5477.2	21	-2609.9	-7
-5431.8	21	-2692	-90
-5396.7	21	-2683.4	-97
-5535.7	21	-2766	90
-5571.9	21	-2736.8	170
-5535.6	21	-2698.2	176
-5599.5	21	-2593.1	3
-5527.1	21.1	-2635.9	60
-5426.4	21	-2626.4	-84
-5445.5	21	-2645.3	-177
-5280.3	21	-2571.9	31
-5239	21	-2610.5	110
-5182.8	21	-2607.3	-97
-5185.1	21	-2651.8	7
-5149.9	21	-2634.1	137
-5110.7	21	-2612.3	-141
-5103.8	21	-2642.7	148
-5063.7	21	-2568.9	-138
-5055.7	21	-2566.2	138
-5006.5	21	-2551.3	-86
-4940.9	21	-2499.8	-93
-5005.2	21	-2426.7	62
-5044.1	21	-2386.4	-17
-5036.5	21	-2318.6	-38
-5055.4	21	-2300.6	-49
-5159.3	21	-2403.5	32
