loc_x	loc_y	loc_z	yaw
f	f	f	f
3182.557	290	4982.9004	-176
3401.95	308	5510.68	306
3164.8718	300	5130.5703	71
3153.0293	300	5224.9873	232
3195.116	300	5314.3906	-302
3131.5303	300	5152.0996	-64
3274.006	300	5447.2236	212
3152.4783	290	4991.6646	72
3145.4807	300	5144.856	272
3331.686	308	5654.991	330
3287.1482	308	5562.889	8
3152.608	290	4982.3335	-54
3284.9485	300	5388.025	157
3074.3904	280.05585	5024	204
3327.6697	324	5719.999	-252
3056.385	300	5168.92	23
3087.745	300	5173.3354	340
3126.9478	300	5132.529	-302
3099.0654	300	5138.626	133
3152.9722	300	5213.874	267
3345.633	308	5663.408	23
3352.2122	308	5487.265	-11
3083.5735	280	5007.0303	-269
3068.013	300	5254.46	71
3377.3684	308	5516.1646	-172
3332.259	308	5509.3823	298
3205.1643	300	5223.683	-51
3180.6433	300	5155.134	347
3115.6526	300	5229.2715	317
3202.484	300	5287.359	146
3093.814	280	4995.667	243
3214.5837	290	4963.256	165
3164.0408	300	5316.6294	-65
3215.5034	290	5037.4087	166
3114.3416	284.9464	5002.5156	-64
3180.3433	300.32404	5118.9155	-203
3218.8042	300	5216.925	73
3296.8079	300	5375.084	-164
3243.3232	290	4990.1367	140
3410.2124	308	5682.7656	295
3201.4492	300	5459.832	107
3143.217	289.97177	4990.3433	316
3095.7983	279.9825	5008.2676	-277
3199.726	300	5304.0327	101
3134.4646	300	5255.2344	-123
3447.0034	308	5665.6533	137
3434.8054	308	5563.781	-16
3158.1602	290	4958.9614	-228
3255.1443	290.00037	4953.8145	-223
3230.14	300.0062	5207.075	50
3111.4958	300	5220.4614	66
3442.917	308	5617.6084	-138
3088.044	280	4986.609	222
3297.86	308	5511.061	140
3141.2917	289.93823	4969.3545	-330
3178.794	300	5323.002	263
3128.2285	300	5166.9287	-283
3161.475	300	5144.803	243
3101.366	300	5224.76	-223
3121.6995	300	5155.6562	-168
3170.5205	300	5299.1753	245
3360.6245	308	5449.871	75
3161.9744	300	5153.2495	177
3172.7925	300	5163.748	-224
3242.9023	290	4964.2065	-293
3313.7405	308.59192	5631.5605	228
3149.2566	300	5166.721	-272
3234.6333	300	5456.77	95
3165.8662	300	5270.405	-119
3173.4858	294.99866	5071.433	-79
3108.8574	300	5135.225	90
3094.2454	279.99402	4991.2075	241
3084.7175	280	4996.924	-298
3248.1362	290	5029.0405	78
3121.6177	300	5189.852	39
3170.6711	300.07895	5119.0444	116
3126.4192	300	5214.62	40
3223.1042	290	5046.0024	-339
3267.011	300	5433.0186	37
3100.2085	300	5161.336	-164
3289.636	308.0373	5600.8506	31
3070.646	300	5269.518	-231
3082.0718	300	5252.638	-147
3307.695	300	5386.164	278
3310.6372	308	5570.7773	-225
3098.3208	300	5237.1265	92
3065.1914	300	5139.1587	235
3094.0854	300	5275.1465	-134
3182.4595	290	5033.1167	-218
3319.9094	308	5541.044	288
3304.3083	300	5412.1475	-11
3103.129	279.78738	5025.742	281
3417.5295	308	5502.008	-257
3064.4817	300	5158.8794	-88
3155.3708	300.73468	5096.7056	165
3264.2874	300	5381.024	145
3311.9253	308	5518.7383	-6
3190.9663	300	5436.3213	-295
3166.4968	290	4993.8623	156
3118.0833	300	5169.351	94
3127.372	285.0841	4998.8125	68
3190.9832	294.78824	5066.755	-185
3225.2922	300	5438.3555	-49
3251.961	300	5421.277	262
3119.8796	300	5210.058	279
3303.0576	308	5501.343	-358
3168.942	300	5217.6094	-81
3184.1282	290	4976.17	-213
3179.9773	300	5294.012	257
3221.9822	300	5354.2427	177
3160.822	300	5390.6836	39
3195.943	300	5352.0215	61
3244.3467	300	5375.3667	262
3164.113	300	5403.599	153
3190.3647	300	5419.9053	-304
3181.002	300	5364.4775	-217
