loc_x	loc_y	loc_z	yaw
f	f	f	f
4972.8	-192	6808.9	129
4957.5	-192	6780.4	18
5000.3	-192	6774.9	-141
4987.2	-192	6750.5	55
5027.6	-192	6727.5	-125
4936.1	-192	6751.5	110
4940.3	-192	6730.7	-74
4953.3	-192	6679.8	56
4991.3	-192	6655.9	165
5061.2	-192	6656.5	133
5067.1	-192	6804.3	119
5088.5	-192	6836.1	-8
5172.9	-192	6845.9	-114
5152.4	-192	6807.5	58
5127.3	-192	6722.4	-62
5187.6	-192	6758.6	-63
5211.8	-192	6776	-135
5192.7	-192	6664.6	172
5140.4	-192	6643.5	137
5117.5	-192	6589.9	27
5187.7	-192	65844	133
5196.9	-192	6612.1	33
5271	-192	6570.4	10
5321.9	-192	6594.7	-163
5361.6	-192	6604.4	149
5390.8	-192	6617.3	-89
5375.2	-192	6684.4	102
5395.9	-192	6716.1	-91
5284	-192	6727.1	11
5294.6	-192	6804.3	-2
