loc_x	loc_y	loc_z	yaw
f	f	f	f
-185.5	28	-4483.2	31
-209.9	28	-4478	1
-266.5	28	-4465.8	-82
-209.3	28	-4404	-42
-180.2	28	-4430.7	86
-130.2	28	-4455.1	144
-159.5	28	-4477.9	111
-105.5	28	-4483.2	121
-52.4	28	-4467	2
20.1	28	-4486.7	142
38.1	28	-4536	106
119.1	28	-4549.4	71
43.5	28	-4599.5	43
85.2	28	-4609.1	67
112.1	28	-4680.4	72
124.5	28	-4728.1	2
151.8	28	-4664	3
84.2	28	-4623.5	-55
164.2	28	-4593.6	31
101.2	28	-4600.9	-30
6.9	28	-4664.5	118
-2	28	-4688.7	-164
22.3	28	-4767	-148
78.8	28	-4745.2	72
-16.5	28	-4793.2	3
21.8	28	-4841.7	141
111.5	28	-4794.7	-29
-210.2	28	-4520.6	-2
113.8	28	-4394.8	-9
-103.4	28	-4836.2	-6
-195.3	28	-4847.7	-31
-137.9	28	-4816.1	-157
-211.8	28	-4754.3	-45
-138	28	-4702.4	76
-89.2	28	-4612.1	42
-74.9	28	-4516.5	45
-170.6	28	-4588.2	-43
-169.6	28	-4630.1	-121
-247.5	28	-4628.3	-177
-246.4	28	-4556.2	56
-293.8	28	-4526.3	78
-355.2	28	-4548.5	4
-402.6	28	-4593.5	-92
-436.3	28	-4657.2	-63
-451.8	28	-4726.8	-115
-492.1	28	-4654.2	71
-485.6	28	-4637.9	95
-300.7	28	-4598.3	-90
-415.5	28	-4581.2	-33
-393.2	28	-4485.5	-1
-359.2	28	-4428.7	62
-300.2	28	-4390.4	91
-340	28	-4328.8	-115
-421.8	28	-4425.2	-58
-514.8	28	-4407.4	-123
-471.7	28	-4441.4	23
-475.1	28	-4535	94
-548.8	28	-4531.9	-141
-553.7	28	-4499.9	-76
-580.6	28	-4574.1	84
-604.6	28	-4496.1	143
-547.3	28	-4416	130
-561.7	28	-4338.3	136
-518.5	28	-4286.5	49
-577.5	28	-4227.1	129
-442	28	-4133.8	-90
-415.5	28	-4150.5	67
-492.6	28	-4247	-80
-393.1	28	-4205.8	-57
-299.9	28	-4281.6	49
-301.4	28	-4230.7	43
-356.7	28	-4164.6	-73
-245.2	28	-4180.2	176
-173.4	28	-4241.8	135
-115.3	28	-4227.8	94
-149	28	-4146.8	-134
-37.4	28	-4206.5	-157
13.5	28	-4245.9	-37
-56.9	28	-4246.2	-61
28	28	-4278	66
-3.8	28	-4413.2	75
65	28	-4394.1	8
105.9	28	-4454.8	156
151.2	28	-4529.4	-134
148.6	28	-4492.8	-116
221.6	28	-4628.4	160
-46.2	28.5	-4587.5	86
-336.2	28	-4435.1	108
-494.5	28	-4197.6	-140
-596.2	28	-4353.7	174
-562.6	28	-4588.2	22
-517	28	-4604.7	4
-490.4	28	-4570.6	-62
-219.1	28	-4341.7	-1
-176.5	28	-4331	-1
-137.9	28	-4364.8	168
-36.2	28	-4312.7	44
-95.2	28	-4281.6	4
-34	28	-4365	0
-22	28	-4449	0
-30	28	-4507	0
-72	28	-4567	0
-22	28	-4615	0
79	28	-4277	0
-557	28	-4670	0
-287	28	-4797	0
-248	28	-4771	0
-382	28	-4771	0
-334	28	-4716	0
-305	28	-4663	0
-137	28	-4710	0
-419	28	-4296	0
-421	28	-4241	0
88	28	-4526	0
89	28	-4467	0
-21	28	-4578	0
-127	28	-4540	0
-352	28	-4675	0
-420	28	-4504	0
-452	28	-4438	0
-234	28	-4369	0
-164	28	-4409	0
-33	28	-4497	0
-107	28	-4331	0
-63	28	-4369	0
-115	28	-4280	0
-78	28	-4257	0
-44	28	-4266	0
-29	28	-4244	0
28	28	-4235	0
-35	28	-4145	0
-121	28	-4203	0
-111	28	-4209	0
-252	28	-4074	0
-299	28	-4137	0
-244	28	-4214	0
-262	28	-4229	0
-297	28	-4189	0
-451	28	-4300	0
-342	28	-4230	0
-410	28	-4236	0
-369	28	-4278	0
-379	28	-4371	0
-502	28	-4355	0
-551	28	-4363	0
-493	28	-4259	0
-467	28	-4228	0
-391	28	-4461	0
-464	28	-4570	0
-539	28	-4584	0
-568	28	-4607	0
-583	28	-4498	0
-564	28	-4422	0
-587	28	-4324	0
-508	28	-4465	0
-475	28	-4476	0
-302	28	-4572	0
-307	28	-4504	0
-296	28	-4412	0
-213	28	-4360	0
-191	28	-4430	0
-280	28	-4696	0
-225	28	-4670	0
-148	28	-4664	0
66	28	-4643	0
132	28	-4694	0
191	28	-4647	0
156	28	-4694	0
-517	28	-4690	0
