loc_x	loc_y	loc_z	yaw
f	f	f	f
3155.6514	300	5192.0293	174
3319.748	308	5544.4976	-136
3399.9949	308	5513.3413	-81
3104.2004	281.73563	4992.561	-87
3181.0686	300	5446.546	-281
3170.5908	301.25296	5097.758	-66
3179.7495	300	5206.229	-105
3086.1807	280	4989.9917	292
3157.805	300.78223	5098.4595	106
3198.0298	300	5420.9233	-64
3064.0857	300	5156.4985	234
3113.009	300	5133.7036	-66
3202.1436	300	5468.2456	52
3100.706	300	5236.0146	-64
3134.1946	300	5206.529	-290
3200.6938	300	5222.0674	180
3166.9668	300	5402.468	315
3114.546	300	5169.7173	-332
3245.0847	300	5452.7593	-200
3109.282	300	5247.76	-47
3091.2754	280	4990.7627	359
3275.2036	300	5450.1816	-84
3171.03	300.00778	5122.299	329
3100.4998	300	5222.0386	293
3187.8135	300	5418.215	-254
3178.5972	302.1411	5098.05	301
3161.8936	300	5388.5596	143
3141.2114	300	5258.2974	-257
3184.122	300	5143.3535	-96
3454.377	308	5482.0215	90
3150.104	290	4982.7505	218
3099.0276	300	5156.6763	78
3175.0208	300	5398.1626	310
3172.9749	295.01578	5074.832	352
3175.6091	300	5321.677	234
3125.8962	300	5225.748	126
3358.5918	308	5506.504	262
3164.575	300	5267.4707	-25
3180.6387	300.13763	5122.3833	-193
3481.664	308	5471.773	61
3095.434	301.63123	5104.799	48
3315.1401	308.32034	5628.6084	179
3499.1199	308.20386	5455.8325	-312
3374.974	308	5518.6772	6
3086.3933	280	4995.1123	331
3188.5664	290	4993.146	56
3174.5767	290	4986.414	-99
3156.0662	300	5160.352	70
3114.18	300	5193.2046	147
3154.3157	290	4956.499	311
3169.9172	290	4981.9536	115
3117.3442	283.8008	4987.5195	290
3182.4307	300	5367.0073	222
3171.5945	300	5219.416	282
3289.288	308	5595.187	102
3405.4883	308	5423.74	-29
3145.301	300	5233.376	-279
3104.453	282.99506	5001.834	145
3329.2502	308	5652.123	-235
3461.4514	308	5391.84	-128
3140.0667	300	5282.7344	123
3231.8127	300.08066	5204.365	296
3310.7192	308	5573.927	-1
3128.955	300	5170.073	-351
3201.915	300	5301.0234	192
3184.1624	300	5156.4355	42
3236.1733	300	5468.7666	-289
3091.161	280	4995.4595	210
3132.5598	300	5133.2305	-137
3180.8352	300	5297.2437	-43
3140.4204	300	5133.4316	-23
3182.9834	290	4985.091	-155
3143.7583	305.1381	5079.028	79
3138.4297	289.8409	4976.127	-241
3202.9534	300	5435.0596	-47
3357.2522	308	5451.7456	-72
3064.8896	299.931	5134.55	-93
3058.813	300	5171.4434	269
3211.9917	290	5031.1035	-254
3319.1355	308	5475.509	108
3353.2422	308	5494.958	-282
3133.1223	300.1518	5305.2427	-352
3223.7222	300	5213.1484	149
3376.8823	308	5440.0215	-290
3122.9504	300	5159.5967	288
3181.888	290	5019.6387	-234
3179.1292	290	4993.4824	-318
3181.738	290.00177	5036.6313	238
3172.3308	300	5302.039	-8
3174.594	300	5166.606	-45
3192.0337	290.11102	5041.6455	260
3197.553	300	5316.3726	-176
3161.2642	300	5250.578	-272
3082.977	280	5004.048	136
3138.9956	289.8939	4985.618	-328
3173.281	300	5140.109	302
3198.3533	300	5352.0273	-334
3113.332	300	5216.901	357
3420.7317	308	5499.0977	-25
3206.0388	300	5288.904	294
3193.9382	294.7248	5069.925	-76
3155.8691	300	5272.282	152
3159.3872	300	5131.5386	-239
3330.0864	308	5530.066	-304
3094.8535	280.01138	5004.311	-70
3183.4277	295.72156	5083.975	191
3170.554	300	5192.876	-109
3153.309	291.0072	4944.035	127
3124.5947	285.01938	4998.2637	34
3332.2974	308.19446	5463.324	-211
3350.093	308	5664.947	-189
3119.168	300	5133.37	-118
3269.6091	300	5435.3306	257
3149.2385	300	5170.5415	-45
3098.619	300	5143.1343	316
3428.0786	308	5404.4014	-243
