spawn_who	name	x_offset	y_offset	z_offset	yaw	defaultCalmMood	instrument	instrumentEquipped	instrument_x_offset	instrument_z_offset	objvar_name	tracking_name	comments
s	s	f	f	f	f	s	s[none]	i[0]	f	f	s[none]	s	c
imperial_emperorsday_vendor		0	0	6	0	npc_imperial						vendor	All tracking_names must be unique
imperial_emperorsday_stormtrooper_squad_leader	TK-520	3	0	5	0	npc_imperial						squad_leader_left	
imperial_emperorsday_stormtrooper_squad_leader	TK-510	-3	0	5	0	npc_imperial						squad_leader_right	
imperial_emperorsday_stormtrooper	TK-511	-5	0	4	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_right_01	
imperial_emperorsday_stormtrooper	TK-512	-7	0	4	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_right_02	
imperial_emperorsday_stormtrooper	TK-513	-9	0	4	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_right_03	
imperial_emperorsday_stormtrooper	TK-514	-11	0	4	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_right_04	
imperial_emperorsday_stormtrooper	TK-521	5	0	4	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_left_01	
imperial_emperorsday_stormtrooper	TK-522	7	0	4	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_left_02	
imperial_emperorsday_stormtrooper	TK-523	9	0	4	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_left_03	
imperial_emperorsday_stormtrooper	TK-573	11	0	4	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_left_04	
imperial_emperorsday_stormtrooper	TK-530	-5	0	5	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_right_05	
imperial_emperorsday_stormtrooper	TK-531	-7	0	5	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_right_06	
imperial_emperorsday_stormtrooper	TK-532	-9	0	5	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_right_07	
imperial_emperorsday_stormtrooper	TK-533	-11	0	5	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_right_08
imperial_emperorsday_stormtrooper	TK-570	5	0	5	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_left_05
imperial_emperorsday_stormtrooper	TK-571	7	0	5	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_left_06
imperial_emperorsday_stormtrooper	TK-572	9	0	5	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_left_07
imperial_emperorsday_stormtrooper_fat	TK-555	11	0	5	0	npc_imperial	object/weapon/ranged/carbine/carbine_e11.iff	1				storm_trooper_left_08
imperial_emperorsday_tie_fighter_pilot	DS-24-2	-11	0	9	90	npc_imperial						tie_fighter_right_01
imperial_emperorsday_tie_fighter_pilot	JX-11-5	-11	0	10	90	npc_imperial						tie_fighter_right_02
imperial_emperorsday_tie_fighter_pilot	FG-53-5	-11	0	11	90	npc_imperial						tie_fighter_right_03
imperial_emperorsday_tie_fighter_pilot	GD-40-3	-11	0	12	90	npc_imperial						tie_fighter_right_04
imperial_emperorsday_tie_fighter_pilot	GG-15-7	-11	0	13	90	npc_imperial						tie_fighter_right_03
imperial_emperorsday_tie_fighter_pilot	ZD-10-9	-11	0	14	90	npc_imperial						tie_fighter_right_04
imperial_emperorsday_tie_fighter_pilot	MM-92-9	11	0	9	-90	npc_imperial						tie_fighter_left_01
imperial_emperorsday_tie_fighter_pilot	DX-13-6	11	0	10	-90	npc_imperial						tie_fighter_left_02
imperial_emperorsday_tie_fighter_pilot	GJ-49-8	11	0	11	-90	npc_imperial						tie_fighter_left_03
imperial_emperorsday_tie_fighter_pilot	DD-02-2	11	0	12	-90	npc_imperial						tie_fighter_left_04
imperial_emperorsday_tie_fighter_pilot	PJ-39-2	11	0	13	-90	npc_imperial						tie_fighter_left_03
imperial_emperorsday_tie_fighter_pilot	DS-20-7	11	0	14	-90	npc_imperial						tie_fighter_left_04
object/tangible/furniture/all/emperorsday_cauldron.iff		5	0	1	90							cauldron_left
object/tangible/furniture/all/emperorsday_cauldron.iff		-5	0	1	90							cauldron_right
object/path_waypoint/path_waypoint.iff		0	0	70	0						shuttlePathingLastPoint	shuttle_last_waypoint
