creatureName	controlDeviceTemplate	hasTricks
s[required]	s	i[0]
vr_nightspider	object/intangible/pet/vr_nightspider.iff	1
vr_mouse_droid	object/intangible/pet/vr_mouse_droid.iff	1
vr_bearded_jax	object/intangible/pet/vr_bearded_jax.iff	1
vr_gacklebat	object/intangible/pet/vr_gacklebat.iff	1
vr_mynock	object/intangible/pet/vr_mynock.iff	1
loveday_ewok_cupid_familiar	object/intangible/pet/loveday_ewok_cupid.iff	1
loveday_romance_seeker_familiar_male_01	object/intangible/pet/loveday_romance_seeker.iff	
loveday_romance_seeker_familiar_male_02	object/intangible/pet/loveday_romance_seeker.iff	
loveday_romance_seeker_familiar_male_03	object/intangible/pet/loveday_romance_seeker.iff	
loveday_romance_seeker_familiar_male_04	object/intangible/pet/loveday_romance_seeker.iff	
loveday_romance_seeker_familiar_female_01	object/intangible/pet/loveday_romance_seeker.iff	
loveday_romance_seeker_familiar_female_02	object/intangible/pet/loveday_romance_seeker.iff	
loveday_romance_seeker_familiar_female_03	object/intangible/pet/loveday_romance_seeker.iff	
loveday_romance_seeker_familiar_female_04	object/intangible/pet/loveday_romance_seeker.iff	
tcg_hutt_fighter_familiar	object/intangible/pet/tcg_familiar_hutt_fighter_pcd.iff
tcg_tie_fighter_familiar	object/intangible/pet/tcg_familiar_tie_fighter_pcd.iff
tcg_xwing_fighter_familiar	object/intangible/pet/tcg_familiar_xwing_fighter_pcd.iff
gcw_atst_familiar	object/intangible/pet/gcw_atst_familiar_pcd.iff
gcw_atxt_familiar	object/intangible/pet/gcw_atxt_familiar_pcd.iff
