outbreak_delivery_survivor	outbreak_prisoner_survivor	outbreak_guard_survivor	outbreak_civilian_survivor	outbreak_undead_scientist	outbreak_undead_prisoner	outbreak_undead_rebeltrooper	outbreak_undead_deathtrooper	outbreak_undead_civilian	outbreak_undead_all	outbreak_junk_dealer
s	s	s	s	s	s	s	s	s	s	s
outbreak_delivery_m_hum_01.iff	outbreak_prisoner_survivor_bith_m_01.iff	outbreak_prisoner_survivor_bith_m_01.iff	dressed_commoner_fat_human_female_01.iff	outbreak_undead_scientist_f_hum_01.iff	outbreak_undead_prisoner_m_hum_01.iff	outbreak_undead_deathtrooper_02_f.iff	outbreak_undead_deathtrooper_01_m.iff	outbreak_undead_civilian_26.iff	outbreak_undead_deathtrooper_01_m.iff	outbreak_junk_dealer_m_01.iff
outbreak_delivery_m_monc_01.iff	outbreak_prisoner_m_04.iff	outbreak_prisoner_m_04.iff	dressed_commoner_fat_human_female_02.iff	outbreak_undead_scientist_f_hum_02.iff	outbreak_undead_prisoner_m_hum_02.iff	outbreak_undead_deathtrooper_01_f.iff	outbreak_undead_deathtrooper_02_m.iff	outbreak_undead_civilian_27.iff	outbreak_undead_civilian_26.iff	outbreak_junk_dealer_m_02.iff
outbreak_delivery_hum_m_02.iff	outbreak_prisoner_m_bith_01.iff	outbreak_prisoner_m_bith_01.iff	dressed_commoner_fat_human_male_01.iff	outbreak_undead_scientist_f_hum_03.iff	outbreak_undead_prisoner_m_hum_03.iff	outbreak_undead_deathtrooper_17_m.iff	outbreak_undead_deathtrooper_03_m.iff	outbreak_undead_civilian_28.iff	outbreak_undead_civilian_27.iff	outbreak_junk_dealer_m_03.iff
outbreak_delivery_sul_m_01.iff	outbreak_prisoner_m_bith_02.iff	outbreak_prisoner_m_bith_02.iff	dressed_commoner_fat_human_male_02.iff	outbreak_undead_scientist_f_hum_04.iff	outbreak_undead_prisoner_m_hum_04.iff	outbreak_undead_deathtrooper_18_m.iff	outbreak_undead_deathtrooper_04_m.iff	outbreak_undead_civilian_29.iff	outbreak_undead_civilian_28.iff	outbreak_junk_dealer_f_01.iff
outbreak_delivery_hum_m_01.iff	outbreak_prisoner_m_hum_01.iff	outbreak_prisoner_m_hum_01.iff	dressed_commoner_fat_twilek_female_01.iff	outbreak_undead_scientist_f_hum_05.iff	outbreak_undead_prisoner_m_hum_05.iff	outbreak_undead_deathtrooper_19_m.iff	outbreak_undead_deathtrooper_05_m.iff	outbreak_undead_civilian_30.iff	outbreak_undead_civilian_29.iff	outbreak_junk_dealer_f_02.iff
	outbreak_prisoner_m_hum_02.iff	outbreak_prisoner_m_hum_02.iff	dressed_commoner_fat_twilek_female_02.iff	outbreak_undead_scientist_f_hum_06.iff	outbreak_undead_prisoner_m_monc_01.iff	outbreak_undead_deathtrooper_20_m.iff	outbreak_undead_deathtrooper_06_m.iff	outbreak_undead_civilian_31.iff	outbreak_undead_civilian_30.iff	
	outbreak_prisoner_m_hum_03.iff	outbreak_prisoner_m_hum_03.iff	dressed_commoner_fat_twilek_male_01.iff	outbreak_undead_scientist_f_hum_07.iff	outbreak_undead_prisoner_m_monc_02.iff	outbreak_undead_deathtrooper_21_m.iff	outbreak_undead_deathtrooper_07_m.iff	outbreak_undead_civilian_32.iff	outbreak_undead_civilian_31.iff	
	outbreak_prisoner_m_hum_04.iff	outbreak_prisoner_m_hum_04.iff	dressed_commoner_fat_twilek_male_02.iff	outbreak_undead_scientist_f_hum_08.iff	outbreak_undead_prisoner_m_twi_01.iff	outbreak_undead_deathtrooper_22_m.iff	outbreak_undead_deathtrooper_08_m.iff	outbreak_undead_civilian_33.iff	outbreak_undead_civilian_32.iff	
	outbreak_prisoner_m_hum_05.iff	outbreak_prisoner_m_hum_05.iff	dressed_commoner_fat_zabrak_female_01.iff	outbreak_undead_scientist_f_hum_09.iff	outbreak_undead_prisoner_m_twi_02.iff	outbreak_undead_deathtrooper_23_m.iff	outbreak_undead_deathtrooper_09_m.iff	outbreak_undead_civilian_34.iff	outbreak_undead_civilian_33.iff	
	outbreak_prisoner_m_ith_01.iff	outbreak_prisoner_m_ith_01.iff	dressed_commoner_fat_zabrak_female_02.iff	outbreak_undead_scientist_f_hum_10.iff	outbreak_undead_prisoner_m_wke_01.iff	outbreak_undead_deathtrooper_24_m.iff	outbreak_undead_deathtrooper_10_m.iff	outbreak_undead_civilian_35.iff	outbreak_undead_civilian_34.iff	
	outbreak_prisoner_m_ith_02.iff	outbreak_prisoner_m_ith_02.iff	dressed_commoner_fat_zabrak_male_01.iff	outbreak_undead_scientist_f_hum_11.iff	outbreak_undead_prisoner_m_wke_02.iff	outbreak_undead_deathtrooper_25_m.iff	outbreak_undead_deathtrooper_11_m.iff	outbreak_undead_civilian_36.iff	outbreak_undead_civilian_35.iff	
	outbreak_prisoner_m_monc_01.iff	outbreak_prisoner_m_monc_01.iff	dressed_commoner_fat_zabrak_male_02.iff	outbreak_undead_scientist_f_hum_12.iff	outbreak_undead_prisoner_m_zab_01.iff	outbreak_undead_deathtrooper_26_m.iff	outbreak_undead_deathtrooper_12_m.iff	outbreak_undead_civilian_37.iff	outbreak_undead_civilian_36.iff	
	outbreak_prisoner_m_monc_02.iff	outbreak_prisoner_m_monc_02.iff	dressed_commoner_naboo_bothan_female_01.iff	outbreak_undead_scientist_f_hum_13.iff	outbreak_undead_prisoner_m_zab_02.iff	outbreak_undead_deathtrooper_27_m.iff	outbreak_undead_deathtrooper_13_m.iff	outbreak_undead_civilian_38.iff	outbreak_undead_civilian_37.iff	
	outbreak_prisoner_m_twi_01.iff	outbreak_prisoner_m_twi_01.iff	dressed_commoner_naboo_bothan_female_02.iff	outbreak_undead_scientist_f_hum_14.iff	outbreak_undead_prisoner_m_zab_03.iff	outbreak_undead_deathtrooper_28_m.iff	outbreak_undead_deathtrooper_14_m.iff	outbreak_undead_civilian_39.iff	outbreak_undead_civilian_38.iff	
	outbreak_prisoner_m_twi_02.iff	outbreak_prisoner_m_twi_02.iff	dressed_commoner_naboo_bothan_male_01.iff	outbreak_undead_scientist_f_hum_15.iff	outbreak_undead_prisoner_m_rod_02.iff		outbreak_undead_deathtrooper_15_m.iff	outbreak_undead_civilian_40.iff	outbreak_undead_civilian_39.iff
	outbreak_prisoner_m_wke_01.iff	outbreak_prisoner_m_wke_01.iff	dressed_commoner_naboo_bothan_male_02.iff	outbreak_undead_scientist_f_hum_16.iff			outbreak_undead_deathtrooper_16_m.iff	outbreak_undead_civilian_42.iff	outbreak_undead_civilian_40.iff
	outbreak_prisoner_m_wke_02.iff	outbreak_prisoner_m_wke_02.iff	dressed_commoner_naboo_human_female_01.iff	outbreak_undead_scientist_m_hum_01.iff				outbreak_undead_civilian_43.iff	outbreak_undead_civilian_42.iff
	outbreak_prisoner_m_zab_01.iff	outbreak_prisoner_m_zab_01.iff	dressed_commoner_naboo_human_female_02.iff	outbreak_undead_scientist_m_hum_02.iff				outbreak_undead_civilian_44.iff	outbreak_undead_civilian_43.iff
	outbreak_prisoner_m_zab_02.iff	outbreak_prisoner_m_zab_02.iff	dressed_commoner_naboo_human_female_03.iff	outbreak_undead_scientist_m_hum_03.iff				outbreak_undead_civilian_45.iff	outbreak_undead_civilian_44.iff
	outbreak_both_01.iff	dressed_commoner_naboo_human_male_01.iff	dressed_commoner_naboo_human_female_04.iff	outbreak_undead_scientist_m_hum_04.iff				outbreak_undead_civilian_46.iff	outbreak_undead_civilian_45.iff
		dressed_commoner_naboo_human_male_02.iff	dressed_commoner_naboo_human_female_05.iff	outbreak_undead_scientist_m_hum_05.iff				outbreak_undead_civilian_48.iff	outbreak_undead_civilian_46.iff
		dressed_commoner_naboo_human_male_03.iff	dressed_commoner_naboo_human_female_06.iff	outbreak_undead_scientist_m_hum_06.iff				outbreak_undead_civilian_49.iff	outbreak_undead_civilian_48.iff
		dressed_commoner_naboo_human_male_04.iff	dressed_commoner_naboo_human_female_07.iff	outbreak_undead_scientist_m_hum_07.iff				outbreak_undead_civilian_50.iff	outbreak_undead_civilian_49.iff
		dressed_commoner_naboo_human_male_05.iff	dressed_commoner_naboo_human_female_08.iff	outbreak_undead_scientist_m_hum_08.iff				outbreak_undead_civilian_20.iff	outbreak_undead_civilian_50.iff
		dressed_commoner_naboo_human_male_06.iff	dressed_commoner_naboo_human_male_01.iff	outbreak_undead_scientist_m_hum_09.iff				outbreak_undead_civilian_12.iff	outbreak_undead_civilian_20.iff
		dressed_commoner_naboo_human_male_07.iff	dressed_commoner_naboo_human_male_02.iff	outbreak_undead_scientist_m_hum_10.iff				outbreak_undead_civilian_13.iff	outbreak_undead_civilian_12.iff
		dressed_commoner_naboo_human_male_08.iff	dressed_commoner_naboo_human_male_03.iff	outbreak_undead_scientist_m_hum_11.iff				outbreak_undead_civilian_14.iff	outbreak_undead_civilian_13.iff
		dressed_imperial_officer_m.iff	dressed_commoner_naboo_human_male_04.iff	outbreak_undead_scientist_m_hum_12.iff				outbreak_undead_civilian_15.iff	outbreak_undead_civilian_14.iff
		dressed_imperial_officer_m_2.iff	dressed_commoner_naboo_human_male_05.iff	outbreak_undead_scientist_m_hum_13.iff				outbreak_undead_civilian_16.iff	outbreak_undead_civilian_15.iff
		dressed_imperial_officer_m_3.iff	dressed_commoner_naboo_human_male_06.iff	outbreak_undead_scientist_m_hum_14.iff				outbreak_undead_civilian_17.iff	outbreak_undead_civilian_16.iff
		dressed_imperial_officer_m_4.iff	dressed_commoner_naboo_human_male_07.iff	outbreak_undead_scientist_m_hum_15.iff				outbreak_undead_civilian_18.iff	outbreak_undead_civilian_17.iff
		dressed_imperial_officer_m_5.iff	dressed_commoner_naboo_human_male_08.iff	outbreak_undead_scientist_m_hum_16.iff				outbreak_undead_civilian_19.iff	outbreak_undead_civilian_18.iff
		dressed_imperial_officer_m_6.iff	dressed_commoner_naboo_moncal_female_01.iff					outbreak_undead_civilian_21.iff	outbreak_undead_civilian_19.iff
		imp_security_01r.iff	dressed_commoner_naboo_moncal_female_02.iff					outbreak_undead_civilian_22.iff	outbreak_undead_civilian_21.iff
		imp_security_02.iff	dressed_commoner_naboo_moncal_male_01.iff					outbreak_undead_civilian_24.iff	outbreak_undead_civilian_22.iff
		imp_security_03.iff	dressed_commoner_naboo_moncal_male_02.iff					outbreak_undead_civilian_25.iff	outbreak_undead_civilian_24.iff
		imp_security_04.iff	dressed_commoner_naboo_twilek_female_01.iff					outbreak_undead_civilian_01.iff	outbreak_undead_civilian_25.iff
		imp_security_05.iff	dressed_commoner_naboo_twilek_female_02.iff					outbreak_undead_civilian_02.iff	outbreak_undead_civilian_01.iff
		sd_engineer_01.iff	dressed_commoner_naboo_twilek_male_01.iff					outbreak_undead_civilian_03.iff	outbreak_undead_civilian_02.iff
		sd_engineer_02.iff	dressed_commoner_naboo_twilek_male_02.iff					outbreak_undead_civilian_04.iff	outbreak_undead_civilian_03.iff
		sd_engineer_03.iff	dressed_commoner_naboo_zabrak_female_01.iff					outbreak_undead_civilian_05.iff	outbreak_undead_civilian_04.iff
		sd_engineer_04.iff	dressed_commoner_naboo_zabrak_female_02.iff					outbreak_undead_civilian_06.iff	outbreak_undead_civilian_05.iff
		sd_engineer_05.iff	dressed_commoner_naboo_zabrak_male_01.iff					outbreak_undead_civilian_07.iff	outbreak_undead_civilian_06.iff
		sd_crewman_01.iff	dressed_commoner_naboo_zabrak_male_02.iff					outbreak_undead_civilian_08.iff	outbreak_undead_civilian_07.iff
		sd_crewman_02.iff	dressed_commoner_old_human_female_01.iff					outbreak_undead_civilian_09.iff	outbreak_undead_civilian_08.iff
		sd_crewman_03.iff	dressed_commoner_old_human_female_02.iff					outbreak_undead_civilian_10.iff	outbreak_undead_civilian_09.iff
