TEMPLATE	X	Y	Z	YAW
s	f	f	f	f
object/building/naboo/housing_naboo_style_1.iff	24.291	0	3.69678	92.81916281
object/static/installation/mockup_farm_flora_style_1.iff	-4.67603	0	6.27686	-90.61843192
object/static/installation/mockup_farm_flora_style_1.iff	-11.2434	0	0.435059	-90.61843192
object/static/installation/mockup_farm_flora_style_1.iff	-4.8855	0	-5.57813	-90.61843192
object/static/structure/naboo/nboo_imprv_pristine_wall_sml_s03.iff	-10.9932	0	-12.6006	0
object/static/structure/naboo/nboo_imprv_short_curved_wall_large_s01.iff	-11.0918	0	13.3887	0
object/static/structure/naboo/nboo_imprv_short_curved_wall_large_s01.iff	6.84546	0	5.4624	-90.00021046
object/static/structure/general/planter_generic_style_1.iff	2.87061	0	-8.71729	-53.85803274
object/static/structure/naboo/nboo_imprv_short_curved_wall_large_s01.iff	-0.768555	0	-12.7939	-179.999848
object/static/structure/naboo/nboo_imprv_pristine_wall_sml_s03.iff	-11.1465	0	13.4395	0
object/static/structure/naboo/nboo_imprv_pristine_wall_sml_s03.iff	-19.0911	0	-4.58936	90.00021046
object/static/structure/naboo/streetlamp_naboo_theed_style_1.iff	5.1311	0	-3.30811	0
object/static/structure/naboo/streetlamp_naboo_theed_style_1.iff	5.1311	0	3.69189	0
object/static/structure/naboo/nboo_imprv_pillar_wall_large_s01.iff	4.54419	0	-11.5137	0
object/static/structure/naboo/nboo_imprv_pillar_pillar_s03.iff	6.9502	0	-4.40918	0
object/static/structure/naboo/nboo_imprv_pillar_pillar_s02.iff	-1.19189	0	-12.4761	0
object/static/structure/naboo/nboo_imprv_pillar_pillar_s02.iff	-1.29736	0	13.2075	-90.52733163
object/static/structure/naboo/nboo_imprv_pillar_pillar_s02.iff	-11.7654	0	13.5576	179.999848
object/static/structure/naboo/nboo_imprv_pillar_pillar_s02.iff	-18.9517	0	5.33447	-90.00021046
object/static/structure/naboo/nboo_imprv_pillar_pillar_s02.iff	-18.9456	0	-4.15723	-179.999848
object/static/structure/naboo/nboo_imprv_pillar_pillar_s02.iff	-11.7935	0	-12.4375	-90.00021046
object/static/structure/naboo/nboo_imprv_pillar_pillar_s03.iff	6.77539	0	5.18506	0
object/static/structure/naboo/nboo_imprv_pillar_lattice_s01.iff	12.8455	0	-11.4702	0
object/static/structure/general/nboo_imprv_flower_urn_s01.iff	7.12329	0	-10.415	0
object/static/structure/general/planter_generic_style_1.iff	-15.4329	0	8.95508	0
object/static/structure/general/planter_generic_style_2.iff	3.34082	0	8.58984	51.56620156
object/static/structure/general/planter_generic_style_2.iff	-15.6536	0	-8.08105	112.2997278
object/static/structure/naboo/nboo_imprv_short_curved_wall_large_s01.iff	-19.1294	0	-5.24023	94.5380362
object/static/structure/naboo/nboo_imprv_pillar_pillar_s02.iff	3.70068	0	-11.1113	-90.00021046
object/static/structure/general/nboo_imprv_flower_urn_s01.iff	8.79272	0	-10.4565	-34.9504255
object/static/structure/general/nboo_imprv_flower_urn_s01.iff	10.4871	0	-10.4985	-115.7374746
object/static/structure/general/nboo_imprv_flower_urn_s01.iff	16.9465	0	3.66943	170.3512387
object/static/structure/general/nboo_imprv_flower_urn_s01.iff	15.4797	0	3.55908	-157.5633937
object/static/structure/general/nboo_imprv_flower_urn_s01.iff	14.1443	0	3.41602	2.29183691
object/static/structure/general/nboo_imprv_flower_urn_s01.iff	12.8777	0	3.30713	-34.9504255
object/static/structure/naboo/gate_narrow_s01.iff	7.03857	0	18.5791	0
object/static/structure/naboo/nboo_imprv_pillar_wall_large_s01.iff	-1.63647	0	13.5938	38.38817227
object/static/structure/naboo/nboo_imprv_pillar_wall_large_s01.iff	14.3608	0	12.5244	128.3883827

