object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	paths	comment	respawn
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	s[none]	s	i[-1]
"randomTrigger:citizen1,expert1,expert1"		do_rescue_event										"toWatto:patrolOnce:basement1,basement2,basement3,midfloor1,midfloor2,stair1,topfloor1,exit1,exit2,exit3,outside1,watto1,watto2,watto3,watto4,watto5,watto6,watto_end"		
heroic_tusken_mos_espa_citizen	citizen	citizen1	bedroom4	-7.6	-9.5	7	-179	conversation.tusken_citizen	int:delete_on_arrive=1	"OnArrivedAtLocation:watto_end:triggerId:arrive_watto,OnArrivedAtLocation:starport_end:triggerId:arrive_starport,OnArrivedAtLocation:commerce_end:triggerId:arrive_commerce,OnArrivedAtLocation:university_end:triggerId:arrive_university,OnArrivedAtLocation:medical_end:triggerId:arrive_medical,OnArrivedAtLocation:hotel_end:triggerId:arrive_hotel,OnArrivedAtLocation:cloning_end:triggerId:arrive_cloning,OnArrivedAtLocation:combat_end:triggerId:arrive_combat,OnDeath:triggerId:citizen_died"		"toStarport:patrolOnce:basement1,basement2,basement3,midfloor1,midfloor2,stair1,topfloor1,exit1,exit2,exit3,outside1,starportview,starport_end"		
heroic_tusken_mos_espa_expert	expert	expert1	bedroom4	-7.6	-9.5	7	-179	conversation.tusken_expert	int:delete_on_arrive=1	"OnArrivedAtLocation:watto_end:triggerId:arrive_watto,OnArrivedAtLocation:starport_end:triggerId:arrive_starport,OnArrivedAtLocation:commerce_end:triggerId:arrive_commerce,OnArrivedAtLocation:university_end:triggerId:arrive_university,OnArrivedAtLocation:medical_end:triggerId:arrive_medical,OnArrivedAtLocation:hotel_end:triggerId:arrive_hotel,OnArrivedAtLocation:cloning_end:triggerId:arrive_cloning,OnArrivedAtLocation:combat_end:triggerId:arrive_combat,OnDeath:triggerId:citizen_died"		"toCommerce:patrolOnce:basement1,basement2,basement3,midfloor1,midfloor2,stair1,topfloor1,exit1,exit2,exit3,outside1,starportview,starportpast,commerce_view,commerce_end"		
"randomTrigger:citizen2,expert2,expert2"		do_rescue_event										"toUniversity:patrolOnce:basement1,basement2,basement3,midfloor1,midfloor2,stair1,topfloor1,exit1,exit2,exit3,outside1,starportview,starportpast,universityse,university_view,university_end"		
heroic_tusken_mos_espa_citizen	citizen	citizen2	bedroom5	7.6	-9.54	0.8	-88	conversation.tusken_citizen	int:delete_on_arrive=1	"OnArrivedAtLocation:watto_end:triggerId:arrive_watto,OnArrivedAtLocation:starport_end:triggerId:arrive_starport,OnArrivedAtLocation:commerce_end:triggerId:arrive_commerce,OnArrivedAtLocation:university_end:triggerId:arrive_university,OnArrivedAtLocation:medical_end:triggerId:arrive_medical,OnArrivedAtLocation:hotel_end:triggerId:arrive_hotel,OnArrivedAtLocation:cloning_end:triggerId:arrive_cloning,OnArrivedAtLocation:combat_end:triggerId:arrive_combat,OnDeath:triggerId:citizen_died"		"toMedical:patrolOnce:basement1,basement2,basement3,midfloor1,midfloor2,stair1,topfloor1,exit1,exit2,exit3,outside1,cross_road,cantina_nw,medical_view,medical_end"		
heroic_tusken_mos_espa_expert	expert	expert2	bedroom5	7.6	-9.54	0.8	-88	conversation.tusken_expert	int:delete_on_arrive=1	"OnArrivedAtLocation:watto_end:triggerId:arrive_watto,OnArrivedAtLocation:starport_end:triggerId:arrive_starport,OnArrivedAtLocation:commerce_end:triggerId:arrive_commerce,OnArrivedAtLocation:university_end:triggerId:arrive_university,OnArrivedAtLocation:medical_end:triggerId:arrive_medical,OnArrivedAtLocation:hotel_end:triggerId:arrive_hotel,OnArrivedAtLocation:cloning_end:triggerId:arrive_cloning,OnArrivedAtLocation:combat_end:triggerId:arrive_combat,OnDeath:triggerId:citizen_died"		"toHotel:patrolOnce:basement1,basement2,basement3,midfloor1,midfloor2,stair1,topfloor1,exit1,exit2,exit3,outside1,starportview,starportpast,hotel_view,hotel_end"		
"randomTrigger:citizen3,expert3,expert3"		do_rescue_event										"toCloning:patrolOnce:basement1,basement2,basement3,midfloor1,midfloor2,stair1,topfloor1,exit1,exit2,exit3,outside1,cross_road,hotel_east,cloning_view,cloning_end"		
heroic_tusken_mos_espa_citizen	citizen	citizen3	kitchen1	-10.92	-9.9	-8.67	-5	conversation.tusken_citizen	int:delete_on_arrive=1	"OnArrivedAtLocation:watto_end:triggerId:arrive_watto,OnArrivedAtLocation:starport_end:triggerId:arrive_starport,OnArrivedAtLocation:commerce_end:triggerId:arrive_commerce,OnArrivedAtLocation:university_end:triggerId:arrive_university,OnArrivedAtLocation:medical_end:triggerId:arrive_medical,OnArrivedAtLocation:hotel_end:triggerId:arrive_hotel,OnArrivedAtLocation:cloning_end:triggerId:arrive_cloning,OnArrivedAtLocation:combat_end:triggerId:arrive_combat,OnDeath:triggerId:citizen_died"		"toCombat:patrolOnce:basement1,basement2,basement3,midfloor1,midfloor2,stair1,topfloor1,exit1,exit2,exit3,outside1,cross_road,to_combat,combat_near,combat_view,combat_end"		
heroic_tusken_mos_espa_expert	expert	expert3	kitchen1	-10.92	-9.9	-8.67	-5	conversation.tusken_expert	int:delete_on_arrive=1	"OnArrivedAtLocation:watto_end:triggerId:arrive_watto,OnArrivedAtLocation:starport_end:triggerId:arrive_starport,OnArrivedAtLocation:commerce_end:triggerId:arrive_commerce,OnArrivedAtLocation:university_end:triggerId:arrive_university,OnArrivedAtLocation:medical_end:triggerId:arrive_medical,OnArrivedAtLocation:hotel_end:triggerId:arrive_hotel,OnArrivedAtLocation:cloning_end:triggerId:arrive_cloning,OnArrivedAtLocation:combat_end:triggerId:arrive_combat,OnDeath:triggerId:citizen_died"		"attack1:patrolOnce:outside1,exit3,exit2,exit1,topfloor1,stair1,midfloor2,midfloor1,basement3,basement2,basement1,room1"		
pathPoint:basement1			hall2	-7.5	-9.5	0.6						"attack2:patrolOnce:outside1,exit3,exit2,exit1,topfloor1,stair1,midfloor2,midfloor1,basement3,basement2,basement1,room2"		
pathPoint:basement2			hall2	-10.19	-9.5	0.86						"attack3:patrolOnce:outside1,exit3,exit2,exit1,topfloor1,stair1,midfloor2,midfloor1,basement3,room3"		
pathPoint:basement3			hall2	-10.91	-9.5	-2.77								
pathPoint:midfloor1			hall1	-1.29	-3.96	-2.3								
pathPoint:midfloor2			hall1	-4	-3.96	-9.9								
pathPoint:stair1			stair2	-9.7	-1.4	-9.82
pathPoint:topfloor1			livingroom1	-9.68	0.4	-1.1
pathPoint:exit1			livingroom1	9.6	0.4	2.3
pathPoint:exit2			foyer1	4.72	1	5.7
pathPoint:exit3			foyer1	5.6	1	8.8
pathPoint:outside1				10	0	-13.8
pathPoint:watto1				31.5	0	24.49
pathPoint:watto2				34.95	0	37
pathPoint:watto3				99.05	0	51.71
pathPoint:watto4				83.661	0	100.73
pathPoint:watto5				56.96	0	122.4
pathPoint:watto6				5.2	0	114.34
pathPoint:watto_end				-2.3	0	126.67
pathPoint:starportview				2.9	0	-90
pathPoint:starport_end				-13	0	-154
pathPoint:starportpast				-38.7	0	-196
pathPoint:commerce_view				-12.68	0	-305
pathPoint:commerce_end				24	2.5	-297
pathPoint:universityse				-118	0	-230
pathPoint:university_view				-168	0	-171
pathPoint:university_end				-174	2.5	-198
pathPoint:medical_south				-182	0	-297
pathPoint:medical_view				-157	0	-97
pathPoint:medical_end				-261	0	-150
pathPoint:hotel_view				-138	0	-144
pathPoint:hotel_end				-187	1	-96.6
pathPoint:cross_road				-51	0	-37
pathPoint:hotel_east				-165	0	-42
pathPoint:cantina_nw				-162	0	-60
pathPoint:cloning_view				-173	0	-6.3
pathPoint:cloning_end				-204	0	-11.1
pathPoint:to_combat				-25	0	52
pathPoint:combat_near				-38	0	145
pathPoint:combat_view				-81	0	141
pathPoint:combat_end				-107	2.5	146
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=arrive_watto"		arrive_watto				
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=arrive_starport"		arrive_starport				
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=arrive_commerce"		arrive_commerce				
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=arrive_university"		arrive_university				
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=arrive_medical"		arrive_medical				
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=arrive_hotel"		arrive_hotel				
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=arrive_cloning"		arrive_cloning				
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=arrive_combat"		arrive_combat				
signalMaster;waitForComplete;string:waitForComplete=citizen_died		citizen_died				
object/static/structure/general/waypoint_large_red.iff	red	do_rescue_event				
delayAction:remove_wp:120		do_rescue_event				
deleteSpawn:red:none		remove_wp				
pathPoint:room1			kitchen1	-10.75	-9.99	-8.1
pathPoint:room2			bedroom4	-7.28	-9.54	6.56			
pathPoint:room3			bedroom5	3.69	-9.54	0			
delayAction:flesh_hunter:20		do_rescue_event							
heroic_tusken_flesh_hunter		flesh_hunter		5.2	0	-17	-50		string:patrol_path=attack1
heroic_tusken_flesh_hunter		flesh_hunter		3.4	0	-21	-57		string:patrol_path=attack1
heroic_tusken_flesh_hunter		flesh_hunter		6.73	0	-29	-21		string:patrol_path=attack2
heroic_tusken_flesh_hunter		flesh_hunter		8.269	0	-32.4	-16		string:patrol_path=attack2
heroic_tusken_flesh_hunter		flesh_hunter		19.43	0	-38	50		string:patrol_path=attack3
heroic_tusken_flesh_hunter		flesh_hunter		23.5	0	-41.25	63		string:patrol_path=attack3
deleteSpawn:expert:none		remove_citizen							
deleteSpawn:citizen:none		remove_citizen							
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=cit_dead"		citizen_died							
