object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	c	s[none]	i[-1]
heroic_tusken_savage	fdguard1	capture		21	2.5	0.11	76						"leaderpat:patrol:foyp2,foyp3,foyp4,foyp5,foyp6,foyp7,foyp8,foyp9"	
heroic_tusken_savage	fdguard2	capture		19	2.5	8.9	76						"dogpat:patrolFlip:dog1,dog2,dog3,dog4"	
pathPoint:foyp2		capture	foyer	1	2.5	13.99								
pathPoint:foyp3		capture	foyer	12.6	2.5	13.99								
pathPoint:foyp4		capture	halla	12.44	2.5	9.12						capInstruct		
pathPoint:foyp5		capture	mainroom	0.92	2.5	7.89						resumePat		
pathPoint:foyp6		capture	hallb	-12.29	2.5	9.2								
pathPoint:foyp7		capture	foyer	-12.1	2.5	14.36						delayAction:resumePat:4		
pathPoint:foyp8		capture	foyer	-1	2.5	14.3						"messageTo;fdleader;doPathAction;string:pathAction=patrol_path,string:pathName=leaderpat"		
pathPoint:foyp9		capture		18.76	2.5	4.4								
heroic_tusken_raid_leader	fdleader	capture	foyer	0.2	2.5	13.99			string:patrol_path=leaderpat	"OnArrivedAtLocation:foyp9:faceTo:spawn_id:fdguard1,OnArrivedAtLocation:foyp9:doAnimationAction:gesticulate_wildly"		",OnArrivedAtLocation:foyp9:triggerId:capInstruct"		
heroic_tusken_sniper	snip1	capture	meetinga	12	1.41	1.3	-180							
heroic_tusken_savage	sav1	capture	meetingc	10.8	1.1	-10.1	0							
heroic_tusken_raider	raid1	capture	meetingd	-0.1	1.1	-13.3	-179							
heroic_tusken_raider	raid2	capture	meetingd	3.1	1.1	-10.35	22.75		
heroic_tusken_pack_master	pm1	capture	meetingb	-12	1.1	2.2	178		
heroic_tusken_savage	sav2	capture	meetinge	-10.8	1.1	-12.4	0		
pathPoint:dog1		capture	meetingb	-12.2	1.1	0.5			
pathPoint:dog2		capture	mainroom	-11.96	1.1	-4.69			
pathPoint:dog3		capture	mainroom	10.9	1.1	-4.8			
pathPoint:dog4		capture	meetingc	10.93	1.1	-8			
heroic_tusken_massiff	dog	capture	meetingb	-12	1.1	2.2	178		string:patrol_path=dogpat
"waitForComplete:triggerId:secured:fdguard1,fdguard2,fdleader,snip1,sav1,raid1,raid2,pm1,sav2,dog"		capture							
heroic_tusken_major_berok_skoff		secured	mainroom	-0.6	1.1	-1.9	0	conversation.tusken_combat	
object/static/structure/general/waypoint_large_red.iff	red	capture		14.9	0	3.2			
object/static/structure/general/waypoint_large_green.iff	green	secured		14.9	0	3.2			
deleteSpawn:red:none		secured							
signalMaster;waitForComplete;string:waitForComplete=combat		secured							
messagePlayers:heroic_tusken_kav_taken_combat:object/mobile/heroic_tusken_kav_golder.iff		secured							
messagePlayers:heroic_tusken_combat_cleared:none		secured							
waitForComplete:triggerId:expert1:expert											
"waitForComplete:triggerId:expert2:expert,expert"											
"waitForComplete:triggerId:expert3:expert,expert,expert"											
messagePlayers:heroic_tusken_combat_expert_one:object/mobile/berok_skoff.iff		expert1									
messagePlayers:heroic_tusken_combat_expert_two:object/mobile/berok_skoff.iff		expert2									
messagePlayers:heroic_tusken_combat_expert_three:object/mobile/berok_skoff.iff		expert3									
deleteSpawn:green:none		expert3									
object/static/structure/general/waypoint_large_blue.iff	blue	expert3		14.9	0	3.2					
heroic_tusken_mos_espa_militia		expert1	meetingd	-2.6	1.1	-9.2	-82				1
heroic_tusken_mos_espa_militia		expert2	meetinge	-10.9	1.1	-12.9	0				1
heroic_tusken_mos_espa_militia		expert3	meetingc	11	1.1	-10.7	0				1
delayAction:squad_one:30		expert3									
delayAction:squad_two:60		expert3									
delayAction:squad_three:90		expert3									
delayAction:squad_four:120		expert3									
delayAction:squad_five:150		expert3									
pathPoint:wcpat1				-19	0	-281							
pathPoint:wcpat2				-35	0	-316							
pathPoint:wcpat3				-64	0	-326							
pathPoint:wcpat4				-87	0	-286							
pathPoint:wcpat5				-78.3	0	-250							
pathPoint:wcpat6				-34	0	-237							"wcpat:patrol:wcpat1,wcpat2,wcpat3,wcpat4,wcpat5,wcpat6"
heroic_tusken_mos_espa_militia		squad_one		-19	0	-281			string:patrol_path=wcpat			squad_one	
heroic_tusken_mos_espa_militia		squad_one		-35	0	-316			string:patrol_path=wcpat			squad_one	
heroic_tusken_mos_espa_militia		squad_one		-64	0	-326			string:patrol_path=wcpat			squad_one	
heroic_tusken_mos_espa_militia		squad_one		-87	0	-286			string:patrol_path=wcpat			squad_one	
pathPoint:xrpat1				8.1	0	-187							
pathPoint:xrpat2				73	0	-153							
pathPoint:xrpat3				88	0	-148							
pathPoint:xrpat4				85	0	-234							
pathPoint:xrpat5				65	0	-249							
heroic_tusken_mos_espa_militia		squad_two		73	0	-153			string:patrol_path=xrpat				"xrpat:patrol:xrpat1,xrpat2,xrpat3,xrpat4,xrpat5"
heroic_tusken_mos_espa_militia		squad_two		88	0	-148			string:patrol_path=xrpat				
heroic_tusken_mos_espa_militia		squad_two		85	0	-234			string:patrol_path=xrpat				
heroic_tusken_mos_espa_militia		squad_two		65	0	-249			string:patrol_path=xrpat				
pathPoint:northpat1				70	0	29							
pathPoint:northpat2				102	0	66							
pathPoint:northpat3				103	0	28							
pathPoint:northpat4				87	0	3.17							
pathPoint:northpat5				65	0	2							
heroic_tusken_mos_espa_militia		squad_three		102	0	66			string:patrol_path=northpat				"northpat:patrol:northpat1,northpat2,northpat3,northpat4,northpat5"
heroic_tusken_mos_espa_militia		squad_three		103	0	28			string:patrol_path=northpat				
heroic_tusken_mos_espa_militia		squad_three		87	0	3.17			string:patrol_path=northpat				
heroic_tusken_mos_espa_militia		squad_three		65	0	2			string:patrol_path=northpat				
pathPoint:midpath1				134	0	-166							
pathPoint:midpath2				144	0	-150							
pathPoint:midpath3				143	0	-126							
pathPoint:midpath4				188	0	-128							
pathPoint:midpath5				200	0	-167							
pathPoint:midpath6				182	0	-206							
pathPoint:midpath7				139	0	-227							
pathPoint:midpath8				123	0	-184							"midpat:patrol:midpath1,midpath2,midpath3,midpath4,midpath5,midpath6,midpath7,midpath8"
heroic_tusken_mos_espa_militia		squad_four		134	0	-166			string:patrol_path=midpat				
heroic_tusken_mos_espa_militia		squad_four		143	0	-126			string:patrol_path=midpat				
heroic_tusken_mos_espa_militia		squad_four		200	0	-167			string:patrol_path=midpat				
heroic_tusken_mos_espa_militia		squad_four		139	0	-227			string:patrol_path=midpat				
pathPoint:sppat1				73	0	-453							"southpat:patrol:sppat1,sppat2,sppat3,sppat4,sppat5,sppat6"
pathPoint:sppat2				117	0	-459							
pathPoint:sppat3				124	0	-410							
pathPoint:sppat4				91	0	-406							
pathPoint:sppat5				79	0	-434							
pathPoint:sppat6				31	0	-453							
heroic_tusken_mos_espa_militia		squad_five		73	0	-453			string:patrol_path=southpat				
heroic_tusken_mos_espa_militia		squad_five		117	0	-459			string:patrol_path=southpat				
heroic_tusken_mos_espa_militia		squad_five		124	0	-410			string:patrol_path=southpat
heroic_tusken_mos_espa_militia		squad_five		91	0	-406			string:patrol_path=southpat
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=update_combat"		secured							
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=update_combat1"		expert1							
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=update_combat2"		expert2							
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=update_combat3"		expert3							
signalMaster;waitForComplete;string:waitForComplete=combat_staff		expert3							
