object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn
s[required]	s[none]	s[default]	s[none]	f[0.0]	f[0.0]	f[0.0]	f[0.0]	s[none]	s[none]	s[none]	i[0]	c	s[none]	i[-1]
pathPoint:pat1		capture		6.9	0	-24.98							"pat1:patrol:pat1,pat8,pat7,pat6,pat11,pat12"	
pathPoint:pat2		capture	entryb	0.2	0.1	-14							"pat2:patrol:pat3,pat4,pat9,pat10"	
pathPoint:pat3		capture	entryb	13.2	0.1	-14								
pathPoint:pat4		capture	entrya	12.7	0.18	13.1								
pathPoint:pat5		capture	entrya	0.244	0.18	14								
pathPoint:pat6		capture		-6	0	24.5								
pathPoint:pat7		capture		-25.6	0	12.85								
pathPoint:pat8		capture		-15.27	0	-26.2								
pathPoint:pat9		capture	entryb	-13.16	0.18	-13.93								
pathPoint:pat10		capture	entrya	-13.1	0.18	14.37								
pathPoint:pat11		capture		13.38	0	26.45								
pathPoint:pat12		capture		26.91	0	-13.34								
heroic_tusken_massiff	dog1	capture		6.9	0	-24.98			string:patrol_path=pat1					
heroic_tusken_massiff	dog2	capture	entryb	13.2	0.1	-14			string:patrol_path=pat2					
heroic_tusken_raid_leader	rl1	capture	mainroom	2.19	0	-0.89	0				
heroic_tusken_savage	sav1	capture	mainroom	4.929	0	9.22	179				
heroic_tusken_savage	sav2	capture	mainroom	-2.88	0	9.9	-90				
heroic_tusken_sniper	snip1	capture	mainroom	-16.19	0	-5.6	91				
heroic_tusken_pack_master	raid1	capture	mainroom	-0.35	0	-9.1	2.36				
heroic_tusken_sniper	snip2	capture	mainroom	15.79	0	-2.7	-91				
"waitForComplete:triggerId:secured:dog1,dog2,rl1,sav1,sav2,snip1,raid1,snip2"		capture									
heroic_tusken_mos_espa_medic		secured	mainroom	2.19	0	-0.89	0	conversation.tusken_medical	int:phase=0		1
object/static/structure/general/waypoint_large_red.iff	red	capture									
object/static/structure/general/waypoint_large_green.iff	green	secured									
deleteSpawn:red:none		secured									
signalMaster;waitForComplete;string:waitForComplete=hospital		secured									
messagePlayers:heroic_tusken_kav_taken_medical:object/mobile/heroic_tusken_kav_golder.iff		secured									
messagePlayers:heroic_tusken_medical_cleared:none		secured									
waitForComplete:triggerId:expert1:expert											
"waitForComplete:triggerId:expert2:expert,expert"											
"waitForComplete:triggerId:expert3:expert,expert,expert"											
messagePlayers:heroic_tusken_medical_expert_one:object/mobile/heroic_tusken_kav_golder.iff		expert1									
messagePlayers:heroic_tusken_medical_expert_two:object/mobile/heroic_tusken_kav_golder.iff		expert2									
messagePlayers:heroic_tusken_medical_expert_three:object/mobile/heroic_tusken_kav_golder.iff		expert3									
deleteSpawn:green:none		expert3									
object/static/structure/general/waypoint_large_blue.iff	blue	expert3									
heroic_tusken_mos_espa_medic		expert1	mainroom	0.8	0.1	5.9	-92				1
heroic_tusken_mos_espa_medic		expert2	mainroom	3.4	0.1	-8.4	0				1
heroic_tusken_mos_espa_medic		expert3	mainroom	-1.8	0.1	0.5	91				1
delayAction:spawn_medic:17		expert3									
heroic_tusken_mos_espa_medic	medic	spawn_medic	entrya	-0.4	0.18	13	9	theme_park.heroic.tusken.medic	string:moveTo=pat6		
delayAction:medic_assign:3		spawn_medic									
delayAction:spawn_medic:90		spawn_medic									
messageTo;medic;findSquad;none		medic_assign									
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=update_medcenter"		secured									
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=update_med1"		expert1									
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=update_med2"		expert2
"signalMaster;triggerFired;string:triggerType=triggerId,string:triggerName=update_med3"		expert3
signalMaster;waitForComplete;string:waitForComplete=hospital_staff		expert3
