OBJ_ID	LOC_X	LOC_Y	LOC_Z	PLANET	BUILDING	DELAY	POP	TYPE	RADIUS	SCRIPTS	SENTINEL	PLANET_LEVEL
s	c	c	c	c	c	f	i	s	f	s	i[1]	i[1]
47263	-4428.068848	261.6832581	-2230.720459	naboo	0	360	5	gungan_outcast				
47265	1007.372375	184.610199	-3453.328125	naboo	0	360	2	naboo_monk				
47266	3488.171631	112.4781723	-2885.512207	naboo	0	360	5	gungan_outcast				
47274	1253.269531	10.67560863	4295.044434	naboo	0	360	3	master_thief				
47280	1234.162354	-196.0768433	5510.05957	naboo	0	360	5	gungan_outcast				
47282	1946.679077	-187.7405701	6618.380859	naboo	0	360	5	gungan_priest				
47296	2145.414551	-196.0162201	5426.338379	naboo	0	360	5	gungan_mercenary				
47297	3421.479492	-198.2344971	5082.021973	naboo	0	360	5	gungan_hunter				
47298	3620.789795	107.0552444	549.6134033	naboo	0	360	3	highwayman				
47299	-1640.726318	14.03703785	-4034.108887	naboo	0	18000	1	lesser_prophet_of_the_dark_side				
47300	5024.661621	39.68065643	4154.006348	naboo	0	3600	1	bounty_hunter				
2075574	2928.166504	94.00001526	1107.465454	naboo	0	245	2	mauler				
2075575	2931.079834	94.00318909	1128.375366	naboo	0	549	1	mauler_veermok				
2075576	2889.081787	94.01648712	1108.391968	naboo	0	312	1	mauler_lord				
2075577	2901.627441	94.00435638	1113.019775	naboo	0	211	2	mauler_apprentice	
2075578	2912.561523	94.00952911	1134.695923	naboo	0	299	2	mauler	
2426375	5005.133301	-192	6792.08252	naboo	0	100	1	thug	
2705354	2941.235107	72.35084534	1196.541626	naboo	0	116	3	mauler_acolyte	
2705358	2889.659668	77.42559052	1191.81958	naboo	0	111	2	mauler_acolyte	
2705360	2778.709961	77.74619293	1142.24939	naboo	0	103	3	mauler_acolyte	
2705362	2846.685303	97.1230545	1069.206177	naboo	0	114	2	mauler_acolyte	
2705364	2903.389404	117.5125198	1037.171753	naboo	0	109	2	mauler_acolyte	
2705366	2960.17334	94.09128571	1082.732788	naboo	0	119	3	mauler_acolyte	
2705368	3022.520264	76.05283356	1119.474243	naboo	0	106	3	mauler_acolyte	
